debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,debtor_number_of_dependents,debtor_education_level,employment_year,residential_zone,criminality_level,violence_level,gangster_culture,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,ltv,loan_purpose,loan_income_expenses_ratio,default_risk,ses,default_score,default_potential,solutions
4803503524037750,Ifa Prasasta,perempuan,"Maluku, 29-12-1993",30,"Gang PHH. Mustofa No. 55
Lhokseumawe, Gorontalo 86339",86339,18,5,Menikah,Pegawai Swasta,UD Rahmawati Tarihoran,+62 (904) 960 8335,0,SMA,7,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,6500000,3400000,150000000.0,0.3,120000000,280000000,9,348,2268441.25,57.14285714285714,kredit properti,73.18,Sangat Beresiko,Sangat Rendah,900,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Opsi pembayaran pokok saja"
8449861478505268,Karta Safitri,perempuan,"Kepulauan Riau, 30-07-1999",24,"Gang Ahmad Yani No. 91
Binjai, Sumatera Selatan 66302",66302,20,10,Menikah,Buruh,UD Zulaika Sinaga Tbk,+62 (0065) 002 7707,3,SMA,5,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,5500000,2600000,100000000.0,0.2,10000000,40000000,7,36,1235083.87,75.0,kendaraan bermotor,42.59,Beresiko,Rendah,425,Netral,"Berikan edukasi keuangan, Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah"
4789047236841442,Maryanto Prabowo,laki-laki,"Sulawesi Utara, 21-02-1973",50,"Gg. Jakarta No. 447
Mataram, KI 05795",5795,1,2,Belum menikah,Pegawai Negeri,Perum Napitupulu Budiman,+62 (234) 080-2210,2,SMP,0,Zona 3: zona permukiman kelas rendah,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Rendah,3000000,1300000,90000000.0,0.2,10000000,40000000,6,12,3442657.19,75.0,kendaraan bermotor,202.51,Sangat Beresiko,Tidak Diketahui,750,Buruk,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
7777151070043792,"Mujur Sihombing, M.Pd",perempuan,"Kalimantan Timur, 05-12-1977",46,"Gg. Jayawijaya No. 4
Banda Aceh, Banten 78545",78545,3,17,Cerai mati,Pegawai Negeri,UD Waskita Mulyani Tbk,+62-052-373-1333,0,D4,5,Zona 7: zona daerah luar PDK,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Rendah,Rendah,13000000,7700000,680000000.0,0.2,20000000,80000000,8,24,3618183.32,75.0,kendaraan bermotor,68.27,Beresiko,Sangat Rendah,550,Netral,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
1373952390453088,Zamira Najmudin,laki-laki,"Jawa Barat, 14-12-1973",50,"Gang Indragiri No. 29
Pontianak, RI 05668",5668,15,17,Cerai hidup,Buruh,PT Haryanto (Persero) Tbk,+62-0371-878-1016,0,S1,1,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,11500000,6400000,450000000.0,0.2,40000000,160000000,6,36,4867509.99,75.0,kendaraan bermotor,95.44,Sangat Beresiko,Sangat Rendah,850,Sangat Buruk,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Opsi pembayaran pokok saja"
7739185738271856,Maya Saefullah,laki-laki,"Jawa Barat, 27-06-1963",60,"Gg. Rajawali Barat No. 77
Tanjungpinang, Kepulauan Bangka Belitung 08766",8766,4,7,Cerai hidup,Buruh,Perum Nuraini Tampubolon,+62 (98) 632 7556,1,D3,4,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,5000000,3000000,380000000.0,0.2,6000000,24000000,6,36,730126.5,75.0,kendaraan bermotor,36.51,Sangat Baik,Sangat Rendah,225,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
5334325146296902,"Cindy Wastuti, S.Kom",perempuan,"Jawa Tengah, 29-11-1973",50,"Jl. Jend. A. Yani No. 4
Pariaman, Kalimantan Tengah 23917",23917,5,17,Cerai mati,Pegawai Negeri,PT Gunarto (Persero) Tbk,+62 (0359) 773-8525,1,D3,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,7500000,3600000,410000000.0,0.3,120000000,280000000,9,270,2422131.26,57.14285714285714,kredit properti,62.11,Sangat Beresiko,Menengah,650,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
2750262668216522,Keisha Susanti,laki-laki,"Kalimantan Tengah, 18-11-1962",61,"Gang Pacuan Kuda No. 578
Yogyakarta, Aceh 77143",77143,18,20,Menikah,Pegawai Swasta,CV Simbolon Wijaya,+62 (063) 733 0098,0,S1,3,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Sedang,Rendah,9500000,5000000,200000000.0,0.2,10000000,40000000,7,24,1790903.16,75.0,kendaraan bermotor,39.8,Baik,Sangat Rendah,275,Netral,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan"
2276821502177840,Zelda Saptono,perempuan,"Sulawesi Selatan, 19-09-1966",57,"Jalan Rungkut Industri No. 2
Batu, BT 62607",62607,11,12,Belum menikah,Pengusaha,PT Najmudin Riyanti Tbk,+62 (58) 413-3475,0,SMA,4,Zona 2: zona grosir dan manufaktur,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,4500000,1100000,260000000.0,0.2,4000000,16000000,6,54,338829.77,75.0,kendaraan bermotor,9.97,Sangat Baik,Rendah,100,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
8117191853603039,"Tgk. Nasim Sitompul, S.IP",laki-laki,"DI Yogyakarta, 19-02-1978",45,"Jl. Rajawali Timur No. 62
Prabumulih, RI 27580",27580,11,14,Cerai mati,Profesional,UD Susanti Laksita,+62 (0808) 182 1984,2,S1,8,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Tinggi,32000000,18100000,240000000.0,0.25,175000000,525000000,9,126,6455473.89,66.66666666666666,kredit properti,46.44,Beresiko,Sangat Rendah,575,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
6879683663583586,Cagak Maheswara,laki-laki,"Papua, 07-11-1980",43,"Jl. Cihampelas No. 146
Kendari, PB 69481",69481,10,13,Menikah,Profesional,Perum Iswahyudi Aryani,+62 (65) 804-2137,5,S3,6,Zona 5: zona permukiman kelas tinggi,Wilayah Aman,Tingkat Kekerasan Sedang,Tidak ada,53500000,20500000,550000000.0,0.3,600000000,1400000000,12,324,14580284.39,57.14285714285714,kredit properti,44.18,Beresiko,Tinggi,425,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Pengelolaan Keuangan Lanjutan"
2588270704231216,R. Amalia Iswahyudi,laki-laki,"Papua Barat, 09-08-1993",30,"Gang M.H Thamrin No. 816
Makassar, Kalimantan Tengah 01522",1522,17,13,Belum menikah,Pegawai Swasta,PD Lailasari Tbk,+62 (782) 192-3517,0,S2,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,16000000,9400000,990000000.0,0.3,90000000,210000000,7,324,1444411.36,57.14285714285714,kredit properti,21.89,Baik,Sangat Rendah,200,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
3572600300930023,Dr. Asmadi Mahendra,perempuan,"Jawa Barat, 06-02-1970",53,"Gang Ciwastra No. 69
Denpasar, Kepulauan Bangka Belitung 96023",96023,16,18,Belum menikah,Pegawai Swasta,PD Pratama,+62 (016) 523-3646,0,S2,4,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,24000000,13900000,790000000.0,0.25,150000000,450000000,10,156,5165316.42,66.66666666666666,kredit properti,51.14,Beresiko,Sangat Rendah,600,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
4368645051603194,Dr. Cici Yuniar,laki-laki,"Maluku, 21-11-1997",26,"Gg. Sukabumi No. 63
Bogor, SN 94749",94749,11,13,Cerai mati,Pengusaha,PD Pratama Hakim Tbk,+62-19-130-6865,3,S1,9,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,20500000,9300000,410000000.0,0.3,210000000,490000000,8,120,5945052.12,57.14285714285714,kredit properti,53.08,Beresiko,Menengah,550,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
1479759639045351,"Dt. Karja Prabowo, S.Psi",perempuan,"Maluku, 25-07-1977",46,"Jalan Surapati No. 418
Tegal, Kalimantan Selatan 33444",33444,7,13,Belum menikah,Profesional,UD Permadi (Persero) Tbk,+62 (090) 677-4244,0,D4,4,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,10000000,2200000,740000000.0,0.2,20000000,80000000,6,48,1878802.32,75.0,kendaraan bermotor,24.09,Sangat Baik,Tinggi,0,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
1658002815753702,drg. Dagel Prakasa,perempuan,"Sulawesi Utara, 04-06-1991",32,"Jalan Kutai No. 1
Mataram, Kalimantan Tengah 37704",37704,17,4,Cerai mati,Pengusaha,PD Januar Tbk,+62 (833) 626 2729,5,D4,4,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,15000000,7300000,140000000.0,0.3,120000000,280000000,8,156,2892606.87,57.14285714285714,kredit properti,37.57,Netral,Menengah,375,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
2064408732467899,"Carub Permata, S.T.",perempuan,"DKI Jakarta, 17-03-1966",57,"Gg. Surapati No. 556
Pekalongan, Sulawesi Barat 89082",89082,20,16,Menikah,Profesional,CV Rahayu Dongoran,+62 (058) 913-6592,0,S2,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,11000000,4100000,960000000.0,0.25,125000000,375000000,12,174,4556743.66,66.66666666666666,kredit properti,66.04,Beresiko,Tinggi,400,Netral,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Pengelolaan Keuangan Lanjutan"
3178659198317936,Qori Nashiruddin,laki-laki,"Maluku Utara, 20-11-1972",51,"Gang Ciumbuleuit No. 76
Pekalongan, KT 13712",13712,19,16,Cerai hidup,Pengusaha,PT Suryatmi Tbk,+62-338-246-5746,0,SMA,2,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Sedang,5500000,3000000,130000000.0,0.3,90000000,210000000,12,294,2219036.62,57.14285714285714,kredit properti,88.76,Sangat Beresiko,Sangat Rendah,950,Suspicious,"Debitur memiliki risiko default yang sangat tinggi, segera lakukan analisis lanjutan, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Opsi pembayaran pokok saja"
5744302368854798,"Sadina Prabowo, M.M.",perempuan,"Bali, 09-08-1994",29,"Jalan Abdul Muis No. 8
Denpasar, Maluku 79992",79992,18,10,Cerai mati,Pengusaha,PD Siregar,+62-0068-782-2787,0,SD,7,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,8000000,3200000,80000000.0,0.2,10000000,40000000,9,36,1271989.31,75.0,kendaraan bermotor,26.5,Netral,Tidak Diketahui,200,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
9874159293704054,Bakijan Padmasari,laki-laki,"Banten, 11-11-1968",55,"Jalan Gegerkalong Hilir No. 58
Bandar Lampung, Lampung 16929",16929,2,5,Cerai mati,Pegawai Swasta,UD Oktaviani (Persero) Tbk,+62 (091) 150 1640,0,S1,5,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,17000000,7000000,370000000.0,0.2,40000000,160000000,7,24,7163612.66,75.0,kendaraan bermotor,71.64,Beresiko,Menengah,550,Netral,"Pertimbangkan Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
5588067475637133,Jaya Firgantoro,laki-laki,"Bali, 28-01-1988",35,"Gang Ciwastra No. 17
Ambon, Jawa Tengah 79253",79253,7,20,Cerai mati,Pengusaha,PD Tampubolon,+62 (644) 234 8796,0,S1,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Tinggi,9000000,2400000,100000000.0,0.25,100000000,300000000,10,228,2943776.74,66.66666666666666,kredit properti,44.6,Beresiko,Rendah,525,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah"
3874570885292001,Agnes Budiman,perempuan,"Sulawesi Selatan, 10-09-1964",59,"Jl. Cikutra Timur No. 16
Serang, Sulawesi Barat 31425",31425,12,3,Cerai hidup,Pegawai Negeri,PT Saragih,+62 (20) 511 2899,0,S2,8,Zona 5: zona permukiman kelas tinggi,Wilayah Aman,Tingkat Kekerasan Sedang,Tidak ada,53000000,12300000,280000000.0,0.25,300000000,900000000,10,264,8444213.97,66.66666666666666,kredit properti,20.75,Netral,Tinggi,250,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Pengelolaan Keuangan Lanjutan"
2406442133563884,Garda Uwais,perempuan,"Kalimantan Tengah, 11-03-1991",32,"Jalan Asia Afrika No. 6
Dumai, Gorontalo 48719",48719,9,19,Belum menikah,Pengusaha,CV Jailani Rahayu,+62 (022) 848-9780,0,D4,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,8000000,1700000,510000000.0,0.3,120000000,280000000,7,240,2170837.02,57.14285714285714,kredit properti,34.46,Netral,Menengah,325,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
9308366917234845,"Estiawan Namaga, S.Sos",laki-laki,"Sulawesi Selatan, 18-04-1981",42,"Jl. Pasir Koja No. 70
Kupang, SU 30793",30793,8,1,Cerai hidup,Pegawai Swasta,PD Anggraini Sudiati (Persero) Tbk,+62 (31) 775-4436,4,SMA,6,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,14500000,5000000,200000000.0,0.25,100000000,300000000,8,132,3424634.07,66.66666666666666,kredit properti,36.05,Netral,Menengah,375,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
8930173516997635,"Ghaliyati Dongoran, S.Farm",laki-laki,"Nusa Tenggara Barat, 19-10-1996",27,"Gg. Jend. Sudirman No. 83
Banjar, Jawa Timur 02136",2136,7,2,Belum menikah,Profesional,Perum Nurdiyanti Tarihoran,+62-208-700-9449,0,S2,5,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Tinggi,Sedang,25500000,5300000,940000000.0,0.2,40000000,160000000,12,66,3323283.43,75.0,kendaraan bermotor,16.45,Sangat Baik,Tinggi,0,Sangat Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pengelolaan Keuangan Lanjutan"
6391213624701490,Dartono Laksita,perempuan,"Nusa Tenggara Barat, 04-03-1989",34,"Gg. Jend. Sudirman No. 5
Purwokerto, BB 94712",94712,13,9,Cerai mati,Pengusaha,CV Nainggolan Wasita,+62 (38) 089 4414,0,SMA,1,Zona 9: zona daerah industri sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,5000000,1200000,150000000.0,0.3,90000000,210000000,8,240,1756524.14,57.14285714285714,kredit properti,46.22,Beresiko,Rendah,575,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Bantuan Keuangan Pemerintah"
8386462690261191,Tantri Damanik,perempuan,"Kalimantan Barat, 17-12-1978",45,"Gg. Moch. Ramdan No. 915
Sungai Penuh, SG 62466",62466,8,15,Belum menikah,Pegawai Negeri,PD Farida Wahyudin,+62-054-190-3721,0,S2,5,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,21500000,9400000,240000000.0,0.25,50000000,150000000,11,54,3534223.1,66.66666666666666,kendaraan bermotor,29.21,Netral,Menengah,250,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
2500289675530389,Eka Wacana,laki-laki,"Sumatera Barat, 26-06-1981",42,"Jl. Cikutra Barat No. 99
Manado, BB 39891",39891,14,17,Menikah,Pengusaha,CV Nainggolan,+62 (515) 050-4685,0,S2,2,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Sedang,20000000,6900000,710000000.0,0.25,175000000,525000000,8,198,4783433.9,66.66666666666666,kredit properti,36.51,Netral,Menengah,375,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Edukasi Keuangan Lanjutan"
1029854482396735,H. Caraka Uwais,perempuan,"Sumatera Selatan, 23-09-1983",40,"Jalan Setiabudhi No. 199
Sungai Penuh, SN 63655",63655,1,7,Menikah,Pegawai Negeri,CV Kuswoyo,+62 (047) 913-8084,2,D3,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Rendah,6000000,2500000,340000000.0,0.25,125000000,375000000,6,174,3231982.54,66.66666666666666,kredit properti,92.34,Sangat Beresiko,Menengah,900,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan, Opsi pembayaran pokok saja"
2693932284071268,Cakrawangsa Salahudin,laki-laki,"Sulawesi Utara, 05-07-1985",38,"Gg. Ciumbuleuit No. 0
Palembang, ST 30818",30818,18,2,Belum menikah,Pengusaha,UD Suwarno Mandala (Persero) Tbk,+62 (55) 672 6632,5,D4,3,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,14000000,6900000,260000000.0,0.2,60000000,240000000,8,42,6570473.47,75.0,kendaraan bermotor,92.54,Sangat Beresiko,Menengah,800,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Rencana Pembayaran yang Dapat Dikelola, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
9943061703485822,Lukman Mayasari,perempuan,"Riau, 28-04-1981",42,"Gg. Cikutra Barat No. 8
Makassar, Banten 84721",84721,5,12,Cerai mati,Pegawai Swasta,CV Permata Saefullah,+62 (317) 141 3074,5,S2,4,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,28000000,6200000,640000000.0,0.3,150000000,350000000,11,306,3417792.4,57.14285714285714,kredit properti,15.68,Sangat Baik,Menengah,100,Sangat Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
8817271558490509,"Ir. Sari Narpati, S.Sos",perempuan,"Kalimantan Timur, 16-11-2000",23,"Gang Gedebage Selatan No. 6
Kupang, Nusa Tenggara Barat 52893",52893,14,11,Menikah,Buruh,Perum Anggraini,+62-0327-810-0606,0,D3,0,Zona 7: zona daerah luar PDK,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Sedang,Sedang,6000000,1500000,150000000.0,0.2,6000000,24000000,6,72,397749.31,75.0,kendaraan bermotor,8.84,Sangat Baik,Rendah,200,Baik,"Berikan edukasi keuangan, Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Bantuan Keuangan Pemerintah"
7118996497757473,Nadine Rahayu,perempuan,"Kepulauan Bangka Belitung, 26-10-1962",61,"Jl. Rajawali Barat No. 67
Probolinggo, GO 40851",40851,13,17,Menikah,Pegawai Swasta,Perum Gunawan Hariyah Tbk,+62 (0690) 799 0056,3,S2,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,18000000,5400000,440000000.0,0.3,120000000,280000000,10,318,2512827.86,57.14285714285714,kredit properti,19.94,Sangat Baik,Menengah,200,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Edukasi Keuangan Lanjutan"
5560916480292073,Eko Aryani,perempuan,"Nusa Tenggara Barat, 02-02-1980",43,"Gang Sentot Alibasa No. 0
Bima, BT 99870",99870,10,6,Belum menikah,Pengusaha,Perum Mandala (Persero) Tbk,+62 (672) 187 4790,4,SMP,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,5500000,3000000,280000000.0,0.2,8000000,32000000,10,48,811602.67,75.0,kendaraan bermotor,32.46,Sangat Baik,Tidak Diketahui,175,Baik,"Cairkan aset untuk menutupi pinjaman, Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak"
6276044787306575,Tugiman Namaga,perempuan,"Maluku Utara, 05-12-1998",25,"Jl. Cihampelas No. 820
Langsa, MA 80931",80931,11,13,Menikah,Buruh,CV Kusmawati (Persero) Tbk,+62 (091) 634-6406,1,S1,0,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Tinggi,Rendah,18500000,8400000,220000000.0,0.2,40000000,160000000,9,36,5087957.23,75.0,kendaraan bermotor,50.38,Beresiko,Menengah,600,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Edukasi Keuangan Lanjutan"
2335513635441719,"dr. Eli Haryanto, M.M.",laki-laki,"Kepulauan Bangka Belitung, 02-02-1990",33,"Jalan Waringin No. 529
Pekanbaru, SB 10943",10943,3,14,Cerai mati,Buruh,Perum Narpati (Persero) Tbk,+62 (057) 127-6671,5,S1,6,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,36000000,13000000,210000000.0,0.25,175000000,525000000,7,138,5549362.53,66.66666666666666,kredit properti,24.13,Netral,Tinggi,250,Baik,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Pengelolaan Keuangan Lanjutan"
9911134854910116,Rahmi Laksita,perempuan,"DI Yogyakarta, 31-08-1966",57,"Gg. Cempaka No. 762
Gorontalo, PA 53080",53080,2,8,Cerai mati,Profesional,CV Padmasari Prabowo Tbk,+62 (0784) 271-9404,3,S1,7,Zona 4: zona permukiman kelas menengah,Tingkat Kriminalitas Sedang,Tingkat Kekerasan Rendah,Rendah,20500000,11800000,370000000.0,0.25,150000000,450000000,12,204,5180469.87,66.66666666666666,kredit properti,59.55,Beresiko,Sangat Rendah,650,Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Penyederhanaan Kewajiban Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang"
2477984238366439,Dr. Eka Pratama,laki-laki,"Kepulauan Riau, 21-09-1991",32,"Gg. Rawamangun No. 673
Cirebon, PA 35555",35555,5,9,Menikah,Pegawai Negeri,PD Anggriawan Puspita,+62 (440) 717-3596,0,S1,4,Zona 8: zona daerah permukiman sub urban,Tingkat Kriminalitas Tinggi,Tingkat Kekerasan Sedang,Rendah,20500000,9000000,680000000.0,0.25,125000000,375000000,11,132,4909630.89,66.66666666666666,kredit properti,42.69,Beresiko,Tinggi,375,Netral,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Konseling Keuangan, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Pengelolaan Keuangan Lanjutan"
5387161416306759,dr. Tira Saefullah,laki-laki,"Sulawesi Barat, 18-05-1997",26,"Gang Sadang Serang No. 428
Subulussalam, KT 78685",78685,17,7,Cerai mati,Pegawai Negeri,CV Budiman Tbk,+62 (0245) 951-6714,2,SMA,4,Zona 2: zona grosir dan manufaktur,Tingkat Kriminalitas Rendah,Tingkat Kekerasan Rendah,Rendah,4500000,2400000,110000000.0,0.35,175000000,325000000,11,360,3095051.04,46.15384615384615,kredit properti,147.38,Sangat Beresiko,Sangat Rendah,900,Sangat Buruk,"Evaluasi keuangan, penyusunan anggaran untuk kebutuhan mendesak, Pertimbangkan early write off, Prioritaskan Pembayaran, Dukungan Emosional, Penjadwalan Ulang, Opsi pembayaran pokok saja"
