collector_ID,collector_gender,collector_age,collector_age_class,collector_location,collector_province,collector_island,collector_monthly_income,collector_occupation,collector_marital_status,collector_ses,collector_education_level,collector_vehicle,collector_style,collector_workplace,negotiation_skills,proficient_technology_use,flexible_work,communication_channel,responsive_rate,collector_personality,communication_time,working_time,working_time_range,debtor_feedback,year_experience,experience_level,success_rate,handled_case_category,handled_case_count,negotiation_result,debtor_behavior,demography_class
z8694,Laki-laki,52,Muda,"Jalan PHH. Mustofa, RT 10/RW 2, Nusa Tenggara Barat, Kode Pos: 40544",Nusa Tenggara Barat,Bali,9912168,Professional,Menikah,B,S1,Motor,Bijaksana,Lapangan,Baik,i,Tidak Fleksibel,Telepon,55.49109065321018,Bijaksana,2023-03-29 19:22:48,Malam-Pagi,20:00-08:00,Cukup,22,Sangat Berpengalaman,64,Pinjaman Pribadi,443,Keringanan utang,Kabur,Pemukiman Padat Penduduk
E9247,Laki-laki,36,Muda,"Jl. Jend. Sudirman, RT 22/RW 14, Lampung, Kode Pos: 90027",Lampung,Sumatera,6144332,Pegawai Negeri,Menikah,C,D3,Motor,Tegas,Lapangan,Buruk,Cukup Baik,Tidak Fleksibel,Email,42.44904052821478,Tegas,2023-02-03 20:06:48,Pagi-Sore,08:00-16:00,Baik,19,Sangat Berpengalaman,58,Kredit Kendaraan,378,Rencana pembayaran alternatif,Kabur,Rusun
r5071,Laki-laki,42,Dewasa,"Gg. Setiabudhi, RT 10/RW 10, Jawa Barat, Kode Pos: 11502",Jawa Barat,Jawa,12603915,Professional,Cerai Hidup,A,S2,Mobil,Bijaksana,Lapangan,Buruk,k,Kurang Fleksibel,Telepon,70.45148606681147,Bijaksana,2023-11-23 15:46:42,Malam-Pagi,20:00-08:00,Baik,-9,Cukup Berpengalaman,-8,Pinjaman Pribadi,0,Pembebasan jaminan atau denda,Kabur,Perumahan
I9643,Laki-laki,48,Dewasa,"Jalan S. Parman, RT 1/RW 14, Kalimantan Timur, Kode Pos: 08785",Kalimantan Timur,Kalimantan,7218314,Buruh,Belum Menikah,C,SMA,Motor,Kasar,Lapangan,Buruk,Buruk,Kurang Fleksibel,SMS,77.17876520817683,Kasar,2023-04-10 14:08:35,Malam-Pagi,20:00-08:00,Buruk,-4,Pemula,12,Pinjaman Pribadi,0,Rencana pembayaran alternatif,Disiplin,Rusun
w9910,Laki-laki,36,Muda,"Gang Rajawali Timur, RT 2/RW 4, Riau, Kode Pos: 74599",Riau,Sumatera,11652053,Professional,Cerai Hidup,A,S2,Mobil,Bijaksana,Lapangan,Baik,a,Fleksibel,Email,98.74853642819821,Bijaksana,2023-06-16 10:55:45,Siang-Malam,12:00-20:00,Buruk,52,Sangat Berpengalaman,100,Pinjaman Bisnis,1042,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
u7070,Laki-laki,40,Muda,"Gang Ahmad Yani, RT 12/RW 1, Riau, Kode Pos: 32014",Riau,Sumatera,13131898,Pengusaha,Cerai Hidup,A,S2,Mobil,Tegas,Lapangan,Baik,k,Kurang Fleksibel,SMS,66.62189220627458,Tegas,2023-05-31 10:25:17,Siang-Malam,12:00-20:00,Buruk,25,Sangat Berpengalaman,60,Kredit Kendaraan,499,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
K1109,Laki-laki,48,Dewasa,"Jl. Cihampelas, RT 20/RW 11, Kalimantan Utara, Kode Pos: 53463",Kalimantan Utara,Kalimantan,7993132,Pengusaha,Cerai Hidup,C,S1,Motor,Tegas,Lapangan,Buruk,B,Tidak Fleksibel,SMS,50.519214506918175,Tegas,2023-03-17 10:00:48,Siang-Malam,12:00-20:00,Buruk,0,Cukup Berpengalaman,10,Pinjaman Pribadi,0,Pembebasan jaminan atau denda,Disiplin,Rusun
f1094,Laki-laki,35,Muda,"Gang M.T Haryono, RT 23/RW 12, Sumatera Barat, Kode Pos: 43168",Sumatera Barat,Sumatera,4557214,Pegawai Swasta,Cerai Hidup,D,D3,Motor,Ramah,Lapangan,Cukup Baik,Cukup Baik,Kurang Fleksibel,Chat WA,66.03763716617199,Ramah,2023-09-29 18:22:47,Pagi-Sore,08:00-16:00,Baik,21,Sangat Berpengalaman,62,Pinjaman Bisnis,422,Rencana pembayaran alternatif,Kabur,Perumahan
f5351,Perempuan,42,Muda,"Gg. Rumah Sakit, RT 15/RW 3, Sulawesi Tengah, Kode Pos: 31037",Sulawesi Tengah,Sulawesi,7180651,Pegawai Negeri,Cerai Mati,C,D3,Motor,Tegas,Meja,Buruk,Cukup Baik,Tidak Fleksibel,Telepon,58.98769104181042,Tegas,2023-08-30 02:54:17,Malam-Pagi,20:00-08:00,Buruk,25,Sangat Berpengalaman,70,Pinjaman Bisnis,500,Rencana pembayaran alternatif,Kabur,Rusun
u9994,Laki-laki,48,Dewasa,"Gg. Ir. H. Djuanda, RT 8/RW 5, Sumatera Barat, Kode Pos: 47970",Sumatera Barat,Sumatera,5770641,Buruh,Cerai Mati,D,SMA,Motor,Kasar,Lapangan,Buruk,Cukup Baik,Tidak Fleksibel,Email,43.36300683211988,Kasar,2023-07-11 04:48:03,Pagi-Sore,08:00-16:00,Cukup,10,Cukup Berpengalaman,30,Kredit Kendaraan,198,Pembebasan jaminan atau denda,Disiplin,Rusun
B1968,Laki-laki,59,Dewasa,"Gang Jamika, RT 1/RW 9, Sulawesi Tengah, Kode Pos: 70509",Sulawesi Tengah,Sulawesi,12773827,Professional,Cerai Mati,A,S1,Mobil,Ramah,Lapangan,Baik,a,Fleksibel,Chat WA,98.96531051273317,Ramah,2023-01-21 16:12:53,Malam-Pagi,20:00-08:00,Baik,13,Cukup Berpengalaman,46,Pinjaman Bisnis,259,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
H9228,Perempuan,40,Muda,"Gg. Jend. Sudirman, RT 2/RW 19, Nusa Tenggara Timur, Kode Pos: 00746",Nusa Tenggara Timur,Bali,-1340045,Professional,Menikah,E,S1,Tidak Ada Kendaraan,Bijaksana,Meja,Buruk,B,Fleksibel,Telepon,86.41323925639045,Bijaksana,2023-09-03 20:33:38,Pagi-Sore,08:00-16:00,Buruk,42,Sangat Berpengalaman,100,Pinjaman Pribadi,840,Rencana pembayaran alternatif,Kabur,Perumahan
j5735,Perempuan,61,Muda,"Jalan M.H Thamrin, RT 1/RW 7, Sumatera Selatan, Kode Pos: 84726",Sumatera Selatan,Sumatera,9910383,Professional,Menikah,B,S2,Motor,Bijaksana,Meja,Buruk,a,Tidak Fleksibel,SMS,45.16685137532831,Bijaksana,2023-12-12 19:50:40,Malam-Pagi,20:00-08:00,Cukup,37,Sangat Berpengalaman,74,Kredit Kendaraan,737,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
j4246,Laki-laki,34,Muda,"Gang Pasirkoja, RT 10/RW 3, Sulawesi Selatan, Kode Pos: 47955",Sulawesi Selatan,Sulawesi,3822355,Pegawai Swasta,Cerai Hidup,E,SMA,Motor,Tegas,Lapangan,Cukup Baik,Buruk,Tidak Fleksibel,Telepon,54.89738519180289,Tegas,2023-06-17 09:31:30,Siang-Malam,12:00-20:00,Cukup,49,Sangat Berpengalaman,100,Pinjaman Pribadi,981,Pembebasan jaminan atau denda,Kabur,Perumahan
V9401,Laki-laki,48,Dewasa,"Jl. Dipenogoro, RT 2/RW 2, Papua, Kode Pos: 37296",Papua,Papua,4935310,Pegawai Swasta,Menikah,D,D3,Motor,Tegas,Lapangan,Buruk,Cukup Baik,Kurang Fleksibel,Email,74.45984723406187,Tegas,2023-11-04 06:19:38,Pagi-Sore,08:00-16:00,Buruk,17,Cukup Berpengalaman,54,Kredit Kendaraan,339,Rencana pembayaran alternatif,Kabur,Rusun
n2025,Laki-laki,42,Muda,"Jl. Kebonjati, RT 17/RW 7, Bali, Kode Pos: 03107",Bali,Bali,3727794,Pegawai Swasta,Cerai Hidup,E,D3,Motor,Tegas,Lapangan,Buruk,Cukup Baik,Kurang Fleksibel,Telepon,64.49687194998883,Tegas,2023-12-27 16:50:21,Pagi-Sore,08:00-16:00,Baik,24,Sangat Berpengalaman,48,Pinjaman Pribadi,480,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
V3377,Laki-laki,51,Muda,"Jalan BKR, RT 21/RW 13, Bali, Kode Pos: 13103",Bali,Bali,11909843,Pengusaha,Menikah,A,S2,Mobil,Tegas,Lapangan,Cukup Baik,k,Fleksibel,Telepon,97.3339976741515,Tegas,2023-12-09 09:15:18,Malam-Pagi,20:00-08:00,Baik,37,Sangat Berpengalaman,84,Pinjaman Bisnis,738,Perpanjangan waktu pembayaran,Kabur,Rusun
P4891,Laki-laki,65,Muda,"Jalan Rungkut Industri, RT 17/RW 3, Bengkulu, Kode Pos: 72419",Bengkulu,Sumatera,7303128,Professional,Menikah,C,S1,Motor,Bijaksana,Lapangan,Baik,k,Fleksibel,Telepon,96.63331514672608,Bijaksana,2023-01-11 13:36:00,Malam-Pagi,20:00-08:00,Buruk,43,Sangat Berpengalaman,100,Pinjaman Bisnis,860,Keringanan utang,Kabur,Pemukiman Padat Penduduk
c0724,Laki-laki,55,Muda,"Gg. Monginsidi, RT 10/RW 15, Kalimantan Timur, Kode Pos: 17622",Kalimantan Timur,Kalimantan,4686637,Pegawai Swasta,Cerai Mati,D,SMA,Motor,Tegas,Lapangan,Baik,Cukup Baik,Fleksibel,Telepon,86.63547805695373,Tegas,2023-01-11 15:42:52,Pagi-Sore,08:00-16:00,Baik,28,Sangat Berpengalaman,56,Pinjaman Pribadi,560,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
f2501,Laki-laki,48,Muda,"Jalan Ir. H. Djuanda, RT 2/RW 3, Riau, Kode Pos: 18726",Riau,Sumatera,3686608,Pegawai Swasta,Cerai Hidup,E,SMA,Motor,Tegas,Lapangan,Baik,Cukup Baik,Fleksibel,Telepon,84.0666156463828,Tegas,2023-09-08 14:17:02,Malam-Pagi,20:00-08:00,Buruk,32,Sangat Berpengalaman,64,Pinjaman Bisnis,638,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
D5453,Laki-laki,38,Dewasa,"Jl. Kutisari Selatan, RT 24/RW 9, Sulawesi Barat, Kode Pos: 62085",Sulawesi Barat,Sulawesi,12224404,Professional,Menikah,A,S2,Mobil,Bijaksana,Lapangan,Cukup Baik,i,Fleksibel,Telepon,88.4453730856437,Bijaksana,2023-07-09 02:38:28,Siang-Malam,12:00-20:00,Buruk,7,Pemula,24,Pinjaman Pribadi,137,Perpanjangan waktu pembayaran,Disiplin,Perumahan
d1940,Laki-laki,55,Muda,"Jl. Bangka Raya, RT 24/RW 5, Sumatera Barat, Kode Pos: 81551",Sumatera Barat,Sumatera,8737859,Pegawai Swasta,Cerai Hidup,B,D3,Motor,Kasar,Lapangan,Cukup Baik,Cukup Baik,Tidak Fleksibel,SMS,50.37624486826812,Kasar,2023-10-30 15:32:54,Siang-Malam,12:00-20:00,Baik,45,Sangat Berpengalaman,100,Pinjaman Pribadi,899,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
n5209,Perempuan,43,Dewasa,"Jalan Rajiman, RT 9/RW 6, Aceh, Kode Pos: 44332",Aceh,Sumatera,6264434,Pegawai Negeri,Menikah,C,D3,Motor,Tegas,Meja,Baik,Baik,Kurang Fleksibel,Email,66.33457271940799,Tegas,2023-05-27 21:52:20,Siang-Malam,12:00-20:00,Buruk,10,Cukup Berpengalaman,30,Pinjaman Bisnis,200,Pembebasan jaminan atau denda,Disiplin,Pemukiman Padat Penduduk
y6541,Laki-laki,41,Dewasa,"Gg. Dipenogoro, RT 2/RW 12, Kepulauan Riau, Kode Pos: 57479",Kepulauan Riau,Sumatera,4088522,Pegawai Swasta,Cerai Hidup,D,D3,Motor,Kasar,Lapangan,Buruk,Cukup Baik,Tidak Fleksibel,SMS,46.41464845243915,Kasar,2023-11-19 12:26:43,Siang-Malam,12:00-20:00,Buruk,2,Cukup Berpengalaman,14,Pinjaman Bisnis,38,Perpanjangan waktu pembayaran,Disiplin,Perumahan
c5987,Perempuan,52,Muda,"Gg. S. Parman, RT 4/RW 9, Papua Barat, Kode Pos: 75788",Papua Barat,Papua,3218077,Pegawai Swasta,Menikah,E,SMA,Motor,Kasar,Meja,Buruk,Buruk,Kurang Fleksibel,SMS,75.42126828119818,Kasar,2023-02-19 02:49:39,Pagi-Sore,08:00-16:00,Cukup,20,Sangat Berpengalaman,50,Pinjaman Pribadi,398,Pembebasan jaminan atau denda,Kabur,Rusun
P7294,Laki-laki,37,Muda,"Gg. Otto Iskandardinata, RT 6/RW 18, Nusa Tenggara Barat, Kode Pos: 78663",Nusa Tenggara Barat,Bali,10979704,Pegawai Negeri,Menikah,A,D3,Mobil,Tegas,Meja,Cukup Baik,Baik,Kurang Fleksibel,Telepon,62.68960374405077,Tegas,2023-03-21 11:12:09,Siang-Malam,12:00-20:00,Cukup,14,Sangat Berpengalaman,38,Kredit Kendaraan,285,Perpanjangan waktu pembayaran,Gagal Bayar,Rusun
L9802,Laki-laki,45,Dewasa,"Gg. KH Amin Jasuta, RT 1/RW 3, Sumatera Utara, Kode Pos: 54720",Sumatera Utara,Sumatera,4446358,Pegawai Negeri,Cerai Hidup,D,D3,Motor,Tegas,Lapangan,Cukup Baik,Cukup Baik,Fleksibel,Email,87.64639376678535,Tegas,2023-11-26 14:05:46,Malam-Pagi,20:00-08:00,Cukup,9,Pemula,38,Kredit Kendaraan,179,Rencana pembayaran alternatif,Disiplin,Rusun
H1662,Laki-laki,54,Tua,"Jalan Monginsidi, RT 22/RW 13, Bengkulu, Kode Pos: 02912",Bengkulu,Sumatera,6764052,Professional,Cerai Hidup,C,S1,Motor,Bijaksana,Lapangan,Baik,k,Fleksibel,SMS,86.4033000396957,Bijaksana,2023-06-09 01:51:07,Malam-Pagi,20:00-08:00,Buruk,14,Cukup Berpengalaman,48,Kredit Kendaraan,279,Keringanan utang,Gagal Bayar,Pemukiman Padat Penduduk
n1737,Laki-laki,25,Muda,"Jl. Waringin, RT 24/RW 2, Nusa Tenggara Timur, Kode Pos: 16099",Nusa Tenggara Timur,Bali,3598298,Pegawai Swasta,Menikah,E,D3,Motor,Ramah,Meja,Cukup Baik,Baik,Tidak Fleksibel,Chat WA,44.319500448244256,Ramah,2023-10-28 20:43:18,Siang-Malam,12:00-20:00,Cukup,34,Sangat Berpengalaman,88,Pinjaman Pribadi,679,Keringanan utang,Kabur,Perumahan
I3940,Laki-laki,38,Dewasa,"Gg. Jamika, RT 24/RW 6, Sulawesi Tengah, Kode Pos: 26451",Sulawesi Tengah,Sulawesi,10003080,Pengusaha,Menikah,A,S2,Mobil,Tegas,Lapangan,Buruk,B,Fleksibel,Chat WA,84.51500706144505,Tegas,2023-03-01 16:44:32,Pagi-Sore,08:00-16:00,Baik,8,Pemula,16,Pinjaman Bisnis,161,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
g4028,Laki-laki,55,Muda,"Gang Suryakencana, RT 19/RW 3, Sulawesi Tengah, Kode Pos: 06716",Sulawesi Tengah,Sulawesi,4588561,Buruh,Menikah,D,SMA,Motor,Kasar,Lapangan,Cukup Baik,Cukup Baik,Tidak Fleksibel,SMS,43.280975219205104,Kasar,2023-07-04 15:37:29,Siang-Malam,12:00-20:00,Baik,28,Sangat Berpengalaman,76,Pinjaman Bisnis,560,Keringanan utang,Kabur,Pemukiman Padat Penduduk
Q6913,Perempuan,62,Tua,"Gang Sukabumi, RT 11/RW 12, Jawa Barat, Kode Pos: 47392",Jawa Barat,Jawa,10853298,Professional,Menikah,A,S2,Mobil,Bijaksana,Meja,Cukup Baik,i,Tidak Fleksibel,SMS,55.25411272471061,Bijaksana,2023-02-22 02:06:59,Malam-Pagi,20:00-08:00,Cukup,9,Cukup Berpengalaman,28,Kredit Kendaraan,180,Perpanjangan waktu pembayaran,Disiplin,Pemukiman Padat Penduduk
x6251,Laki-laki,45,Dewasa,"Gang Laswi, RT 24/RW 1, Kepulauan Bangka Belitung, Kode Pos: 44707",Bangka Belitung,Sumatera,8344927,Pengusaha,Menikah,B,S2,Motor,Tegas,Lapangan,Buruk,k,Kurang Fleksibel,Telepon,73.85433931063972,Tegas,2023-01-06 02:40:09,Malam-Pagi,20:00-08:00,Baik,8,Cukup Berpengalaman,26,Kredit Kendaraan,160,Pembebasan jaminan atau denda,Kabur,Perumahan
L1163,Perempuan,41,Muda,"Gang Gardujati, RT 7/RW 15, Kalimantan Utara, Kode Pos: 54676",Kalimantan Utara,Kalimantan,10029449,Professional,Menikah,A,S1,Mobil,Bijaksana,Meja,Baik,k,Kurang Fleksibel,Email,77.96418820788092,Bijaksana,2023-01-22 13:35:56,Pagi-Sore,08:00-16:00,Cukup,42,Sangat Berpengalaman,100,Pinjaman Pribadi,841,Keringanan utang,Kabur,Pemukiman Padat Penduduk
F1647,Laki-laki,33,Muda,"Jl. Abdul Muis, RT 17/RW 12, DKI Jakarta, Kode Pos: 03232",DKI Jakarta,Jawa,1927712,Pegawai Swasta,Menikah,E,SMA,Tidak Ada Kendaraan,Tegas,Lapangan,Baik,Cukup Baik,Fleksibel,Telepon,89.42015734012277,Tegas,2023-01-03 15:50:27,Malam-Pagi,20:00-08:00,Baik,51,Sangat Berpengalaman,100,Kredit Kendaraan,1022,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
e0711,Perempuan,55,Muda,"Gg. Waringin, RT 5/RW 14, Jawa Barat, Kode Pos: 64354",Jawa Barat,Jawa,11133163,Pengusaha,Menikah,A,S1,Mobil,Tegas,Meja,Cukup Baik,k,Fleksibel,Telepon,80.50105170383395,Tegas,2023-07-18 14:49:03,Pagi-Sore,08:00-16:00,Cukup,46,Sangat Berpengalaman,100,Kredit Kendaraan,921,Keringanan utang,Kabur,Pemukiman Padat Penduduk
d1992,Perempuan,47,Dewasa,"Jl. Rawamangun, RT 14/RW 19, Aceh, Kode Pos: 82336",Aceh,Sumatera,9963761,Pegawai Negeri,Menikah,B,D3,Motor,Tegas,Meja,Buruk,Baik,Kurang Fleksibel,Email,61.429311375369025,Tegas,2023-01-13 05:14:24,Siang-Malam,12:00-20:00,Baik,5,Pemula,30,Kredit Kendaraan,100,Keringanan utang,Kabur,Rusun
q7763,Perempuan,55,Dewasa,"Jalan Merdeka, RT 16/RW 11, Kalimantan Tengah, Kode Pos: 53860",Kalimantan Tengah,Kalimantan,11726366,Pengusaha,Menikah,A,S1,Mobil,Tegas,Meja,Cukup Baik,a,Tidak Fleksibel,Telepon,48.652587836237515,Tegas,2023-06-07 19:41:07,Siang-Malam,12:00-20:00,Baik,8,Pemula,26,Pinjaman Pribadi,163,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
V7458,Perempuan,54,Tua,"Jl. Cempaka, RT 17/RW 13, Bengkulu, Kode Pos: 41815",Bengkulu,Sumatera,14951652,Professional,Cerai Hidup,A,S2,Mobil,Bijaksana,Meja,Buruk,a,Fleksibel,SMS,90.0803747857439,Bijaksana,2023-11-18 23:10:40,Pagi-Sore,08:00-16:00,Buruk,2,Cukup Berpengalaman,14,Pinjaman Bisnis,41,Pembebasan jaminan atau denda,Disiplin,Rusun
L4671,Laki-laki,53,Muda,"Jalan Sentot Alibasa, RT 14/RW 14, Sumatera Selatan, Kode Pos: 07204",Sumatera Selatan,Sumatera,14920195,Pengusaha,Cerai Hidup,A,S2,Mobil,Tegas,Lapangan,Baik,k,Fleksibel,SMS,95.94200331741156,Tegas,2023-05-28 08:10:47,Pagi-Sore,08:00-16:00,Cukup,20,Sangat Berpengalaman,50,Pinjaman Bisnis,397,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
v3411,Laki-laki,41,Dewasa,"Gg. Pelajar Pejuang, RT 15/RW 15, Kalimantan Timur, Kode Pos: 12282",Kalimantan Timur,Kalimantan,9019472,Buruh,Menikah,B,SMA,Motor,Kasar,Lapangan,Baik,Buruk,Kurang Fleksibel,Telepon,79.58653698543826,Kasar,2023-04-01 23:13:04,Siang-Malam,12:00-20:00,Baik,14,Cukup Berpengalaman,38,Pinjaman Pribadi,275,Perpanjangan waktu pembayaran,Kabur,Pemukiman Padat Penduduk
Q0562,Perempuan,62,Muda,"Jl. Sukajadi, RT 9/RW 14, Kalimantan Utara, Kode Pos: 12374",Kalimantan Utara,Kalimantan,15160155,Pengusaha,Belum Menikah,A,S2,Mobil,Tegas,Meja,Cukup Baik,k,Fleksibel,Telepon,92.51537751028835,Tegas,2023-09-16 17:34:54,Malam-Pagi,20:00-08:00,Buruk,24,Sangat Berpengalaman,58,Kredit Kendaraan,481,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
c6931,Laki-laki,44,Dewasa,"Jalan Stasiun Wonokromo, RT 23/RW 12, Jawa Barat, Kode Pos: 79950",Jawa Barat,Jawa,12029227,Professional,Menikah,A,S2,Mobil,Ramah,Lapangan,Baik,k,Kurang Fleksibel,Chat WA,66.55692853141217,Ramah,2023-08-23 08:07:59,Malam-Pagi,20:00-08:00,Cukup,11,Cukup Berpengalaman,32,Pinjaman Bisnis,219,Perpanjangan waktu pembayaran,Gagal Bayar,Pemukiman Padat Penduduk
K4987,Laki-laki,46,Dewasa,"Jl. Ir. H. Djuanda, RT 10/RW 11, Banten, Kode Pos: 86819",Banten,Jawa,3602652,Professional,Menikah,E,S1,Motor,Bijaksana,Lapangan,Cukup Baik,i,Kurang Fleksibel,Telepon,67.29070840050343,Bijaksana,2023-06-07 00:09:01,Malam-Pagi,20:00-08:00,Buruk,2,Pemula,24,Kredit Kendaraan,38,Rencana pembayaran alternatif,Disiplin,Rusun
O3772,Laki-laki,37,Dewasa,"Jalan K.H. Wahid Hasyim, RT 15/RW 2, Nusa Tenggara Timur, Kode Pos: 21301",Nusa Tenggara Timur,Bali,6214078,Professional,Cerai Hidup,C,S1,Motor,Bijaksana,Lapangan,Cukup Baik,i,Tidak Fleksibel,Telepon,53.87444840041134,Bijaksana,2023-10-11 12:02:56,Pagi-Sore,08:00-16:00,Baik,7,Cukup Berpengalaman,34,Pinjaman Pribadi,139,Keringanan utang,Kabur,Perumahan
d6720,Laki-laki,36,Dewasa,"Gg. Sukabumi, RT 8/RW 6, Maluku, Kode Pos: 74455",Maluku,Papua,344636,Pegawai Negeri,Menikah,E,D3,Tidak Ada Kendaraan,Ramah,Lapangan,Baik,Cukup Baik,Fleksibel,Chat WA,89.88545127272039,Ramah,2023-09-21 02:06:24,Siang-Malam,12:00-20:00,Buruk,0,Pemula,10,Pinjaman Bisnis,2,Perpanjangan waktu pembayaran,Disiplin,Pemukiman Padat Penduduk
a8638,Laki-laki,43,Dewasa,"Gang Gardujati, RT 25/RW 16, DI Yogyakarta, Kode Pos: 82380",DI Yogyakarta,Jawa,13791828,Professional,Belum Menikah,A,S2,Mobil,Bijaksana,Lapangan,Baik,i,Tidak Fleksibel,Telepon,52.36029855228125,Bijaksana,2023-05-30 10:49:22,Malam-Pagi,20:00-08:00,Baik,14,Cukup Berpengalaman,38,Pinjaman Bisnis,282,Perpanjangan waktu pembayaran,Kabur,Pemukiman Padat Penduduk
Z1935,Laki-laki,51,Muda,"Jalan Dr. Djunjunan, RT 20/RW 14, Sulawesi Tengah, Kode Pos: 65162",Sulawesi Tengah,Sulawesi,3430228,Pegawai Swasta,Menikah,E,D3,Motor,Tegas,Meja,Buruk,Baik,Kurang Fleksibel,Telepon,65.00791229214647,Tegas,2023-08-27 17:19:41,Malam-Pagi,20:00-08:00,Buruk,21,Sangat Berpengalaman,62,Pinjaman Pribadi,419,Rencana pembayaran alternatif,Kabur,Rusun
W0295,Laki-laki,54,Tua,"Gg. Ir. H. Djuanda, RT 13/RW 20, Aceh, Kode Pos: 79880",Aceh,Sumatera,7621434,Professional,Menikah,C,S2,Motor,Bijaksana,Lapangan,Baik,k,Fleksibel,SMS,88.67430853607289,Bijaksana,2023-10-30 23:22:39,Malam-Pagi,20:00-08:00,Buruk,15,Cukup Berpengalaman,50,Kredit Kendaraan,300,Keringanan utang,Gagal Bayar,Pemukiman Padat Penduduk
C0980,Perempuan,51,Dewasa,"Gg. S. Parman, RT 15/RW 4, Lampung, Kode Pos: 29914",Lampung,Sumatera,5234469,Pegawai Swasta,Cerai Mati,D,SMA,Motor,Tegas,Meja,Cukup Baik,Cukup Baik,Fleksibel,Telepon,92.08631794102756,Tegas,2023-04-10 00:04:31,Pagi-Sore,08:00-16:00,Cukup,-1,Pemula,18,Pinjaman Pribadi,0,Keringanan utang,Disiplin,Rusun
s0581,Laki-laki,65,Muda,"Jalan S. Parman, RT 1/RW 12, Maluku, Kode Pos: 25182",Maluku,Papua,5413679,Pengusaha,Menikah,D,S1,Motor,Tegas,Lapangan,Baik,k,Kurang Fleksibel,SMS,74.75940381061207,Tegas,2023-04-26 21:36:16,Malam-Pagi,20:00-08:00,Cukup,17,Sangat Berpengalaman,54,Pinjaman Pribadi,342,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
E7842,Perempuan,48,Dewasa,"Gg. M.H Thamrin, RT 13/RW 1, Kalimantan Selatan, Kode Pos: 46386",Kalimantan Selatan,Kalimantan,1380248,Pegawai Swasta,Menikah,E,SMA,Tidak Ada Kendaraan,Tegas,Meja,Buruk,Buruk,Tidak Fleksibel,Telepon,46.08483126219528,Tegas,2023-02-20 20:56:28,Pagi-Sore,08:00-16:00,Cukup,9,Pemula,28,Kredit Kendaraan,180,Perpanjangan waktu pembayaran,Disiplin,Rusun
E7307,Perempuan,55,Tua,"Gang BKR, RT 3/RW 18, Gorontalo, Kode Pos: 11111",Gorontalo,Sulawesi,8337164,Pegawai Swasta,Menikah,B,D3,Motor,Kasar,Meja,Cukup Baik,Cukup Baik,Kurang Fleksibel,SMS,70.1204588232229,Kasar,2023-04-06 20:17:09,Malam-Pagi,20:00-08:00,Baik,-20,Cukup Berpengalaman,-40,Pinjaman Bisnis,0,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
o0945,Laki-laki,50,Dewasa,"Jalan Otto Iskandardinata, RT 13/RW 13, Bali, Kode Pos: 90973",Bali,Bali,7912272,Buruh,Belum Menikah,C,SMA,Motor,Kasar,Lapangan,Buruk,Cukup Baik,Kurang Fleksibel,Telepon,70.17731241129096,Kasar,2023-05-29 19:49:36,Siang-Malam,12:00-20:00,Buruk,12,Cukup Berpengalaman,34,Kredit Kendaraan,239,Pembebasan jaminan atau denda,Gagal Bayar,Rusun
v2616,Laki-laki,35,Muda,"Gang Veteran, RT 3/RW 20, Sulawesi Utara, Kode Pos: 73418",Sulawesi Utara,Sulawesi,6671238,Buruh,Cerai Mati,C,SMA,Motor,Kasar,Lapangan,Cukup Baik,Cukup Baik,Tidak Fleksibel,Chat WA,44.86574570466226,Kasar,2023-12-26 01:10:50,Malam-Pagi,20:00-08:00,Cukup,30,Sangat Berpengalaman,80,Pinjaman Bisnis,599,Rencana pembayaran alternatif,Kabur,Perumahan
k3222,Perempuan,52,Muda,"Jalan Tubagus Ismail, RT 10/RW 13, Kalimantan Utara, Kode Pos: 94788",Kalimantan Utara,Kalimantan,4327282,Pegawai Swasta,Menikah,D,D3,Motor,Kasar,Meja,Cukup Baik,Cukup Baik,Tidak Fleksibel,SMS,52.01250423733745,Kasar,2023-02-23 08:58:21,Siang-Malam,12:00-20:00,Baik,20,Sangat Berpengalaman,60,Kredit Kendaraan,402,Rencana pembayaran alternatif,Kabur,Rusun
