debtor_age,debtor_age_class,debtor_gender,debtor_nik,debtor_address,debtor_province,debtor_island,debtor_marital_status,debtor_number_of_dependents,debtor_education_level,debtor_occupation,debtor_monthly_income,debtor_monthly_expense,debtor_asset_ownership,ses_class,demography_class,debtor_communication_channel,billing_datetime,risk_credit,payment_pattern,payment_method,tenor,interest_rate,monthly_payment,loan_amount,behavior_class,loan_type,working_time,range_working_time,debtor_personality,history_jan,history_feb,history_mar,history_apr,history_may,history_jun,history_jul,history_aug,history_sep,history_oct,history_nov,history_dec,debtor_aging,transaction,remaining_loan,billing_type,field_class
43,Dewasa,Laki-laki,3450220509685012,"Jl. Erlangga, RT 12/RW 19, Sumatera Selatan, Kode Pos: 00959",Sumatera Selatan,Sumatera,Menikah,2,SMA,Buruh,3690242,811853,Tidak,C,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:26.495569,Cukup Baik,Pembayaran Tepat Waktu,ATM,36,0.2,1418222.2743063527,50898911,Disiplin,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Tegas,1,0,0,0,1,2,1,0,0,0,1,0,Lancar,36,0.0,Telepon,Melalui Meja
59,Tua,Laki-laki,3292211505949892,"Gg. Sukajadi, RT 22/RW 18, Jawa Barat, Kode Pos: 07188",Jawa Barat,Jawa,Menikah,5,S1,Pegawai Negeri,10591292,1165042,Ya,E,Perumahan,SMS,2023-10-08 02:53:26.496082,Buruk,Pembayaran Terlambat,ATM,12,0.1,1789658.9383854212,21464279,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,0,1,0,0,1,0,0,1,0,0,1,0,Lancar,12,0.0,Telepon,Melalui Meja
34,Dewasa,Laki-laki,5854351811575632,"Gang K.H. Wahid Hasyim, RT 2/RW 11, Riau, Kode Pos: 59498",Riau,Sumatera,Belum Menikah,0,SMP,Buruh,2818559,1860249,Tidak,D,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:26.496595,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,2082412.4558518333,49899893,Gagal Bayar,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Ramah,1,2,3,4,5,4,5,4,5,6,7,6,Diragukan,18,12416468.794666998,Hukum,Turun Langsung ke Lapangan
59,Tua,Perempuan,7720702504343015,"Gang Antapani Lama, RT 9/RW 9, Nusa Tenggara Barat, Kode Pos: 73092",Nusa Tenggara Barat,Bali,Belum Menikah,0,SMA,Pegawai Swasta,2377682,1569270,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:26.497150,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,36,0.2,1350851.4298028615,48481023,Kabur,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Tegas,0,0,1,0,1,0,0,1,2,3,4,3,Kurang Lancar,33,3902925.8165055662,Wakil,Turun Langsung ke Lapangan
48,Dewasa,Perempuan,4387540311807676,"Gang Merdeka, RT 22/RW 16, DI Yogyakarta, Kode Pos: 08498",DI Yogyakarta,Jawa,Menikah,5,SMP,Buruh,3062459,336870,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:26.497713,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,12,0.1,2939649.5244503506,35256694,Gagal Bayar,Kredit Kendaraan,Siang-Malam,12:00-20:00,Ramah,1,2,3,2,3,2,1,2,3,4,5,4,Kurang Lancar,8,11739497.804397196,Wakil,Turun Langsung ke Lapangan
23,Muda,Laki-laki,3592742302928611,"Gg. Ahmad Yani, RT 8/RW 15, Kepulauan Bangka Belitung, Kode Pos: 77929",Bangka Belitung,Sumatera,Menikah,2,SD,Buruh,2517514,553853,Tidak,D,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:26.498206,Buruk,Pembayaran Terlambat,e-Money,12,0.1,2799995.0743654952,33581748,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Ramah,0,0,1,2,1,2,1,0,0,1,0,0,Lancar,12,0.0,Telepon,Melalui Meja
58,Tua,Perempuan,9498261710374948,"Jl. Pasir Koja, RT 1/RW 19, Sulawesi Tengah, Kode Pos: 16778",Sulawesi Tengah,Sulawesi,Menikah,0,S2,Pengusaha,12866672,8492004,Ya,A,Apartemen,SMS,2023-10-08 02:53:26.498774,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,60,0.4,512598.067178058,30445342,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Tegas,1,2,3,2,1,0,1,0,1,0,1,2,DPK,58,714654.1036726385,Surat,Melalui Meja
42,Dewasa,Perempuan,6774342007152407,"Jl. Cihampelas, RT 18/RW 4, Sulawesi Tengah, Kode Pos: 39572",Sulawesi Tengah,Sulawesi,Menikah,2,SMA,Buruh,2986854,657108,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:26.499321,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,24,0.15,2068869.8183851915,49575377,Disiplin,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Tegas,0,1,0,1,0,0,0,0,0,0,0,1,DPK,23,1991371.1771405935,Telepon,Melalui Meja
25,Muda,Laki-laki,5749562501326635,"Gang Jend. A. Yani, RT 2/RW 12, Sulawesi Barat, Kode Pos: 68673",Sulawesi Barat,Sulawesi,Cerai Mati,4,SD,Buruh,3250304,429040,Tidak,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:26.499907,Baik,Pembayaran Sebelum Jatuh Tempo,e-Money,24,0.15,1517044.608118751,36352243,Kabur,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Ramah,1,2,1,2,3,2,1,2,1,2,1,0,Lancar,24,0.0,Telepon,Melalui Meja
36,Dewasa,Laki-laki,4270212307554022,"Gang Jakarta, RT 14/RW 7, Kepulauan Bangka Belitung, Kode Pos: 93806",Bangka Belitung,Sumatera,Menikah,3,S1,Pegawai Negeri,10056451,1659314,Tidak,A,Perumahan,Email,2023-10-08 02:53:26.500441,Buruk,Pembayaran Terlambat,ATM,48,0.3,398834.61159767915,19027291,Gagal Bayar,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,0,1,2,3,4,3,2,3,2,3,2,3,Kurang Lancar,45,1079733.4781044386,Wakil,Turun Langsung ke Lapangan
46,Dewasa,Perempuan,1578600504932547,"Gg. Ahmad Dahlan, RT 23/RW 17, Jawa Tengah, Kode Pos: 25282",Jawa Tengah,Jawa,Menikah,5,S1,Pegawai Swasta,8589843,944883,Ya,E,Perumahan,Telepon,2023-10-08 02:53:26.501014,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,36,0.2,507065.90794914623,18198207,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Bijaksana,0,1,2,1,2,3,2,3,2,3,4,3,Kurang Lancar,33,1465032.0376781747,Wakil,Turun Langsung ke Lapangan
56,Tua,Perempuan,2655380805411659,"Gg. Lembong, RT 18/RW 10, Kalimantan Barat, Kode Pos: 54332",Kalimantan Barat,Kalimantan,Menikah,4,D3,Pegawai Negeri,8374033,1105372,Ya,E,Perumahan,Email,2023-10-08 02:53:26.501588,Cukup Baik,Pembayaran Tepat Waktu,ATM,60,0.4,587562.1121557581,34897770,Disiplin,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Bijaksana,0,0,0,1,0,0,0,1,2,1,0,0,Lancar,60,0.0,Telepon,Melalui Meja
35,Dewasa,Perempuan,5646741809758624,"Gang Jend. Sudirman, RT 23/RW 20, Sulawesi Tenggara, Kode Pos: 22470",Sulawesi Tenggara,Sulawesi,Menikah,1,D3,Pegawai Swasta,4121195,1359994,Tidak,C,Rusun,Email,2023-10-08 02:53:26.502125,Cukup Baik,Pembayaran Tepat Waktu,ATM,12,0.1,1798796.1357765305,21573866,Disiplin,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,0,1,0,0,1,0,0,0,0,0,1,2,DPK,10,3585904.642234694,Surat,Melalui Meja
55,Tua,Laki-laki,9170041312751106,"Jalan Cihampelas, RT 22/RW 4, Sulawesi Barat, Kode Pos: 68700",Sulawesi Barat,Sulawesi,Menikah,1,S1,Pegawai Swasta,9006657,2972197,Ya,E,Perumahan,SMS,2023-10-08 02:53:26.502655,Buruk,Pembayaran Terlambat,Langsung,12,0.1,1674650.332943069,20084923,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,1,0,1,0,1,0,1,0,1,0,0,0,Lancar,12,0.0,Telepon,Melalui Meja
36,Dewasa,Perempuan,2057011906180594,"Gang Ciwastra, RT 20/RW 11, Banten, Kode Pos: 75808",Banten,Jawa,Menikah,0,D3,Pegawai Swasta,8324072,5493888,Ya,E,Perumahan,Telepon,2023-10-08 02:53:26.503206,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,12,0.1,4052767.562316427,48606878,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,0,0,1,2,1,2,3,2,1,2,1,0,Lancar,12,0.0,Telepon,Melalui Meja
54,Tua,Perempuan,9308372304324599,"Jl. Dipatiukur, RT 4/RW 12, Maluku Utara, Kode Pos: 52451",Maluku Utara,Papua,Menikah,5,SMA,Pegawai Swasta,1224307,134674,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:26.503728,Buruk,Pembayaran Terlambat,ATM,36,0.2,530867.9763108623,19052445,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,1,0,1,2,1,2,3,2,3,4,3,2,DPK,34,1002933.8054306805,Telepon,Melalui Meja
60,Tua,Perempuan,9516141805296786,"Gg. R.E Martadinata, RT 10/RW 19, Nusa Tenggara Barat, Kode Pos: 93380",Nusa Tenggara Barat,Bali,Cerai Hidup,0,SMA,Buruh,2306059,1521999,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:26.504277,Cukup Baik,Pembayaran Tepat Waktu,Langsung,60,0.4,789456.4551477842,46889119,Disiplin,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Tegas,0,0,0,0,1,0,0,1,2,1,2,1,DPK,59,311188.14628073573,Surat,Melalui Meja
48,Dewasa,Laki-laki,426075110282204,"Jl. R.E Martadinata, RT 21/RW 8, Nusa Tenggara Timur, Kode Pos: 91913",Nusa Tenggara Timur,Bali,Belum Menikah,0,S3,Pengusaha,16602557,10957688,Ya,A,Apartemen,Telepon,2023-10-08 02:53:26.504844,Cukup Baik,Pembayaran Tepat Waktu,ATM,12,0.1,4069343.454100532,48805681,Disiplin,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Tegas,0,0,1,2,3,2,3,4,3,2,1,2,DPK,10,8112246.458994679,Surat,Melalui Meja
58,Tua,Laki-laki,9275612102213989,"Jl. Tubagus Ismail, RT 21/RW 5, Kepulauan Bangka Belitung, Kode Pos: 34882",Bangka Belitung,Sumatera,Menikah,5,SMA,Pegawai Swasta,2404747,264522,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:26.505395,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,Langsung,12,0.1,4010841.3611197504,48104036,Kabur,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Bijaksana,0,0,0,1,2,3,4,5,6,5,4,3,Kurang Lancar,9,12006463.749922246,Wakil,Turun Langsung ke Lapangan
29,Muda,Laki-laki,9548371009227299,"Jalan Indragiri, RT 21/RW 4, Maluku, Kode Pos: 68446",Maluku,Papua,Menikah,0,S1,Pegawai Swasta,3999516,2639681,Ya,C,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:26.505967,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,60,0.4,359115.43704555696,21329367,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,1,2,1,2,3,2,3,4,5,6,7,8,Macet,52,2655364.2736310363,Hukum,Turun Langsung ke Lapangan
38,Dewasa,Perempuan,218853020469799,"Gg. Stasiun Wonokromo, RT 21/RW 11, Sulawesi Tengah, Kode Pos: 01781",Sulawesi Tengah,Sulawesi,Belum Menikah,0,D3,Pegawai Negeri,6782392,4476379,Ya,B,Rusun,SMS,2023-10-08 02:53:26.506488,Buruk,Pembayaran Terlambat,M-Banking,60,0.4,574579.1734789733,34126659,Gagal Bayar,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Tegas,1,2,1,0,0,0,1,2,3,4,3,4,Kurang Lancar,56,1950225.2851774916,Wakil,Turun Langsung ke Lapangan
33,Dewasa,Perempuan,5559490107961298,"Jalan Soekarno Hatta, RT 14/RW 6, DKI Jakarta, Kode Pos: 83259",DKI Jakarta,Jawa,Menikah,5,SMP,Buruh,2743633,301800,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:26.507005,Buruk,Pembayaran Terlambat,M-Banking,36,0.2,1387644.079145213,49801483,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Kasar,1,2,1,0,0,1,0,0,1,0,0,0,Lancar,36,0.0,Telepon,Melalui Meja
26,Muda,Perempuan,5032331606469240,"Gang Suniaraja, RT 13/RW 18, Maluku, Kode Pos: 45202",Maluku,Papua,Menikah,0,SMA,Buruh,2205857,1455866,Tidak,D,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:26.507544,Buruk,Pembayaran Terlambat,e-Money,36,0.2,1456013.1060018544,52255195,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Tegas,0,0,1,2,1,2,3,2,3,2,1,0,Lancar,36,0.0,Telepon,Melalui Meja
46,Dewasa,Perempuan,7870962112174387,"Gang KH Amin Jasuta, RT 12/RW 12, Maluku, Kode Pos: 82464",Maluku,Papua,Belum Menikah,0,SMP,Buruh,2519903,1663136,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:26.508077,Baik,Pembayaran Tepat Waktu,ATM,24,0.15,953413.3041316228,22846205,Disiplin,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Kasar,1,2,1,2,3,2,3,4,3,4,3,2,DPK,22,1871112.3091042973,Telepon,Melalui Meja
38,Dewasa,Perempuan,3898800612241531,"Gg. Setiabudhi, RT 10/RW 14, Kalimantan Barat, Kode Pos: 64107",Kalimantan Barat,Kalimantan,Menikah,3,SMA,Pegawai Swasta,2768288,456768,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:26.508706,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,24,0.15,2012274.150039223,48219201,Gagal Bayar,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Bijaksana,1,0,1,2,1,2,3,2,1,2,3,4,Kurang Lancar,20,7973717.999215543,Wakil,Turun Langsung ke Lapangan
23,Muda,Perempuan,2905732806431834,"Gang Wonoayu, RT 22/RW 13, Papua Barat, Kode Pos: 58804",Papua Barat,Papua,Menikah,5,D3,Pegawai Negeri,6787999,746680,Tidak,B,Rusun,Telepon,2023-10-08 02:53:26.509231,Buruk,Pembayaran Terlambat,M-Banking,12,0.1,1626188.0927683287,19503691,Gagal Bayar,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,0,1,2,1,2,1,2,3,4,3,4,3,Kurang Lancar,9,4867998.165085042,Wakil,Turun Langsung ke Lapangan
59,Tua,Perempuan,2031301510544363,"Gg. W.R. Supratman, RT 15/RW 17, Jawa Barat, Kode Pos: 71858",Jawa Barat,Jawa,Menikah,1,SMA,Pegawai Swasta,4878089,1609769,Tidak,C,Rusun,Telepon,2023-10-08 02:53:26.509808,Baik,Pembayaran Tepat Waktu,Langsung,24,0.15,2144588.0417150497,51389778,Disiplin,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Bijaksana,1,2,1,0,1,0,1,2,3,2,1,2,DPK,22,4208841.082268909,Telepon,Melalui Meja
50,Tua,Perempuan,5801532609622545,"Jalan Pasteur, RT 7/RW 17, Sulawesi Tengah, Kode Pos: 15916",Sulawesi Tengah,Sulawesi,Cerai Mati,5,D3,Pegawai Negeri,5266939,579363,Tidak,B,Rusun,Email,2023-10-08 02:53:26.510361,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,60,0.4,300057.90001113224,17821693,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Bijaksana,0,0,0,1,2,3,4,3,4,5,4,5,Diragukan,55,1318508.4993877262,Wakil,Turun Langsung ke Lapangan
54,Tua,Laki-laki,2496141512692980,"Gang Bangka Raya, RT 2/RW 7, Sumatera Barat, Kode Pos: 27960",Sumatera Barat,Sumatera,Menikah,1,S1,Pegawai Swasta,9333072,3079914,Ya,E,Perumahan,SMS,2023-10-08 02:53:26.510924,Cukup Baik,Pembayaran Tepat Waktu,Langsung,60,0.4,313405.8744524844,18614485,Gagal Bayar,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,1,0,1,0,1,2,3,4,3,4,5,6,Diragukan,54,1690567.779565841,Hukum,Turun Langsung ke Lapangan
65,Tua,Perempuan,3960681203660709,"Jl. Gedebage Selatan, RT 15/RW 1, Sumatera Barat, Kode Pos: 26287",Sumatera Barat,Sumatera,Belum Menikah,0,S2,Pengusaha,15586027,10286778,Ya,A,Apartemen,Email,2023-10-08 02:53:26.511451,Buruk,Pembayaran Terlambat,Langsung,36,0.2,902543.8671212405,32391608,Kabur,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,1,2,1,0,0,1,0,1,0,1,0,0,Lancar,36,0.0,Telepon,Melalui Meja
40,Dewasa,Perempuan,4445320211211428,"Gang Sukabumi, RT 22/RW 18, Sulawesi Utara, Kode Pos: 76218",Sulawesi Utara,Sulawesi,Menikah,4,SD,Buruh,1425429,188157,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:26.511992,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,12,0.1,3263633.2807593434,39142394,Disiplin,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,1,2,3,2,1,2,1,0,1,2,3,2,DPK,10,6506061.192406565,Surat,Melalui Meja
32,Dewasa,Laki-laki,8625923011993305,"Jalan Cikutra Timur, RT 9/RW 13, Jambi, Kode Pos: 18334",Jambi,Sumatera,Belum Menikah,0,SMA,Pegawai Swasta,4300797,2838526,Ya,C,Rusun,Telepon,2023-10-08 02:53:26.512507,Buruk,Pembayaran Terlambat,ATM,36,0.2,1512430.1641828415,54279960,Kabur,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Bijaksana,0,0,0,1,2,1,0,1,0,1,0,1,DPK,35,1344904.2536005452,Surat,Melalui Meja
43,Dewasa,Perempuan,9167152608100857,"Gang Jend. A. Yani, RT 9/RW 14, Sulawesi Barat, Kode Pos: 87205",Sulawesi Barat,Sulawesi,Menikah,4,SMP,Buruh,2465884,325497,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:26.513057,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,ATM,48,0.3,750647.0125526313,35811283,Kabur,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Kasar,1,0,0,0,0,1,0,0,0,1,0,0,Lancar,48,0.0,Telepon,Melalui Meja
43,Dewasa,Laki-laki,7893842007597834,"Gg. Setiabudhi, RT 23/RW 5, Papua, Kode Pos: 01768",Papua,Papua,Belum Menikah,0,S1,Pegawai Negeri,6686890,4413347,Ya,B,Rusun,Email,2023-10-08 02:53:26.513588,Buruk,Pembayaran Terlambat,M-Banking,36,0.2,1306459.5098726554,46887831,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,1,0,1,0,1,0,0,0,0,0,0,0,Lancar,36,0.0,Telepon,Melalui Meja
40,Dewasa,Laki-laki,6724091411571657,"Gang R.E Martadinata, RT 4/RW 5, Maluku Utara, Kode Pos: 37251",Maluku Utara,Papua,Menikah,4,SD,Buruh,2938530,387886,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:26.514125,Cukup Baik,Pembayaran Tepat Waktu,ATM,48,0.3,405244.3750027627,19333083,Disiplin,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Ramah,1,2,3,2,3,2,1,2,3,2,1,2,DPK,46,691841.7498729154,Surat,Melalui Meja
43,Dewasa,Perempuan,1645171503315875,"Gang Gardujati, RT 16/RW 18, Bengkulu, Kode Pos: 94820",Bengkulu,Sumatera,Belum Menikah,0,SMA,Buruh,2398821,1583222,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:26.514651,Buruk,Pembayaran Terlambat,M-Banking,36,0.2,1440509.5151275555,51698783,Gagal Bayar,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Tegas,0,0,1,2,3,2,3,4,5,6,5,6,Diragukan,30,8483497.546173334,Hukum,Turun Langsung ke Lapangan
61,Tua,Perempuan,8826160708375583,"Jalan Sadang Serang, RT 14/RW 17, Jawa Tengah, Kode Pos: 87118",Jawa Tengah,Jawa,Cerai Mati,1,SMA,Buruh,2806498,926144,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:26.515200,Baik,Pembayaran Sebelum Jatuh Tempo,Langsung,36,0.2,965177.8036087394,34639492,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Tegas,1,2,1,2,3,4,3,2,1,0,1,0,Lancar,36,0.0,Telepon,Melalui Meja
50,Tua,Laki-laki,775383180173866,"Gg. Peta, RT 20/RW 7, Jawa Tengah, Kode Pos: 49063",Jawa Tengah,Jawa,Cerai Mati,5,S1,Pegawai Swasta,10472823,1152011,Ya,E,Perumahan,Telepon,2023-10-08 02:53:26.515742,Buruk,Pembayaran Terlambat,Langsung,12,0.1,2875040.9584159213,34481811,Kabur,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Bijaksana,1,0,1,0,1,2,1,0,1,0,0,0,Lancar,12,0.0,Telepon,Melalui Meja
40,Dewasa,Laki-laki,2609270410775861,"Jl. Dr. Djunjunan, RT 13/RW 17, Bali, Kode Pos: 94377",Bali,Bali,Menikah,1,D3,Pegawai Swasta,4474320,1476526,Tidak,C,Rusun,Chat WA,2023-10-08 02:53:26.516294,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,ATM,36,0.2,591561.1636564006,21230677,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Ramah,0,1,0,0,1,2,3,4,5,6,7,6,Diragukan,30,3483842.090307981,Wakil,Turun Langsung ke Lapangan
42,Dewasa,Perempuan,1783422507545248,"Gg. Tebet Barat Dalam, RT 18/RW 4, Papua Barat, Kode Pos: 91716",Papua Barat,Papua,Menikah,5,D3,Pegawai Swasta,6201528,682168,Tidak,B,Rusun,Email,2023-10-08 02:53:26.516832,Buruk,Pembayaran Terlambat,M-Banking,36,0.2,1465198.367532688,52584847,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,1,2,1,0,1,2,1,0,1,2,1,0,Lancar,36,0.0,Telepon,Melalui Meja
42,Dewasa,Laki-laki,5409430307166812,"Gang R.E Martadinata, RT 1/RW 11, Aceh, Kode Pos: 73318",Aceh,Sumatera,Menikah,2,SMA,Pegawai Swasta,3818139,839991,Tidak,C,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:26.517391,Baik,Pembayaran Tepat Waktu,ATM,36,0.2,992171.358312846,35608270,Gagal Bayar,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,1,0,1,2,3,2,1,0,1,2,3,4,Kurang Lancar,32,3858786.5339889266,Wakil,Turun Langsung ke Lapangan
60,Tua,Perempuan,173567050978610,"Jalan PHH. Mustofa, RT 5/RW 8, Sumatera Utara, Kode Pos: 56481",Sumatera Utara,Sumatera,Belum Menikah,0,SMP,Buruh,2965523,1957245,Tidak,D,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:26.517933,Baik,Pembayaran Sebelum Jatuh Tempo,Langsung,12,0.1,4462502.41574525,53521034,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Ramah,1,0,0,1,2,3,4,3,2,1,0,0,Lancar,12,0.0,Telepon,Melalui Meja
38,Dewasa,Laki-laki,4912922605774255,"Gg. Cikutra Barat, RT 9/RW 5, Sulawesi Utara, Kode Pos: 41411",Sulawesi Utara,Sulawesi,Menikah,5,D3,Pegawai Swasta,6649711,731468,Tidak,B,Rusun,Telepon,2023-10-08 02:53:26.518502,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,12,0.1,2913820.539189162,34946914,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,1,0,1,2,3,2,1,2,3,2,3,2,DPK,10,5808708.608108379,Surat,Melalui Meja
48,Dewasa,Perempuan,5936252501257340,"Gang Cikutra Barat, RT 1/RW 18, Kalimantan Tengah, Kode Pos: 29448",Kalimantan Tengah,Kalimantan,Menikah,1,S1,Pegawai Swasta,8928505,2946407,Ya,E,Perumahan,SMS,2023-10-08 02:53:26.519039,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,48,0.3,1107587.2326161254,52839909,Kabur,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Bijaksana,1,0,1,0,0,0,1,0,0,0,0,1,DPK,47,783309.0670421049,Telepon,Melalui Meja
26,Muda,Laki-laki,2494590108772129,"Gang Dr. Djunjunan, RT 5/RW 4, Banten, Kode Pos: 78729",Banten,Jawa,Belum Menikah,0,S1,Pegawai Swasta,7561603,4990658,Ya,B,Rusun,Chat WA,2023-10-08 02:53:26.519593,Cukup Baik,Pembayaran Tepat Waktu,e-Money,48,0.3,428506.82823907223,20442870,Gagal Bayar,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Tegas,1,2,3,4,5,4,5,4,3,4,3,4,Kurang Lancar,44,1588569.5574808232,Wakil,Turun Langsung ke Lapangan
30,Dewasa,Perempuan,9324052202582829,"Jl. Laswi, RT 8/RW 3, Maluku Utara, Kode Pos: 34890",Maluku Utara,Papua,Menikah,4,SMP,Buruh,1552612,204945,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:26.520157,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,24,0.15,2124061.795838175,50897917,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Kasar,1,0,1,2,1,0,0,1,0,0,1,0,Lancar,24,0.0,Telepon,Melalui Meja
37,Dewasa,Perempuan,2274501901207197,"Gg. Cempaka, RT 14/RW 19, DKI Jakarta, Kode Pos: 70634",DKI Jakarta,Jawa,Menikah,3,S2,Professional,4705657,776433,Tidak,C,Rusun,Telepon,2023-10-08 02:53:26.520739,Baik,Pembayaran Tepat Waktu,ATM,60,0.4,557786.7033122162,33129284,Disiplin,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Bijaksana,1,0,0,1,0,1,2,1,2,1,0,1,DPK,59,219868.50457924232,Surat,Melalui Meja
29,Muda,Laki-laki,7710252209390982,"Jalan Wonoayu, RT 14/RW 12, Kalimantan Selatan, Kode Pos: 47306",Kalimantan Selatan,Kalimantan,Menikah,4,SMP,Buruh,2733751,360855,Tidak,D,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:26.521284,Baik,Pembayaran Tepat Waktu,M-Banking,12,0.1,2996871.174127316,35942982,Gagal Bayar,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Ramah,1,0,0,0,0,0,1,2,3,2,3,4,Kurang Lancar,8,11968012.606981471,Wakil,Turun Langsung ke Lapangan
