debtor_name;debtor_nik;debtor_address;debtor_zip;debtor_rt;debtor_rw;debtor_birth_place;debtor_age;debtor_number;debtor_occupation;debtor_marital_status;debtor_company;debtor_gender;debtor_education_level;employment_type;number_of_dependents;net_income;payment_date;loan_amount;tenor;amount_of_late;late_payment_amount;credit_score;arrears_amounts;aset;bil1_late1;bill_late2;bill_late3;bill_late4;bill_late5;bill_late6;bill_late7;bill_late8;bill_late9;bill_late10;bill_late11;bill_late12;arrears1;arrears2;arrears3;arrears4;arrears5;arrears6;arrears7;arrears8;arrears9;arrears10;arrears11;arrears12;aging;credit_risk;loss_reverse
T. Martaka Palastri, M.Pd;1,33478E+15;"Gg. K.H. Wahid Hasyim No. 997
Makassar, Kalimantan Selatan 20519";20519;16;4;DKI Jakarta, 26-06-1985;38;+62-52-781-4055;Profesional;Cerai mati;PT Lestari Latupono;perempuan;S2;Retired;3;13000000;2023-06-25;61000000;8;130;7;495;2;4500000;0;13;27;23;0;7;0;0;29;0;18;13;0;0;1;2;0;0;0;0;1;0;1;0;Diragukan;Tertagih dengan resiko tinggi;30500000
Luluh Setiawan;3,85565E+15;"Gg. Dr. Djunjunan No. 11
Tasikmalaya, PB 20974";20974;5;20;Riau, 16-01-1988;35;+62-48-925-6068;Profesional;Belum menikah;PD Puspita Saragih (Persero) Tbk;laki-laki;S1;Full-time;2;21000000;2023-06-01;54500000;25;62;3;515;2;4000000;0;0;18;30;0;0;0;0;0;0;14;0;0;0;1;2;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;27250000
Ellis Lazuardi, S.Farm;2,65464E+15;"Jalan Bangka Raya No. 189
Sawahlunto, Kalimantan Tengah 01485";1485;3;18;Jambi, 26-04-1962;61;+62-007-338-7599;Pegawai Negeri;Menikah;PD Mansur;laki-laki;D3;Retired;3;15500000;2023-07-13;53833333;22;0;0;406;0;4500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Mitra Sihotang;5,86436E+15;"Jalan Asia Afrika No. 300
Padang Sidempuan, KT 08951";8951;4;16;Kepulauan Riau, 10-01-1999;24;+62-43-208-7727;Pegawai Negeri;Cerai mati;CV Mansur Novitasari Tbk;laki-laki;D3;Retired;3;15500000;2023-06-25;70166667;23;39;2;509;1;5000000;0;0;20;0;19;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;17541667
Gandi Saragih, S.E.;7,77288E+15;"Gang Monginsidi No. 01
Tangerang Selatan, SU 16278";16278;14;5;Bengkulu, 20-09-1970;53;+62 (0524) 007-6847;Pengusaha;Belum menikah;PT Maulana Tbk;laki-laki;S1;Retired;2;18000000;2023-03-10;74666667;17;17;1;675;1;9500000;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;18666667
T. Kamal Padmasari;9,29299E+15;"Gang Pasirkoja No. 325
Ambon, Banten 13563";13563;6;8;Sulawesi Utara, 05-04-1981;42;+62-0922-784-8688;Pegawai Negeri;Cerai hidup;Perum Safitri Aryani (Persero) Tbk;perempuan;S1;Full-time;2;21000000;2023-08-18;83166667;2;108;6;143;1;13000000;21;4;0;15;0;0;30;14;0;0;24;0;1;0;0;1;0;0;1;0;0;0;1;0;Kurang lancar;Tertagih dengan resiko tinggi;20791667
Arsipatra Setiawan, S.Pt;3,39774E+15;"Gang K.H. Wahid Hasyim No. 3
Dumai, Papua Barat 64743";64743;19;16;Kalimantan Utara, 08-01-1967;56;+62-0495-046-9305;Pengusaha;Menikah;UD Laksita Saptono (Persero) Tbk;perempuan;S2;Self-employed;3;29000000;2023-07-27;137333333;28;10;1;491;0;7500000;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tidak tertagih dengan resiko rendah;0
Sutan Legawa Rahmawati, S.T.;5,61638E+15;"Jalan Rajiman No. 420
Jambi, Sulawesi Selatan 09048";9048;15;13;DI Yogyakarta, 26-06-1974;49;+62 (0802) 900-8103;Buruh;Cerai mati;UD Adriansyah;perempuan;D2;Retired;3;10500000;2023-01-01;64000000;9;7;2;275;0;9500000;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Putri Saptono, M.Ak;9,1881E+15;"Gg. Kapten Muslihat No. 73
Yogyakarta, JI 47751";47751;1;2;Banten, 18-12-1963;60;+62-0635-571-6370;Pegawai Swasta;Menikah;PD Mayasari;perempuan;D3;Retired;3;15500000;2023-01-04;69000000;5;54;4;283;2;2000000;18;0;0;4;0;0;0;0;16;16;0;0;1;0;0;0;0;0;0;0;1;2;0;0;DPK;Tertagih dengan resiko tinggi;34500000
Warji Kuswandari, S.Kom;3,5584E+15;"Jalan Jakarta No. 0
Tarakan, SU 27695";27695;8;11;Kepulauan Bangka Belitung, 24-12-1991;32;+62 (70) 817-8057;Pengusaha;Cerai hidup;PD Fujiati;laki-laki;SD;Not-employed;5;200000;2023-03-09;20000000;2;154;11;21;1;18500000;22;2;18;0;20;10;19;7;30;12;5;9;1;0;1;0;1;0;1;0;1;0;0;0;Diragukan;Tidak tertagih dengan resiko tinggi;5000000
R.A. Mala Halim, M.Pd;1,15672E+15;"Jl. Pasirkoja No. 55
Malang, Jawa Timur 12601";12601;1;14;Sumatera Barat, 04-09-1992;31;+62 (0108) 551-0709;Pegawai Swasta;Cerai hidup;CV Hidayat;perempuan;D3;Retired;4;15500000;2023-05-14;65166667;7;146;10;224;3;8500000;0;9;16;20;29;13;1;5;28;4;0;21;0;0;1;2;3;0;0;0;1;0;0;1;Diragukan;Tertagih dengan resiko tinggi;48875000
Jasmani Permata;1,03056E+15;"Gg. Pacuan Kuda No. 14
Dumai, ST 89013";89013;18;10;Sumatera Selatan, 03-04-1977;46;+62-113-838-0812;Pengusaha;Cerai mati;UD Wasita;perempuan;SMA;Contract;1;8700000;2023-03-27;53166667;12;20;1;211;1;6000000;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;13291667
Balangga Mulyani;1,51666E+15;"Jl. Abdul Muis No. 8
Meulaboh, Bali 83870";83870;6;20;Kepulauan Bangka Belitung, 12-03-1997;26;+62 (0327) 959-2723;Pegawai Negeri;Cerai mati;UD Natsir Samosir Tbk;perempuan;S1;Retired;2;13000000;2023-08-19;60166667;11;24;3;459;0;19000000;2;0;8;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Panca Pertiwi, S.Pt;3,88935E+15;"Jl. Cempaka No. 614
Surakarta, Jambi 66314";66314;5;2;Jambi, 28-03-1961;62;+62 (0123) 992-2531;Pegawai Swasta;Cerai hidup;CV Hassanah Rahayu;laki-laki;SMP;Contract;6;5000000;2023-06-01;58666667;14;15;1;369;1;5500000;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14666667
Dacin Rajata, S.T.;8,64984E+15;"Gang Antapani Lama No. 30
Tebingtinggi, NT 56450";56450;10;3;Jawa Barat, 18-02-1988;35;+62 (0982) 733-2222;Buruh;Belum menikah;Perum Sihombing (Persero) Tbk;laki-laki;SMP;Not-employed;2;2600000;2023-06-19;17500000;1;142;8;3;3;8500000;0;0;17;26;20;14;0;28;8;17;0;12;0;0;1;2;3;0;0;1;0;1;0;0;Diragukan;Tidak tertagih dengan resiko tinggi;13125000
Drs. Luthfi Maryati;5,21602E+15;"Jl. Jend. Sudirman No. 403
Serang, Bali 58204";58204;16;14;DI Yogyakarta, 04-07-1988;35;+62-0205-617-2857;Profesional;Menikah;Perum Prabowo Tbk;perempuan;SMA;Contract;7;9700000;2023-07-27;58000000;10;163;8;243;2;6000000;30;12;25;0;0;12;30;21;0;5;28;0;1;0;1;0;0;0;1;2;0;0;1;0;Diragukan;Tertagih dengan resiko tinggi;29000000
Halima Hakim, M.M.;7,77953E+15;"Gg. Jakarta No. 56
Pariaman, Maluku Utara 86719";86719;9;11;Kalimantan Tengah, 27-12-1961;62;+62-0952-747-1540;Profesional;Menikah;CV Pudjiastuti (Persero) Tbk;laki-laki;D3;Contract;3;17500000;2023-05-28;73333333;1;116;7;104;2;5000000;8;0;22;20;0;16;0;12;0;30;8;0;0;0;1;2;0;1;0;0;0;1;0;0;Kurang lancar;Tertagih dengan resiko tinggi;36666667
Hartaka Pratama;5,12377E+15;"Gang Rajiman No. 61
Tanjungbalai, SU 98268";98268;9;18;Lampung, 01-12-1979;44;+62-08-077-5114;Pengusaha;Belum menikah;CV Sihotang Latupono Tbk;laki-laki;D2;Retired;3;10500000;2023-04-06;61000000;13;27;2;206;1;8000000;0;0;0;0;4;0;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;15250000
Drs. Violet Tamba, S.E.;6,7977E+15;"Gang Kiaracondong No. 5
Depok, PA 84900";84900;18;8;Sulawesi Barat, 13-11-1972;51;+62-058-745-3295;Pengusaha;Belum menikah;UD Nasyiah Zulaika (Persero) Tbk;perempuan;S1;Retired;3;13000000;2023-01-25;64500000;11;53;3;385;1;5000000;0;0;14;0;0;24;0;0;0;0;15;0;0;0;0;0;0;1;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;16125000
Nasrullah Farida;7,10251E+15;"Jalan Cihampelas No. 0
Kota Administrasi Jakarta Pusat, BT 21554";21554;1;12;DI Yogyakarta, 12-02-1992;31;+62 (0030) 462-4260;Pegawai Swasta;Menikah;PD Hasanah;perempuan;S3;Retired;3;18000000;2023-04-23;58666667;11;152;9;272;2;5500000;0;25;16;0;12;2;10;30;15;0;21;21;0;1;2;0;0;0;0;1;2;0;1;2;Diragukan;Tertagih dengan resiko tinggi;29333333
Emong Rahayu;9,50323E+15;"Jalan Laswi No. 563
Jambi, Kepulauan Bangka Belitung 18674";18674;5;6;Jambi, 16-12-1992;31;+62 (001) 058-1566;Profesional;Cerai hidup;UD Nababan Suryono (Persero) Tbk;perempuan;S1;Retired;2;13000000;2023-07-02;61333333;4;93;7;310;2;7000000;3;22;0;0;0;16;0;0;3;8;26;15;0;1;0;0;0;1;0;0;0;0;1;2;Kurang lancar;Tertagih dengan resiko tinggi;30666667
Tomi Latupono;3,24067E+15;"Gang Pasteur No. 632
Semarang, KI 70732";70732;20;15;Sumatera Utara, 13-08-1992;31;+62 (053) 840-1238;Pegawai Negeri;Cerai hidup;UD Hidayanto (Persero) Tbk;laki-laki;SMA;Contract;2;14700000;2023-05-31;59833333;9;17;3;380;0;9000000;3;0;0;0;0;0;0;0;10;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Lamar Natsir;6,5919E+15;"Jalan Monginsidi No. 46
Tebingtinggi, DI Yogyakarta 71012";71012;20;4;Kalimantan Tengah, 15-02-1990;33;+62 (042) 395-2067;Pengusaha;Menikah;CV Wahyuni Tbk;perempuan;S1;Full-time;3;19000000;2023-05-09;63833333;25;31;2;530;1;7000000;0;0;0;0;14;0;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;15958333
Ajimat Hariyah;4,28342E+15;"Gang Ahmad Dahlan No. 6
Pekanbaru, Papua Barat 08986";8986;14;8;Nusa Tenggara Timur, 27-04-1964;59;+62 (890) 779-9869;Profesional;Menikah;PD Hutasoit Dongoran;laki-laki;D1;Retired;3;15500000;2023-01-05;53500000;14;100;6;233;2;8500000;4;23;29;0;0;0;0;8;27;0;9;0;0;1;2;0;0;0;0;0;1;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;26750000
dr. Elisa Kuswoyo;8,22767E+15;"Jl. Moch. Toha No. 85
Tanjungpinang, KT 23015";23015;6;4;Kalimantan Utara, 31-05-1962;61;+62-0367-883-3012;Pegawai Negeri;Menikah;CV Usada;laki-laki;D3;Full-time;4;19500000;2023-06-23;72500000;6;123;7;128;1;10500000;0;13;0;0;20;12;0;7;30;12;0;29;0;0;0;0;1;0;0;0;1;0;0;1;Diragukan;Tertagih dengan resiko tinggi;18125000
R. Muni Puspasari, M.Ak;5,43667E+15;"Gang Kutisari Selatan No. 10
Kota Administrasi Jakarta Timur, SR 13023";13023;11;13;Jawa Barat, 18-10-1978;45;+62 (209) 668-2286;Profesional;Cerai hidup;PT Hidayat Rajata (Persero) Tbk;perempuan;S1;Retired;2;18000000;2023-07-14;73500000;25;34;2;470;1;13000000;0;0;0;0;15;0;0;0;0;19;0;0;0;0;0;0;1;0;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;18375000
Jatmiko Saptono;6,34995E+15;"Gang Wonoayu No. 0
Kota Administrasi Jakarta Timur, Lampung 50637";50637;4;2;Kepulauan Riau, 02-05-1976;47;+62 (039) 706 8055;Profesional;Menikah;PD Adriansyah Gunarto (Persero) Tbk;perempuan;D1;Full-time;3;22500000;2023-01-10;63000000;22;15;2;488;0;16000000;0;0;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Sutan Emas Yolanda;6,14013E+15;"Jalan Dipenogoro No. 970
Cimahi, Kepulauan Bangka Belitung 26847";26847;8;17;Papua, 22-12-1989;34;+62 (48) 084 1318;Buruh;Cerai mati;Perum Damanik Kusumo (Persero) Tbk;laki-laki;S2;Full-time;3;19000000;2023-07-24;70000000;17;13;1;450;0;15000000;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Pia Saptono;7,20419E+15;"Gg. Jend. Sudirman No. 8
Mataram, Kalimantan Tengah 55897";55897;8;16;Papua, 13-07-1989;34;+62-20-294-6144;Pegawai Swasta;Cerai hidup;UD Nababan;perempuan;D2;Retired;5;15500000;2023-07-16;69000000;5;35;3;133;1;6500000;7;0;24;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;17250000
Cinthia Lestari, M.Ak;6,85448E+15;"Gg. PHH. Mustofa No. 4
Kediri, Sulawesi Tenggara 02801";2801;19;2;Sulawesi Utara, 15-10-1986;37;+62 (018) 279 9216;Pengusaha;Belum menikah;UD Hutasoit Usada (Persero) Tbk;laki-laki;D1;Full-time;4;17500000;2023-01-23;74500000;3;174;9;146;3;14500000;22;20;26;8;20;9;19;0;25;0;25;0;1;2;3;0;1;0;1;0;1;0;1;0;Diragukan;Tertagih dengan resiko tinggi;55875000
Mahfud Yulianti;7,43954E+15;"Gang Rawamangun No. 6
Pekalongan, LA 31168";31168;5;2;Kalimantan Utara, 15-09-1996;27;+62-087-969-9103;Pegawai Negeri;Cerai mati;CV Siregar Mustofa;laki-laki;D3;Retired;4;10500000;2023-01-22;58833333;10;98;6;345;2;5000000;14;8;0;0;0;21;30;0;11;0;0;14;0;0;0;0;0;1;2;0;0;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;29416667
Dimas Wijayanti;3,7264E+15;"Jl. Monginsidi No. 37
Cirebon, DKI Jakarta 13624";13624;8;12;Sumatera Selatan, 11-06-1991;32;+62 (004) 550 9349;Pegawai Negeri;Menikah;CV Pudjiastuti;laki-laki;S1;Full-time;2;29000000;2023-07-13;140000000;27;43;3;278;2;7500000;0;0;20;20;0;0;3;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;DPK;Tidak tertagih dengan resiko rendah;70000000
Warji Prasasta, M.Kom.;9,20671E+15;"Jalan M.H Thamrin No. 937
Kota Administrasi Jakarta Pusat, Maluku 71130";71130;8;7;Kalimantan Selatan, 07-09-1990;33;+62 (0631) 181-5766;Pegawai Swasta;Cerai mati;Perum Adriansyah Hidayat (Persero) Tbk;laki-laki;S1;Retired;3;21000000;2023-07-25;56000000;16;52;3;470;1;25000000;0;1;22;0;0;29;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14000000
T. Niyaga Napitupulu, M.Ak;9,03291E+15;"Jalan Dr. Djunjunan No. 5
Sukabumi, JT 48580";48580;20;3;Sulawesi Barat, 26-04-1978;45;+62 (0259) 334-0485;Buruh;Menikah;CV Megantara Tbk;laki-laki;S2;Retired;2;13000000;2023-03-13;58833333;2;34;3;335;1;7000000;0;0;0;8;22;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14708333
drg. Cinthia Laksmiwati;3,67233E+15;"Jalan Jend. Sudirman No. 993
Subulussalam, Papua 18135";18135;3;4;Gorontalo, 23-11-1971;52;+62 (238) 039-3890;Buruh;Cerai hidup;Perum Lestari;perempuan;S2;Full-time;3;19000000;2023-09-11;54000000;3;95;8;228;1;8500000;12;0;10;26;0;6;6;17;5;13;0;0;0;0;0;1;0;0;0;1;0;0;0;0;Kurang lancar;Tertagih dengan resiko rendah;13500000
Michelle Wastuti;6,26165E+15;"Gang Gardujati No. 0
Palangkaraya, Riau 75681";75681;14;4;Papua Barat, 02-04-1991;32;+62-000-613-2854;Pegawai Swasta;Cerai mati;UD Wastuti;perempuan;D1;Full-time;5;25500000;2023-07-10;141000000;8;133;9;397;2;7000000;21;3;0;8;28;4;14;21;16;0;0;18;1;0;0;0;1;0;0;1;2;0;0;1;Diragukan;Tidak tertagih dengan resiko rendah;70500000
Yahya Maheswara, S.Pd;6,60754E+15;"Gg. K.H. Wahid Hasyim No. 100
Jayapura, PB 41950";41950;20;18;Maluku, 08-02-1995;28;+62 (0123) 559 0625;Buruh;Cerai mati;CV Halim (Persero) Tbk;perempuan;D3;Contract;0;10500000;2023-05-19;59833333;11;47;3;382;1;5000000;0;0;0;0;13;16;0;0;18;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;14958333
Endah Wulandari;8,66281E+15;"Gg. Rajawali Timur No. 1
Kotamobagu, Jawa Tengah 58335";58335;7;14;Jambi, 19-04-1980;43;+62 (0432) 813 2293;Pengusaha;Menikah;CV Firmansyah Halimah (Persero) Tbk;perempuan;S2;Full-time;4;24000000;2023-03-21;79666667;1;98;6;132;1;21000000;30;0;24;0;17;3;18;0;0;0;0;6;1;0;1;0;1;0;1;0;0;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;19916667
Oni Hidayanto, S.Kom;1,05381E+15;"Gg. Tebet Barat Dalam No. 772
Denpasar, Bali 51280";51280;5;4;Sulawesi Selatan, 26-08-2000;23;+62 (146) 627-5279;Pegawai Negeri;Belum menikah;Perum Situmorang Dabukke;perempuan;S2;Retired;3;18000000;2023-03-14;49000000;8;60;4;298;1;9000000;28;0;4;0;0;23;0;0;0;0;0;5;1;0;0;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;12250000
Aisyah Hasanah;8,84744E+15;"Jalan Ciumbuleuit No. 3
Madiun, NT 50205";50205;9;2;Gorontalo, 07-09-1977;46;+62 (594) 706-3253;Pegawai Swasta;Belum menikah;PT Maryadi Kusmawati (Persero) Tbk;perempuan;S2;Full-time;3;19000000;2023-09-20;51333333;16;50;2;400;1;3000000;0;0;0;0;0;0;21;0;0;0;0;29;0;0;0;0;0;0;1;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;12833333
Titin Mayasari;4,50908E+15;"Gang Kutai No. 042
Batu, Kalimantan Timur 49833";49833;12;6;Papua, 21-01-1976;47;+62 (0688) 615 6521;Pegawai Negeri;Cerai hidup;UD Winarsih Laksmiwati;perempuan;SMA;Part-time;5;11700000;2023-08-02;56500000;6;92;4;345;2;8000000;0;23;0;0;0;0;28;17;0;0;0;24;0;1;0;0;0;0;1;2;0;0;0;1;Kurang lancar;Tertagih dengan resiko tinggi;28250000
Kasim Widodo;2,12601E+15;"Gang Gedebage Selatan No. 9
Subulussalam, JK 96666";96666;11;8;Sulawesi Barat, 03-01-1970;53;+62 (46) 927-6517;Pegawai Negeri;Belum menikah;Perum Nasyiah;laki-laki;D3;Full-time;3;25500000;2023-03-28;139833333;12;170;8;226;2;4500000;14;0;0;25;29;0;16;0;21;27;9;29;0;0;0;1;2;0;1;0;1;2;0;1;Diragukan;Tidak tertagih dengan resiko rendah;69916667
Ratna Utami;9,91702E+15;"Gang Kapten Muslihat No. 7
Kota Administrasi Jakarta Selatan, Maluku 65270";65270;9;16;Sulawesi Selatan, 08-02-1990;33;+62 (232) 866-1817;Buruh;Menikah;CV Handayani;laki-laki;D3;Full-time;5;25500000;2023-02-02;139666667;12;113;9;350;2;5000000;18;18;4;0;19;12;11;9;2;20;0;0;1;2;0;0;1;0;0;0;0;1;0;0;Kurang lancar;Tidak tertagih dengan resiko rendah;69833333
dr. Siska Saragih, S.E.I;8,25271E+15;"Gg. Rungkut Industri No. 48
Tasikmalaya, LA 54154";54154;8;3;Kepulauan Bangka Belitung, 13-02-1977;46;+62 (807) 575-9052;Profesional;Cerai hidup;Perum Lestari Wastuti Tbk;laki-laki;D3;Contract;0;10500000;2023-03-21;60666667;1;0;0;321;0;7000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Kezia Megantara;8,01112E+15;"Gang Suniaraja No. 17
Langsa, Papua 52843";52843;18;1;Jawa Timur, 20-01-1974;49;+62-033-907-4820;Profesional;Cerai hidup;UD Maryadi Yolanda Tbk;laki-laki;S1;Retired;3;13000000;2023-04-04;56333333;14;27;3;335;1;8500000;0;2;0;0;0;0;24;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14083333
T. Rendy Situmorang;5,1734E+15;"Jl. Cempaka No. 4
Cirebon, Sumatera Selatan 32801";32801;11;19;Kalimantan Barat, 28-06-2000;23;+62-0073-372-3100;Pegawai Negeri;Menikah;CV Utama Rahimah;perempuan;SMA;Part-time;7;8700000;2023-02-09;54333333;17;51;2;399;1;15500000;22;0;0;0;0;0;29;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;13583333
Drs. Wulan Laksmiwati;2,3464E+15;"Gg. Pelajar Pejuang No. 35
Lhokseumawe, AC 71399";71399;7;5;Sumatera Barat, 17-12-1960;63;+62 (413) 690-0072;Profesional;Cerai hidup;UD Saputra Aryani;laki-laki;SMA;Contract;1;10700000;2023-08-29;58166667;10;85;5;215;2;8000000;0;0;11;12;0;0;0;18;30;0;0;14;0;0;0;0;0;0;0;1;2;0;0;0;DPK;Tertagih dengan resiko tinggi;29083333
Perkasa Prastuti;1,84522E+15;"Jl. Veteran No. 40
Bengkulu, NB 57346";57346;18;14;Sumatera Barat, 01-05-1991;32;+62 (31) 703 6611;Pegawai Swasta;Cerai mati;Perum Saragih Gunarto;perempuan;D3;Full-time;4;17500000;2023-08-20;65666667;13;80;6;280;1;11500000;16;0;0;0;0;5;16;0;0;6;27;10;1;0;0;0;0;0;1;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;16416667
Bagya Nurdiyanti;7,993E+15;"Gang Cikapayang No. 641
Singkawang, Sulawesi Tenggara 41610";41610;19;18;Kalimantan Utara, 07-02-1977;46;+62 (065) 378-5605;Pengusaha;Cerai mati;UD Maryadi Saputra (Persero) Tbk;perempuan;D2;Retired;4;15500000;2023-05-27;69666667;6;78;6;281;1;16500000;0;0;0;2;6;0;11;7;0;24;0;28;0;0;0;0;0;0;0;0;0;1;0;1;DPK;Tertagih dengan resiko rendah;17416667
R. Aris Agustina, S.I.Kom;2,03808E+15;"Jl. Kutai No. 5
Probolinggo, Lampung 13117";13117;17;10;Jawa Timur, 15-10-1977;46;+62 (57) 731 4763;Pegawai Swasta;Cerai hidup;PD Sirait Wijayanti (Persero) Tbk;laki-laki;SMA;Contract;6;8700000;2023-02-11;57833333;12;51;3;474;1;16000000;0;18;0;0;0;0;0;0;0;29;0;4;0;1;0;0;0;0;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;14458333
R. Cahya Dongoran, S.Pt;8,25542E+15;"Gang Dipatiukur No. 37
Tanjungbalai, Sulawesi Selatan 69993";69993;7;16;Sulawesi Tenggara, 05-06-1973;50;+62 (014) 884-7112;Profesional;Belum menikah;PD Rahayu;perempuan;D2;Full-time;5;17500000;2023-02-11;52500000;6;58;6;132;1;17500000;0;0;0;0;0;18;2;10;3;3;0;22;0;0;0;0;0;1;0;0;0;0;0;1;DPK;Tertagih dengan resiko rendah;13125000
Elisa Hardiansyah;9,57941E+15;"Jl. Erlangga No. 91
Sabang, KB 29700";29700;9;4;Kalimantan Barat, 20-11-1976;47;+62 (297) 792-2438;Buruh;Menikah;PD Rajata;laki-laki;D1;Full-time;3;25500000;2023-01-02;135000000;32;53;4;501;1;5500000;0;11;19;0;0;22;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;DPK;Tidak tertagih dengan resiko rendah;33750000
Clara Mandala;9,70365E+15;"Jalan W.R. Supratman No. 165
Blitar, KB 23710";23710;6;2;Bali, 08-12-1968;55;+62 (0336) 766-3017;Buruh;Cerai hidup;UD Wibisono Thamrin Tbk;perempuan;SMA;Contract;6;14700000;2023-03-14;58166667;12;55;3;214;1;8500000;19;0;29;0;0;0;0;0;7;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14541667
Taswir Mandasari;6,59615E+15;"Jalan BKR No. 0
Tebingtinggi, SG 66545";66545;1;16;Jambi, 19-12-1988;35;+62 (0700) 638-4693;Pegawai Negeri;Belum menikah;Perum Oktaviani Hidayat Tbk;laki-laki;S1;Retired;3;18000000;2023-01-24;59166667;9;112;6;118;2;6000000;16;0;8;0;0;16;0;30;27;0;0;15;1;0;0;0;0;1;0;1;2;0;0;1;Kurang lancar;Tertagih dengan resiko tinggi;29583333
H. Eja Anggraini, M.TI.;4,29451E+15;"Jl. Tebet Barat Dalam No. 73
Gorontalo, KT 00667";667;17;17;Jambi, 04-07-1973;50;+62-354-522-9234;Pengusaha;Cerai hidup;Perum Mustofa Hariyah;laki-laki;D1;Retired;3;10500000;2023-02-12;58333333;7;33;2;365;1;4500000;0;0;0;0;0;0;10;0;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;14583333
Kayla Halimah;7,29693E+15;"Gg. Wonoayu No. 05
Palu, JT 68116";68116;4;10;Sumatera Barat, 14-11-1961;62;+62 (094) 921-5484;Pengusaha;Menikah;UD Simbolon Tbk;perempuan;S1;Full-time;4;19000000;2023-09-09;47666667;20;17;1;392;1;15000000;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;11916667
Rahmi Irawan;6,87913E+15;"Gg. Rumah Sakit No. 19
Sungai Penuh, JB 84647";84647;1;17;Sumatera Selatan, 09-11-1969;54;+62 (02) 252 8745;Profesional;Menikah;CV Wijaya (Persero) Tbk;laki-laki;SMP;Not-employed;6;200000;2023-09-15;18666667;2;135;9;82;2;6500000;19;11;0;11;11;26;22;0;0;9;7;19;1;0;0;0;0;1;2;0;0;0;0;1;Diragukan;Tidak tertagih dengan resiko tinggi;9333333
