debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_education_level,debtor_address,debtor_latitude,debtor_longitude,debtor_zip,debtor_rt,debtor_rw,employment_status,debtor_working_day,debtor_working_time,tenor,best_time_to_bill
8.89016E+15,Prabawa Firmansyah,perempuan,"Maluku, 10-04-1968",55,D4,"Cinangka, Sawangan, Bogor, Jawa Barat, Jawa, 16515, Indonesia",-6.378762821,106.7611088,3300,11,4,Employed,Senin-Jumat,Pagi-Sore,144,Malam
6.47925E+15,Titin Putra,laki-laki,"Banten, 13-04-1968",55,S1,"Sukapura, Cianjur, Jawa Barat, Indonesia",-7.495098542,107.2706099,83444,1,6,Full-time,Senin-Jumat,Siang-Malam,206,Pagi
2.31791E+15,Lulut Novitasari,perempuan,"Kalimantan Barat, 27-11-1966",57,SMA,"RW 01 Desa Sukamenak, Suka Menak, Desa Sukamenak, Tasikmalaya, Jawa Barat, 46417, Indonesia",-7.364294657,108.1473865,58389,7,17,Part-time,Senin-Jumat,Sore-Malam,192,Pagi
7.8574E+15,"dr. Vero Gunawan, S.Farm",laki-laki,"Maluku Utara, 02-06-1994",29,S1,"Cikura, Tegal, Jawa Tengah, Jawa, Indonesia",-7.109813032,109.1800535,65439,9,19,Employed,Senin-Jumat,Sore-Malam,15,Siang
7.30482E+15,"Ella Natsir, M.Ak",laki-laki,"DKI Jakarta, 01-10-1973",50,SMA,"Kubangkangkung, Cilacap, Jawa Tengah, Jawa, 53253, Indonesia",-7.62001689,108.9535992,24657,5,19,Self-Employed,Senin-Jumat,Pagi-Sore,123,Malam
3.32265E+15,Dt. Gandewa Mansur,laki-laki,"Bali, 25-04-1960",63,S2,"Sendang Wetan, Sendangdawung, Kendal, Jawa Tengah, Jawa, 51353, Indonesia",-6.929577045,110.1010001,52121,16,9,Self-Employed,Senin-Jumat,Pagi-Sore,336,Malam
1.11944E+15,Ani Hutapea,perempuan,"Riau, 24-12-2000",23,SMA,"Jawa Timur, Jawa, Indonesia",-6.37629576,112.2980046,4719,4,8,Self-Employed,Senin-Jumat,Pagi-Siang,86,Sore
6.59402E+15,Kania Simbolon,perempuan,"Kepulauan Bangka Belitung, 21-10-1984",39,S2,"Jawa Barat, Jawa, Indonesia",-7.662783908,106.6847504,78857,5,12,Self-Employed,Senin-Jumat,Pagi-Malam,93,Siang
2.50831E+15,Zelda Hasanah,perempuan,"Nusa Tenggara Barat, 14-09-1989",34,S2,"Jawa Tengah, Jawa, Indonesia",-6.569328162,110.1014184,94036,11,11,Full-time,Senin-Jumat,Siang-Malam,73,Pagi
6.08618E+15,"Adinata Rahmawati, M.Kom.",perempuan,"Kalimantan Selatan, 04-04-1980",43,D3,"Jawa Tengah, Jawa, Indonesia",-6.42523184,110.4920091,17241,17,13,Full-time,Senin-Jumat,Sore-Malam,109,Pagi
4.56539E+15,Wahyu Pratiwi,perempuan,"Banten, 12-06-1983",40,S1,"Banturejo, Kabupaten Malang, Jawa Timur, Indonesia",-7.905402051,112.3547951,55479,18,16,Self-Employed,Senin-Jumat,Pagi-Sore,74,Malam
7.34972E+15,Bakti Adriansyah,perempuan,"Papua Barat, 09-08-1993",30,SMA,"Sewurejo, Karanganyar, Jawa Tengah, Jawa, Indonesia",-7.585099553,111.0271429,90660,12,18,Self-Employed,Senin-Jumat,Siang-Sore,360,Pagi
1.22062E+15,Vero Hartati,perempuan,"Nusa Tenggara Timur, 14-12-1977",46,SMA,"Ngaringan, Grobogan, Jawa Tengah, Jawa, Indonesia",-7.051711152,111.1924673,36470,19,5,Employed,Senin-Jumat,Siang-Sore,221,Malam
3.11959E+15,Raden Andriani,perempuan,"Kalimantan Barat, 17-08-1999",24,SMP,"Tugu Selatan, Cisarua, Bogor, Jawa Barat, 16750, Indonesia",-6.703717804,106.9657473,55950,20,16,Employed,Senin-Jumat,Pagi-Malam,82,Sore
3.73888E+15,Saka Pratama,laki-laki,"Sumatera Utara, 27-05-1976",47,SMA,"Jawa Tengah, Jawa, Indonesia",-7.932673879,109.9129265,10723,4,10,Full-time,Senin-Jumat,Sore-Malam,152,Pagi
6.37155E+15,Tedi Nuraini,perempuan,"Jawa Timur, 27-01-1969",54,SMA,"D'LAS Lembah Asri Serang, Serang, DESA SERANG, Purbalingga, Jawa Tengah, Jawa, 53357, Indonesia",-7.242411786,109.3108237,28885,5,5,Full-time,Senin-Jumat,Malam-Pagi,289,Siang
1.04007E+15,R.M. Malik Puspita,perempuan,"Kalimantan Tengah, 26-04-1989",34,SMA,"Jawa Tengah, Jawa, Indonesia",-6.321762949,111.5022155,644,3,3,Employed,Senin-Minggu,Siang-Malam,132,Pagi
6.12918E+15,Gambira Mangunsong,laki-laki,"Kepulauan Bangka Belitung, 26-03-1965",58,S1,"Cintawargi, Jawa Barat, Indonesia",-6.514746249,107.266984,52727,2,17,Self-Employed,Senin-Jumat,Pagi-Sore,316,Malam
3.42597E+15,Indra Sitorus,perempuan,"Maluku Utara, 11-01-1980",43,D4,"Jawa Timur, Jawa, Indonesia",-6.491842417,111.8243904,17828,13,2,Self-Employed,Senin-Minggu,Siang-Malam,156,Pagi
6.01689E+15,Eko Lailasari,perempuan,"Maluku Utara, 25-11-1974",49,S1,"Karangsari, Tuban, Jawa Timur, Jawa, 62318, Indonesia",-6.87882006,112.0603529,70058,14,11,Employed,Senin-Minggu,Pagi-Sore,209,Malam
2.36536E+15,"Jamil Sitompul, M.TI.",perempuan,"Jawa Barat, 24-05-1998",25,SMA,Address not found,-7.95764269,106.7013546,24604,14,6,Employed,Senin-Jumat,Pagi-Siang,242,Malam
2.6833E+15,Drs. Zalindra Hidayat,laki-laki,"Bali, 23-08-1998",25,SMA,"Jawa Timur, Jawa, Indonesia",-6.447264809,111.9592981,48064,18,10,Employed,Senin-Jumat,Pagi-Malam,47,Siang
9.16391E+15,Wakiman Salahudin,laki-laki,"Kalimantan Barat, 09-09-1963",60,D4,"Jetis, Mojokerto, Jawa Timur, 61352, Indonesia",-7.40313822,112.4668619,32060,15,7,Part-time,Senin-Jumat,Malam-Pagi,358,Siang
7.93591E+15,Intan Sihotang,perempuan,"Kalimantan Barat, 13-02-1960",63,S1,"Karang Dowo, Leran Wetan, Palang, Tuban, Jawa Timur, Jawa, 62391, Indonesia",-6.918079544,112.1610866,33582,2,18,Employed,Senin-Jumat,Pagi-Sore,192,Malam
5.8756E+15,"Dt. Nasim Hutasoit, S.Psi",perempuan,"Papua Barat, 19-01-1984",39,S1,"Kalipancur Tengah, Kalipancur, Pekalongan, Jawa Tengah, Jawa, 51156, Indonesia",-6.996264341,109.5621142,21710,18,5,Employed,Senin-Jumat,Pagi-Siang,172,Malam
2.30386E+15,Tami Simanjuntak,laki-laki,"Kalimantan Tengah, 17-08-1969",54,D3,"Sukaslamet, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.519390465,108.0317391,94807,17,3,Full-time,Senin-Jumat,Pagi-Sore,89,Malam
3.30314E+15,"R.M. Warsita Budiyanto, S.T.",laki-laki,"Banten, 10-12-1971",52,S1,"Jawa Tengah, Jawa, Indonesia",-6.602394821,110.0355802,70815,14,10,Full-time,Senin-Jumat,Pagi-Siang,293,Malam
5.55081E+15,Vivi Simbolon,perempuan,"Papua Barat, 06-01-1990",33,S1,"Sirnasari, Cianjur, Jawa Barat, Indonesia",-7.309431304,107.0184897,77731,12,1,Part-time,Senin-Jumat,Siang-Sore,130,Malam
6.83909E+15,Ina Winarno,perempuan,"Papua Barat, 13-04-1990",33,SMA,"Plembutan, Playen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, 55861, Indonesia",-7.950799413,110.5557218,98292,14,9,Employed,Senin-Jumat,Malam-Pagi,28,Pagi
9.2076E+15,Darmana Waskita,laki-laki,"Bali, 19-12-1985",38,S1,"Karangmalang Kulon, Karangmalang Wetan, Kendal, Jawa Tengah, Jawa, 51353, Indonesia",-6.9033577,110.100304,54282,18,3,Self-Employed,Senin-Jumat,Siang-Sore,94,Pagi
4.28609E+15,Zaenab Prasetyo,laki-laki,"Sumatera Utara, 06-04-1992",31,D3,"Wonosekar, Pati, Jawa Tengah, Jawa, 59161, Indonesia",-6.694414125,110.9716012,43134,6,18,Employed,Senin-Jumat,Pagi-Sore,69,Malam
3.55112E+15,"Drs. Capa Wahyuni, M.Pd",perempuan,"Lampung, 31-08-1978",45,SMP,"Cirebon, Jawa Barat, 45121, Indonesia",-6.638393075,108.6586204,48453,7,20,Full-time,Senin-Jumat,Sore-Malam,181,Pagi
9.85395E+15,Pranata Puspita,laki-laki,"Sumatera Utara, 11-06-1974",49,S1,"Cianjur, Jawa Barat, 43212, Indonesia",-6.826331866,107.1548822,43581,8,11,Full-time,Senin-Minggu,Pagi-Malam,29,Sore
8.54336E+15,Gandi Prakasa,laki-laki,"Kalimantan Utara, 31-07-1978",45,SMP,"Kertayasa, Ciamis, Jawa Barat, Indonesia",-7.125395233,108.3451859,21746,3,4,Employed,Senin-Jumat,Pagi-Sore,350,Malam
5.38316E+15,Rahmi Kuswoyo,laki-laki,"Nusa Tenggara Barat, 11-08-1998",25,D4,"Garut, Jawa Barat, Indonesia",-7.592798291,107.6547704,47425,16,18,Employed,Senin-Minggu,Pagi-Sore,77,Malam
5.25886E+15,Ira Melani,laki-laki,"Kalimantan Tengah, 25-07-1984",39,S1,"Tambakan, Pati, Jawa Tengah, Jawa, 59382, Indonesia",-6.789273603,110.9797068,14009,20,12,Self-Employed,Senin-Minggu,Siang-Sore,41,Pagi
4.30663E+15,Ir. Betania Maulana,perempuan,"Kepulauan Bangka Belitung, 26-11-1984",39,SMA,"Kradinan, Tulungagung, Jawa Timur, Indonesia",-7.950960434,111.7511591,44313,7,9,Self-Employed,Senin-Jumat,Malam-Pagi,50,Sore
5.37805E+15,Tgk. Jayeng Saputra,perempuan,"DKI Jakarta, 20-11-1991",32,S1,"Wonokerto, Turi, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55552, Indonesia",-7.636639929,110.3735822,67340,7,4,Part-time,Senin-Jumat,Siang-Sore,101,Pagi
8.62138E+15,Elon Mustofa,perempuan,"Kalimantan Timur, 04-07-1999",24,D4,"Gedongkedoan, Gresik, Jawa Timur, Jawa, Indonesia",-6.989783224,112.4062656,3951,14,20,Full-time,Senin-Jumat,Pagi-Malam,5,Sore
3.87948E+15,Dr. Cemeti Permata,laki-laki,"Nusa Tenggara Timur, 26-07-1979",44,S2,"Jawa Timur, Jawa, Indonesia",-6.358081121,111.8996914,53289,2,8,Self-Employed,Senin-Jumat,Malam-Pagi,29,Siang
6.35684E+15,Puti Putri Saragih,perempuan,"Papua, 29-10-1967",56,S2,"Citamiang, Sukabumi, Jawa Barat, Indonesia",-7.056772051,106.8909573,12875,15,20,Employed,Senin-Jumat,Pagi-Sore,291,Malam
2.92525E+15,"Cengkal Permata, S.Pd",perempuan,"Kalimantan Timur, 08-11-1973",50,SMA,"Tegaldowo, Rembang, Jawa Tengah, Jawa, Indonesia",-6.874747944,111.5235829,107,9,4,Employed,Senin-Jumat,Pagi-Sore,36,Malam
8.68997E+15,"Yosef Rahayu, S.Kom",perempuan,"Maluku Utara, 02-02-1970",53,D4,"Jawa Barat, Jawa, Indonesia",-6.291470574,108.6048883,64602,17,16,Full-time,Senin-Jumat,Pagi-Sore,192,Malam
9.59885E+15,R.M. Nyoman Rajata,perempuan,"Jawa Barat, 04-01-1962",61,S2,"Duren, Wonogiri, Jawa Tengah, Jawa, Indonesia",-7.884713314,111.112835,87052,15,18,Full-time,Senin-Jumat,Pagi-Siang,261,Malam
4.0987E+15,Eko Rahayu,perempuan,"Riau, 02-03-1969",54,S2,"Dukuh Mulo, Gunungsari, Gunungsari, Rembang, Jawa Tengah, Jawa, 59219, Indonesia",-6.737195715,111.2844337,48309,13,18,Employed,Senin-Minggu,Pagi-Sore,32,Malam
1.10487E+15,"Zulaikha Nuraini, S.Gz",perempuan,"Banten, 11-02-1969",54,D3,"Mekarbakti, Garut, Jawa Barat, Indonesia",-7.352891863,107.6407487,65338,15,16,Employed,Senin-Jumat,Pagi-Malam,274,Sore
7.61046E+15,Tami Siregar,perempuan,"Bengkulu, 11-12-1963",60,SMA,"Jawa Tengah, Jawa, Indonesia",-6.580926077,110.0753865,8950,16,1,Self-Employed,Sabtu-Minggu,Malam-Pagi,37,Sore
9.43837E+15,Hesti Anggriawan,perempuan,"Aceh, 21-01-1964",59,SMA,"Panyindangan, Garut, Jawa Barat, Jawa, Indonesia",-7.404152598,107.6575865,64122,1,20,Full-time,Senin-Minggu,Pagi-Malam,112,Sore
2.49237E+15,"Tgk. Kamila Riyanti, S.Kom",perempuan,"Jawa Tengah, 28-12-1990",33,SMP,"Jawa Timur, Jawa, Indonesia",-6.334999921,112.1895578,86643,9,16,Employed,Senin-Minggu,Pagi-Sore,333,Malam
3.04033E+15,Darimin Yuniar,laki-laki,"Sulawesi Tenggara, 06-07-1991",32,SMA,"Jayamukti, Kabupaten Bekasi, Jawa Barat, 17581, Indonesia",-6.33815331,107.1838167,21947,8,7,Employed,Senin-Jumat,Siang-Sore,127,Malam
3.73787E+15,Vivi Hidayat,laki-laki,"Nusa Tenggara Barat, 30-11-1997",26,S1,"Dusun Pasuketan, Desa Batukaras, Pangandaran, Jawa Barat, 46394, Indonesia",-7.741013146,108.4613422,47708,12,17,Full-time,Senin-Jumat,Sore-Malam,56,Pagi
8.21854E+15,Asirwada Yuliarti,laki-laki,"Gorontalo, 08-08-1983",40,SMA,"Siranti, Pemalang, Jawa Tengah, Jawa, Indonesia",-7.206825178,109.4706906,4715,15,17,Employed,Senin-Jumat,Pagi-Sore,203,Malam
2.97008E+15,"Wulan Marpaung, S.Sos",perempuan,"Sumatera Barat, 03-05-1988",35,S1,"Guradog, Lebak, Banten, 42371, Indonesia",-6.529955021,106.392458,21699,1,4,Employed,Senin-Jumat,Pagi-Sore,301,Malam
9.27893E+15,drg. Maria Permata,perempuan,"Jawa Barat, 23-10-1996",27,SMA,"Wandasari, Tasikmalaya, Jawa Barat, Indonesia",-7.594463075,107.9748973,29212,15,4,Full-time,Senin-Minggu,Pagi-Siang,344,Malam
7.95986E+15,Sakura Widodo,laki-laki,"DKI Jakarta, 03-11-1980",43,D3,"Bugel, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.331656135,108.0109363,95945,16,11,Full-time,Senin-Jumat,Pagi-Sore,332,Malam
8.13577E+15,Simon Farida,perempuan,"Jawa Tengah, 18-01-1980",43,S3,"Jawa Barat, Jawa, Indonesia",-6.442021237,108.6133858,4736,14,19,Full-time,Senin-Minggu,Pagi-Siang,25,Sore
2.58936E+15,"Tgk. Siti Gunarto, S.Sos",laki-laki,"Kepulauan Bangka Belitung, 15-09-1992",31,S1,"Jawa Tengah, Jawa, Indonesia",-6.374672507,109.7702158,55034,20,16,Full-time,Senin-Jumat,Siang-Malam,58,Pagi
5.36992E+15,Darman Halimah,laki-laki,"Riau, 14-05-1969",54,D3,"Canden, Boyolali, Jawa Tengah, Jawa, 57373, Indonesia",-7.510069192,110.6999518,56731,19,18,Part-time,Senin-Jumat,Siang-Sore,205,Malam
2.1195E+15,"Ir. Zalindra Habibi, M.Kom.",laki-laki,"Kalimantan Selatan, 07-08-1977",46,SD,"Magetan, Jawa Timur, Indonesia",-7.579847979,111.2610933,60101,15,4,Full-time,Senin-Jumat,Siang-Sore,80,Malam
6.82702E+15,Fitriani Wibisono,laki-laki,"Nusa Tenggara Timur, 05-10-1989",34,SMA,"Argosari, Sedayu, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55752, Indonesia",-7.80284863,110.2619325,42300,11,13,Employed,Senin-Jumat,Pagi-Sore,287,Malam
4.23474E+15,"Dr. Puti Yuniar, M.Ak",laki-laki,"Maluku, 28-07-1982",41,S2,"Jawa Barat, Jawa, Indonesia",-7.892620986,108.1820945,57412,3,8,Full-time,Senin-Minggu,Pagi-Sore,58,Malam
2.20855E+15,Cut Patricia Samosir,laki-laki,"Kalimantan Utara, 09-09-1973",50,SD,"Lebak, Banten, Indonesia",-6.813872794,105.9306227,31561,4,20,Part-time,Senin-Jumat,Siang-Sore,205,Pagi
7.73182E+15,Ajeng Situmorang,perempuan,"Nusa Tenggara Timur, 07-02-1963",60,S1,"Dorowati, Kebumen, Jawa Tengah, Jawa, 54361, Indonesia",-7.707104492,109.6297821,17717,11,7,Full-time,Senin-Jumat,Siang-Malam,171,Pagi
5.98536E+15,Ina Budiyanto,laki-laki,"Sulawesi Utara, 18-06-1972",51,D4,"Jawa Barat, Jawa, Indonesia",-7.695895184,107.5068267,68940,3,14,Full-time,Senin-Minggu,Pagi-Sore,354,Malam
8.34777E+15,"drg. Bakiono Rajata, S.Ked",laki-laki,"Bali, 11-11-1989",34,S3,"Jawa Barat, Indonesia",-7.056904295,108.6785465,44724,11,8,Employed,Senin-Jumat,Pagi-Sore,189,Malam
7.47806E+15,"drg. Atma Mansur, S.IP",perempuan,"Papua, 29-07-1987",36,S2,"Pencar, Ngasinan, Purworejo, Jawa Tengah, 54183, Indonesia",-7.565549877,110.0528998,74469,8,16,Employed,Senin-Jumat,Pagi-Malam,354,Siang
4.25368E+15,Darman Palastri,perempuan,"Sulawesi Selatan, 17-10-1990",33,S1,"Jawa Tengah, Jawa, Indonesia",-6.466870535,110.0806698,77558,7,2,Full-time,Senin-Jumat,Pagi-Sore,4,Malam
3.32612E+15,"Olivia Prasetyo, S.E.",perempuan,"Kepulauan Bangka Belitung, 15-07-1963",60,D4,"Cikancung, Bandung, Jawa Barat, 40396, Indonesia",-7.051412439,107.8381653,73192,1,13,Self-Employed,Senin-Jumat,Pagi-Sore,80,Malam
4.1748E+15,Estiawan Kuswandari,laki-laki,"DKI Jakarta, 28-03-1963",60,S3,"Jawa Barat, Indonesia",-6.324284764,107.5900899,48864,2,14,Self-Employed,Senin-Jumat,Pagi-Malam,46,Sore
1.09839E+15,Lanjar Manullang,perempuan,"Kalimantan Selatan, 11-02-1995",28,S3,"Jawa Tengah, Jawa, Indonesia",-6.743131582,110.145636,50337,5,9,Self-Employed,Senin-Jumat,Pagi-Sore,7,Malam
9.67041E+15,Gaduh Andriani,perempuan,"Sulawesi Tenggara, 07-01-1979",44,D4,"Jawa Tengah, Jawa, Indonesia",-6.895683009,110.3873845,66832,12,1,Employed,Senin-Jumat,Sore-Malam,205,Siang
8.9698E+15,Maras Prasetya,laki-laki,"Riau, 22-10-1975",48,D4,"Jawa Barat, Jawa, Indonesia",-6.487775546,108.6666162,16640,8,19,Full-time,Senin-Jumat,Pagi-Sore,218,Malam
7.05871E+15,Darsirah Saefullah,laki-laki,"Jawa Timur, 20-05-1980",43,D4,"Lengking, Sukoharjo, Jawa Tengah, Jawa, 57561, Indonesia",-7.733780247,110.823755,93636,14,15,Full-time,Senin-Jumat,Pagi-Sore,67,Malam
2.78969E+15,Nyoman Najmudin,perempuan,"Jambi, 01-09-1993",30,S1,"Glandang, Pemalang, Jawa Tengah, Jawa, Indonesia",-6.994414149,109.3728306,78603,7,12,Self-Employed,Senin-Jumat,Pagi-Siang,300,Sore
5.79417E+15,Jarwi Mardhiyah,perempuan,"Nusa Tenggara Timur, 08-09-1993",30,D4,"Jawa Tengah, Jawa, Indonesia",-6.322518858,109.0096167,9442,16,9,Full-time,Senin-Minggu,Pagi-Siang,348,Malam
5.51777E+15,"drg. Ajiono Prabowo, S.Kom",laki-laki,"DI Yogyakarta, 08-09-1976",47,S1,"Sidosari, Pekalongan, Jawa Tengah, Jawa, Indonesia",-6.998930963,109.516738,13866,1,10,Full-time,Senin-Jumat,Sore-Malam,339,Siang
3.09537E+15,Kasiyah Mansur,perempuan,"Papua Barat, 28-02-1975",48,S1,"Jawa Barat, Jawa, Indonesia",-7.373566827,106.3515156,89630,4,15,Employed,Senin-Jumat,Siang-Sore,212,Pagi
1.39164E+15,Ibun Saputra,laki-laki,"Aceh, 06-03-1978",45,S3,"Kebakalan, Kebumen, Jawa Tengah, Indonesia",-7.564312159,109.6680065,21454,10,5,Employed,Senin-Jumat,Pagi-Sore,167,Malam
6.67232E+15,"Hasan Ardianto, S.E.",laki-laki,"Jawa Tengah, 23-06-1994",29,SMA,"Jawa Tengah, Jawa, Indonesia",-6.776179905,109.6087845,5847,12,15,Full-time,Senin-Minggu,Pagi-Sore,112,Malam
6.43716E+15,Imam Usada,perempuan,"Jambi, 30-12-1985",38,SD,"Jawa Timur, Jawa, Indonesia",-6.344213777,111.7703127,44137,6,19,Self-Employed,Senin-Minggu,Pagi-Sore,310,Malam
7.03482E+15,Puti Eli Riyanti,laki-laki,"Kepulauan Bangka Belitung, 25-11-2000",23,S1,"Dusun Wangunsari, Desa Setiawaras, Desa Setiawaras, Tasikmalaya, Jawa Barat, Indonesia",-7.600248226,108.1982423,12651,14,4,Self-Employed,Senin-Minggu,Sore-Malam,279,Pagi
6.57116E+15,Shakila Maryati,perempuan,"Kalimantan Selatan, 28-12-1983",40,SMA,"Jawa Tengah, Jawa, Indonesia",-7.861367926,108.877107,82438,7,3,Self-Employed,Senin-Jumat,Pagi-Sore,321,Malam
9.26308E+15,Silvia Winarno,perempuan,"Kalimantan Barat, 20-03-1993",30,D3,"Campakasari, Tasikmalaya, Jawa Barat, Indonesia",-7.615475066,107.9270451,52683,12,2,Self-Employed,Senin-Jumat,Siang-Malam,322,Pagi
4.81278E+15,Catur Yuniar,perempuan,"Kepulauan Riau, 22-11-1983",40,S1,"Cijayanti, Babakan Madang, Bogor, Jawa Barat, Indonesia",-6.603986531,106.8848016,22092,20,4,Employed,Senin-Minggu,Sore-Malam,269,Pagi
4.28731E+15,Puti Mala Iswahyudi,laki-laki,"Sulawesi Selatan, 08-08-1968",55,S2,"Jawa Barat, Jawa, Indonesia",-7.937483253,108.2634282,77213,1,3,Full-time,Senin-Jumat,Pagi-Sore,252,Malam
6.95839E+15,Diana Samosir,perempuan,"Nusa Tenggara Barat, 10-02-1998",25,S2,"Candi, Blora, Jawa Tengah, Jawa, Indonesia",-6.909246985,111.1959758,14996,11,17,Part-time,Senin-Minggu,Pagi-Siang,323,Malam
7.77915E+15,Septi Sirait,laki-laki,"Lampung, 30-07-1980",43,S1,"Jawa Timur, Jawa, Indonesia",-6.542418289,111.9119189,87836,14,18,Self-Employed,Senin-Jumat,Pagi-Malam,114,Sore
3.18037E+15,drg. Kayun Budiman,perempuan,"Nusa Tenggara Timur, 16-01-1980",43,S1,"Jalan Nambo - Cimareme, Kampung Sindangraja, Desa Sidangjaya, Tasikmalaya, Jawa Barat, Indonesia",-7.792253664,108.2473482,93085,12,13,Employed,Senin-Jumat,Pagi-Sore,282,Malam
4.91897E+15,"Elisa Sirait, M.Ak",perempuan,"Kalimantan Selatan, 13-02-1986",37,SMA,"Parakan Garokgek, Jawa Barat, 41175, Indonesia",-6.657035947,107.6127839,84388,6,12,Self-Employed,Senin-Jumat,Siang-Sore,49,Pagi
4.41297E+15,Tgk. Jaiman Safitri,perempuan,"Jawa Tengah, 05-11-1972",51,S2,"Citayam, Tajurhalang, Bogor, Jawa Barat, 13710, Indonesia",-6.463040698,106.758621,93191,2,17,Self-Employed,Senin-Jumat,Pagi-Sore,235,Malam
3.67974E+15,Alika Rajata,laki-laki,"Sulawesi Selatan, 25-03-1995",28,SMA,"Kota Deltamas, Pasirpanji, Kabupaten Bekasi, Jawa Barat, Indonesia",-6.357891083,107.2094054,69859,3,5,Full-time,Senin-Jumat,Siang-Sore,4,Pagi
6.16421E+15,"Salsabila Maulana, S.E.I",laki-laki,"Kalimantan Selatan, 07-09-1965",58,S1,"Margaharja, Ciamis, Jawa Barat, Jawa, Indonesia",-7.264251344,108.4669379,93108,8,7,Full-time,Senin-Jumat,Pagi-Sore,227,Malam
9.41894E+15,Violet Habibi,perempuan,"Kepulauan Riau, 09-10-1998",25,S3,"Dusun Wangunsari, Desa Setiawaras, Desa Setiawaras, Tasikmalaya, Jawa Barat, Indonesia",-7.587543108,108.2031609,6116,19,20,Employed,Senin-Minggu,Siang-Malam,118,Pagi
3.86308E+15,R.M. Lanjar Winarsih,perempuan,"Jawa Timur, 16-11-1973",50,S3,"Pasir, Demak, Jawa Tengah, Jawa, Indonesia",-6.800196307,110.6682016,60678,13,6,Full-time,Senin-Jumat,Siang-Sore,176,Malam
5.48937E+15,Drs. Syahrini Padmasari,perempuan,"Kalimantan Tengah, 07-02-1964",59,D4,"Wanasari, Brebes, Jawa Tengah, Jawa, 52122, Indonesia",-6.867464646,109.009293,59247,8,1,Self-Employed,Senin-Minggu,Sore-Malam,12,Pagi
4.36778E+15,Elisa Hastuti,perempuan,"DKI Jakarta, 15-10-1993",30,S1,Address not found,-7.927844761,107.1387256,91587,10,13,Employed,Senin-Minggu,Pagi-Sore,176,Malam
3.65356E+15,Dipa Suwarno,laki-laki,"Sumatera Utara, 31-05-1983",40,SD,"Sukamanah, Lebak, Banten, Indonesia",-6.359136874,106.2979147,40746,16,9,Full-time,Senin-Jumat,Pagi-Siang,19,Sore
8.23557E+15,Drajat Putra,laki-laki,"Sulawesi Tengah, 15-04-1995",28,D3,"Banten, Jawa, Indonesia",-6.956047228,106.1304623,85708,13,9,Part-time,Senin-Minggu,Pagi-Siang,210,Malam
8.76874E+15,Keisha Natsir,perempuan,"Jambi, 16-11-1965",58,SMP,"Sukaresmi, Bandung, Jawa Barat, 40973, Indonesia",-7.128939775,107.3253144,90931,5,15,Full-time,Senin-Jumat,Siang-Malam,138,Pagi
5.55386E+15,Ir. Pia Lazuardi,perempuan,"Kepulauan Riau, 23-11-1978",45,SMA,"Sukabumi, Jawa Barat, Indonesia",-7.017914782,106.5964535,90266,2,2,Employed,Senin-Jumat,Pagi-Sore,347,Malam
2.1333E+15,"Margana Laksmiwati, S.H.",laki-laki,"Kalimantan Timur, 14-02-1980",43,S1,"Babakan Panjang, Sukabumi, Jawa Barat, Indonesia",-6.823536719,106.8388939,74292,15,7,Part-time,Senin-Jumat,Siang-Sore,75,Pagi
1.41813E+15,Drs. Yahya Anggraini,laki-laki,"Kepulauan Riau, 23-11-1991",32,S1,"Jawa Barat, Jawa, Indonesia",-7.781023418,107.537198,54778,12,6,Self-Employed,Senin-Minggu,Siang-Sore,96,Malam
2.63039E+15,Dagel Pratiwi,perempuan,"DKI Jakarta, 27-11-1973",50,SMP,"Jawa Barat, Jawa, Indonesia",-7.472904584,106.1026321,683,2,15,Full-time,Senin-Jumat,Pagi-Sore,234,Malam
1.82103E+15,Hartaka Widodo,perempuan,"Kalimantan Timur, 16-03-1961",62,SMA,"Dadi, Magetan, Jawa Timur, Jawa, Indonesia",-7.682008648,111.2344019,1685,2,11,Self-Employed,Senin-Jumat,Siang-Sore,338,Malam
1.23656E+15,Damar Budiyanto,laki-laki,"Maluku, 11-07-1987",36,SMP,"Gelar Anyar, Cianjur, Jawa Barat, 43266, Indonesia",-7.181140358,107.1101317,39109,13,11,Self-Employed,Senin-Jumat,Pagi-Malam,41,Siang
3.29824E+15,R. Jono Novitasari,laki-laki,"DKI Jakarta, 06-07-1966",57,D3,"Batuagung, Tegal, Jawa Tengah, Jawa, 52464, Indonesia",-7.09825457,109.0960773,29442,20,6,Self-Employed,Senin-Jumat,Pagi-Sore,98,Malam
5.14503E+15,Gabriella Suryatmi,perempuan,"Maluku Utara, 04-08-1997",26,S1,"Bulusari, Jawa Timur, Jawa, 64151, Indonesia",-7.745355103,111.9393888,52855,2,6,Full-time,Senin-Jumat,Pagi-Sore,148,Malam
3.87432E+15,Drs. Maida Oktaviani,perempuan,"Kalimantan Tengah, 21-04-1983",40,SMA,"Klepu, Ringinarum, Kendal, Jawa Tengah, Jawa, 51356, Indonesia",-6.986572232,110.1073359,37823,14,18,Employed,Senin-Jumat,Pagi-Malam,78,Siang
