collector_nik,collector_name,collector_birth_place,collector_age,collector_gender,collector_education_level,collector_address,collector_latitude,collector_longitude,collector_zip,collector_rt,collector_rw,collector_workday,collector_worktime
7977369696957368,Regina Hernandez,"Sulawesi Barat, 04-04-1990",33,perempuan,S1,"Liangjulang, Majalengka, Jawa Barat, Jawa, 45400, Indonesia",-6.780366655,108.1724124,51064,19,7,Senin-Jumat,Siang-Malam
3240285492565222,Cody House,"Jawa Tengah, 28-12-1978",45,laki-laki,S2,"Cinagara, Garut, Jawa Barat, Indonesia",-7.106960709,108.0852554,67235,13,8,Senin-Jumat,Pagi-Sore
5017186213870296,Paul Reynolds,"Jawa Barat, 26-01-1976",47,laki-laki,S1,"Karangpawitan, Pangandaran, Jawa Barat, 53263, Indonesia",-7.527223188,108.7150328,43777,4,17,Senin-Jumat,Siang-Malam
1466432376583215,Gail Castaneda DVM,"Sulawesi Tengah, 08-03-1964",59,perempuan,S2,Address not found,-7.724181165,106.0843628,14598,12,1,Senin-Jumat,Pagi-Sore
1974302933498982,James Ochoa,"Lampung, 01-10-1976",47,laki-laki,S3,Address not found,-7.767575338,106.6533631,84282,3,10,Senin-Jumat,Siang-Malam
1928486405783788,Heather Smith,"Sulawesi Barat, 29-05-1963",60,laki-laki,S1,"Dusun Sukasari, Desa Cikawungading, Tasikmalaya, Jawa Barat, Indonesia",-7.766065179,108.1027369,52272,12,7,Senin-Jumat,Pagi-Sore
3175957589935813,Sheila Bryant,"Jambi, 21-12-1970",53,laki-laki,SMA,"Gunung Keraton Street, Selabaya Indah, Kalimanah, Kedungwuluh, Purbalingga, Jawa Tengah, Jawa, 53372, Indonesia",-7.401504421,109.3312493,87151,11,1,Senin-Jumat,Pagi-Sore
8974834347884749,Andrew Kim,"Lampung, 10-06-1994",29,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.407379272,110.2014795,15187,2,6,Senin-Jumat,Sore-Malam
7184946936841691,Margaret Brown,"Jambi, 25-12-1989",34,laki-laki,S1,"Glempangpasir, Cilacap, Jawa Tengah, Jawa, 53271, Indonesia",-7.683301906,109.2120968,73497,5,18,Senin-Jumat,Sore-Malam
9730640873865053,Paul Brock,"Banten, 16-11-2000",23,perempuan,SMA,"Jawa Tengah, Jawa, Indonesia",-6.326662276,111.2655654,40597,18,15,Senin-Minggu,Pagi-Sore
9264644134009318,Julie Torres,"DKI Jakarta, 14-12-1996",27,laki-laki,SMA,"Jawa Barat, Jawa, Indonesia",-7.919669077,108.4272201,59297,3,4,Sabtu-Minggu,Siang-Malam
1917001360949203,Carol Miller DVM,"Kalimantan Barat, 11-04-1999",24,laki-laki,S3,"Ngunut, Dander, Bojonegoro, Jawa Timur, 62172, Indonesia",-7.295686081,111.826498,66854,20,7,Senin-Jumat,Siang-Malam
8459136659764372,Kristina Flores,"DI Yogyakarta, 02-09-1983",40,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-6.412037591,111.7805666,79138,2,5,Senin-Jumat,Siang-Malam
5194594466767952,Austin Pierce,"Kepulauan Bangka Belitung, 20-12-1960",63,perempuan,S1,Address not found,-7.900266978,106.4665363,47486,9,3,Senin-Jumat,Pagi-Siang
8965290515466395,Linda Mason,"Sulawesi Tengah, 05-06-1998",25,perempuan,S2,"Jawa Timur, Jawa, Indonesia",-6.38668276,112.1858144,33176,14,11,Senin-Jumat,Sore-Malam
7253111962079784,Amanda Barnes,"Papua, 24-08-1991",32,laki-laki,D3,"Windunegara, Banyumas, Jawa Tengah, Jawa, 53163, Indonesia",-7.454309864,109.0790111,37822,8,16,Senin-Jumat,Siang-Malam
8051064270492288,Jennifer Lee,"Jambi, 25-04-1962",61,perempuan,S1,"Panumbangan, Sukabumi, Jawa Barat, Indonesia",-7.032184439,106.8051789,7159,2,12,Senin-Minggu,Siang-Malam
9625935379485442,Kathleen Anderson,"Sulawesi Utara, 19-06-1977",46,laki-laki,S1,"Boyolali, Jawa Tengah, Jawa, 57316, Indonesia",-7.545087435,110.5976665,83510,9,20,Senin-Jumat,Siang-Malam
3.79672E+15,Lisa Maddox,"Kalimantan Barat, 06-04-1962",61,perempuan,S1,"Dayeuhluhur, Ciamis, Jawa Barat, Jawa, Indonesia",-7.178131327,108.3969381,98470,4,20,Senin-Jumat,Pagi-Siang
7300830112776925,Ashley Snow,"Jawa Timur, 28-02-1993",30,perempuan,S1,Address not found,-7.95386209,107.1047381,25230,11,16,Senin-Jumat,Pagi-Siang
7867552883797848,Mrs. Debbie Saunders,"DKI Jakarta, 28-04-1992",31,laki-laki,S2,"Banten, Jawa, Indonesia",-6.997479651,106.2753803,31436,11,19,Senin-Jumat,Pagi-Sore
3465807261290928,Emily Lee,"Nusa Tenggara Timur, 12-08-1968",55,laki-laki,S1,"Mancagahar, Garut, Jawa Barat, 44175, Indonesia",-7.68370451,107.7150385,9917,16,15,Senin-Jumat,Sore-Malam
5851754570818785,Steven Smith,"Jawa Tengah, 07-10-1978",45,laki-laki,SMA,"Kendal, Jawa Tengah, Jawa, 51313, Indonesia",-6.918393209,110.3230285,52631,3,18,Senin-Minggu,Pagi-Sore
3039386708001788,Jonathan Campbell,"Sumatera Barat, 15-06-2000",23,perempuan,S1,"Jalan Raya Ciamis-Pangandaran, RW 06 DESA CIGANJENG, Dusun Kedung Palungpung, Tunggilis, Pangandaran, Jawa Barat, Jawa, Indonesia",-7.595823171,108.7194683,99460,6,19,Senin-Jumat,Pagi-Sore
2786422175791041,Madison Reeves,"Kepulauan Riau, 29-08-1977",46,laki-laki,SMA,Address not found,-7.959737639,106.7873653,96528,20,4,Senin-Jumat,Pagi-Sore
6625867925396571,David Dennis,"Sulawesi Selatan, 08-01-1986",37,perempuan,S1,"Gebangilir, Jawa Barat, Indonesia",-6.802635213,108.7389581,85379,2,1,Senin-Jumat,Sore-Malam
2673610992254619,Brian Johnson,"Bengkulu, 24-09-1993",30,perempuan,S1,"Kujang, Ciamis, Jawa Barat, Jawa, 46215, Indonesia",-7.30062293,108.2908545,64842,6,19,Senin-Jumat,Pagi-Siang
6321644398085688,James Lee,"Bengkulu, 16-06-1992",31,perempuan,S3,"Jawa Barat, Jawa, Indonesia",-7.263587463,106.3675655,67857,3,3,Senin-Jumat,Pagi-Siang
9575587254195374,Mr. Troy Drake PhD,"Maluku Utara, 08-06-1992",31,laki-laki,S1,"Hantara, Jawa Barat, Indonesia",-7.04264716,108.4586621,56995,11,14,Senin-Jumat,Pagi-Sore
4528749423876211,Brandy Clark,"Aceh, 21-09-1964",59,perempuan,S1,"Nglopang, Magetan, Jawa Timur, Indonesia",-7.778818591,111.3312791,72793,18,8,Senin-Jumat,Sore-Malam
1839051378673941,Austin King,"Kalimantan Tengah, 29-06-1986",37,laki-laki,S1,"Jalan Salopa Asli, Dusun Salopa, Desa Kawitan, Kec. Salopa, Kab. Tasikmalaya, Kawitan, Tasikmalaya, Jawa Barat, 46192, Indonesia",-7.514167129,108.2698847,60913,8,10,Senin-Jumat,Pagi-Sore
5915814646559008,Joseph Vasquez,"Gorontalo, 23-11-1977",46,perempuan,S1,"Cilacap, Jawa Tengah, Jawa, Indonesia",-7.243089213,108.8141423,67494,16,3,Senin-Jumat,Pagi-Siang
8409858177028594,Jaclyn Ayala,"Sulawesi Tengah, 11-11-1990",33,perempuan,S1,"Klopoh, Semarang, Jawa Tengah, Jawa, Indonesia",-7.205450679,110.5615356,12306,2,13,Senin-Minggu,Pagi-Sore
8739107715275083,Courtney Orr,"Sumatera Utara, 13-12-1993",30,perempuan,S1,"Gondosuli, Karanganyar, Jawa Tengah, Jawa, Indonesia",-7.699514447,111.1698963,77329,14,13,Senin-Jumat,Siang-Malam
5771451463517363,Jacqueline Ryan,"Kepulauan Bangka Belitung, 29-12-1961",62,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.859677717,107.8093912,32480,3,17,Senin-Jumat,Sore-Malam
7343372566396009,Joseph Cline,"Bengkulu, 30-06-1973",50,perempuan,S2,"Jawa Tengah, Jawa, Indonesia",-6.401134345,109.9406272,63800,17,14,Senin-Jumat,Sore-Malam
7361032989754875,Danielle Fernandez,"DI Yogyakarta, 01-12-1962",61,perempuan,SMA,"Jawa Tengah, Jawa, Indonesia",-6.716936115,109.2292274,11966,11,9,Senin-Jumat,Pagi-Sore
6894699073219475,George Nelson,"Sulawesi Selatan, 16-04-1984",39,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-6.534661772,111.8741865,41173,14,6,Senin-Minggu,Sore-Malam
6015871320018461,Patrick Fletcher,"Maluku, 01-05-1975",48,perempuan,SMA,"Samanea Hill, Jagabaya, Bogor, Jawa Barat, Indonesia",-6.419035549,106.5581877,52407,12,4,Senin-Jumat,Sore-Malam
7273121804011687,Daniel Perry,"Kepulauan Bangka Belitung, 25-12-1996",27,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.296402255,109.7047418,22517,12,17,Senin-Minggu,Pagi-Sore
9961831805672865,Cynthia Moses,"Lampung, 07-04-1970",53,laki-laki,S2,Address not found,-7.83058447,106.3762662,84009,13,17,Senin-Jumat,Pagi-Siang
4071026147193727,Belinda Malone,"Kalimantan Timur, 25-12-1980",43,perempuan,D3,"Jawa Barat, Jawa, Indonesia",-7.923905914,108.6843461,99455,6,7,Senin-Jumat,Pagi-Sore
5869113904793022,Peter Brooks,"Kalimantan Selatan, 14-03-1986",37,perempuan,S1,Address not found,-7.982024482,107.1119325,75839,2,8,Senin-Jumat,Pagi-Sore
2627701735806777,Mrs. Lauren Maldonado MD,"Maluku Utara, 10-09-1981",42,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.471031571,110.290213,5368,7,4,Senin-Jumat,Sore-Malam
7366047563915672,Mary Burton,"Nusa Tenggara Barat, 07-12-1962",61,perempuan,SMA,"Jeruklegi, Cilacap, Jawa Tengah, Jawa, Indonesia",-7.630196548,109.0119309,63913,17,20,Senin-Jumat,Pagi-Sore
6739527106731317,Daryl Morgan,"Sumatera Selatan, 11-11-1989",34,laki-laki,SMA,"Jawa Barat, Jawa, Indonesia",-7.887772679,108.1906374,54163,2,20,Senin-Jumat,Pagi-Sore
9.74828E+15,Brian Hamilton,"Sulawesi Tengah, 23-02-1975",48,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-7.90659059,109.6088026,51777,15,1,Senin-Jumat,Pagi-Sore
6629049650172887,Caitlin Hamilton,"Sulawesi Tenggara, 19-04-1990",33,laki-laki,S1,"Kejene, Pemalang, Jawa Tengah, Jawa, Indonesia",-7.012955592,109.3204059,49075,15,11,Senin-Jumat,Pagi-Sore
5630612551154615,Emily Mcdonald,"Bali, 22-11-1978",45,laki-laki,SMA,Address not found,-7.685708791,106.0021107,76296,5,20,Senin-Jumat,Pagi-Siang
1677927284872056,Sarah Wilson,"DI Yogyakarta, 11-12-1993",30,laki-laki,D4,"Jalan Turi - Malingmati, Maling Mati, Tambakrejo, Bojonegoro, Jawa Timur, Jawa, Indonesia",-7.288260625,111.6751442,56792,20,12,Senin-Jumat,Sore-Malam
7729473727252778,Mackenzie Lucero,"Jawa Timur, 24-11-1990",33,laki-laki,S2,"Jalan Tol Mojokerto Barat - Mojokerto Utara, Penompo, Mojokerto, Jawa Timur, 61352, Indonesia",-7.433262575,112.4426749,49992,20,6,Senin-Jumat,Siang-Malam
6580854757260547,Louis Kennedy,"DI Yogyakarta, 13-11-1971",52,laki-laki,S1,"Karangjati, Cilacap, Jawa Tengah, Jawa, 53273, Indonesia",-7.57589407,109.2194339,41900,14,8,Senin-Jumat,Pagi-Siang
9.09803E+15,Beth Martinez,"Sulawesi Tengah, 05-07-1977",46,perempuan,S2,"Caringin, Legok, Kabupaten Tangerang, Banten, Jawa, 15820, Indonesia",-6.315718362,106.5805854,41462,2,16,Senin-Jumat,Siang-Malam
6656217175062475,Lisa Evans,"Kalimantan Timur, 04-07-1998",25,perempuan,S1,"Cilograng, Lebak, Banten, Indonesia",-6.968188921,106.3628117,43498,1,13,Senin-Minggu,Sore-Malam
5942651689320834,Gabrielle Casey,"Nusa Tenggara Timur, 25-11-1980",43,perempuan,S1,"Banten, Jawa, Indonesia",-7.121347198,106.1964075,51534,15,17,Senin-Jumat,Pagi-Sore
8536849475146051,Robert Church,"Papua, 27-06-1997",26,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.825804251,108.2387483,45881,14,17,Senin-Jumat,Pagi-Sore
5096630847468474,Tamara Garcia,"Sulawesi Utara, 06-10-1970",53,perempuan,S1,"Lengkongjaya, Garut, Jawa Barat, 44116, Indonesia",-7.206489201,107.9126527,58462,2,14,Senin-Jumat,Pagi-Sore
9065626423514771,Sandra Parker,"Kalimantan Utara, 01-07-1972",51,laki-laki,S2,"Karangbaru, Jawa Barat, 45583, Indonesia",-7.063424691,108.6553596,61049,10,13,Senin-Jumat,Pagi-Sore
2179999529216695,Janice Torres,"DI Yogyakarta, 21-07-1998",25,perempuan,S1,"Jalan Tapak Raya, RW 03, Tugurejo, Tugu, Semarang, Jawa Tengah, Jawa, 50188, Indonesia",-6.968186901,110.3488722,58446,11,1,Sabtu-Minggu,Pagi-Sore
4671709325390093,Joann Holmes,"Sulawesi Selatan, 06-11-1967",56,laki-laki,S1,"Neglasari, Cianjur, Jawa Barat, Indonesia",-7.351775201,106.955919,98675,12,16,Senin-Minggu,Pagi-Sore
4380292709521598,Jennifer Rivers,"Banten, 07-12-1982",41,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.432562241,106.5488594,22120,12,11,Senin-Jumat,Siang-Malam
4.61732E+15,William Wall,"Sulawesi Tengah, 05-06-1974",49,perempuan,S3,"Krondonan, Bojonegoro, Jawa Timur, Indonesia",-7.416693679,111.7861313,87680,18,14,Senin-Jumat,Siang-Malam
2905647895885372,Thomas Caldwell,"Maluku, 29-04-1995",28,perempuan,S1,"Selopamioro, Imogiri, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55771, Indonesia",-7.978909561,110.3760566,95953,14,4,Senin-Jumat,Pagi-Siang
5320523162015263,Lisa Williams,"Nusa Tenggara Timur, 03-12-1966",57,laki-laki,S1,"Bojongloa, Sumedang, Jawa Barat, Indonesia",-6.709948403,107.9429017,56715,10,20,Senin-Jumat,Sore-Malam
8963203328059941,Benjamin Sharp,"Nusa Tenggara Barat, 06-08-1967",56,laki-laki,SMA,"Jawa Tengah, Jawa, Indonesia",-6.365822579,110.0932571,58440,1,7,Senin-Minggu,Pagi-Sore
2916443759070901,Jennifer Taylor,"Kepulauan Riau, 15-04-1999",24,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.563533351,110.3665881,76153,1,7,Senin-Jumat,Siang-Malam
8481806357256869,Hannah Henderson,"Jawa Barat, 20-12-1974",49,laki-laki,S1,"Singajaya, Garut, Jawa Barat, Indonesia",-7.481302494,107.9018494,48804,6,19,Senin-Minggu,Siang-Malam
3308111474855087,Thomas Townsend,"Sulawesi Selatan, 08-08-1976",47,laki-laki,S2,"Jawa Barat, Jawa, Indonesia",-7.673493103,107.3055724,37910,6,18,Senin-Minggu,Pagi-Siang
9426176913124833,James Zuniga,"Lampung, 08-04-1985",38,laki-laki,S1,Address not found,-7.761551528,106.4508857,7817,12,4,Senin-Minggu,Sore-Malam
1092412890364888,John Parker,"Papua Barat, 03-04-1960",63,laki-laki,S1,"Mategal, Magetan, Jawa Timur, Indonesia",-7.782367775,111.3461663,91821,9,19,Senin-Minggu,Pagi-Sore
9.45104E+15,Mary Cunningham,"Maluku, 11-08-1968",55,perempuan,S1,"Bandung, Jawa Barat, Jawa, 40973, Indonesia",-7.157985286,107.3614762,30355,18,12,Senin-Jumat,Sore-Malam
9628504056434355,Jonathan Browning,"Kalimantan Utara, 16-09-1971",52,laki-laki,S3,"Pameutingan, Tasikmalaya, Jawa Barat, Indonesia",-7.662442403,107.9612831,84081,15,17,Senin-Jumat,Pagi-Sore
7992076024102771,Fred Cook,"Gorontalo, 16-06-1998",25,laki-laki,SMA,"Jawa Tengah, Jawa, Indonesia",-6.660112835,109.6694835,60777,6,16,Senin-Jumat,Pagi-Sore
3208620372152087,Susan Higgins,"Sumatera Utara, 28-11-1966",57,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-7.914310764,109.8521875,85378,14,17,Senin-Minggu,Siang-Malam
5569931421752716,Spencer Fisher,"Jawa Timur, 13-05-1976",47,perempuan,S1,"TPQ An-Nuur, Sukolilo Gang V, Sukolilo, Tuban, Jawa Timur, Jawa, 62318, Indonesia",-6.892403936,112.0777296,66643,7,19,Senin-Jumat,Sore-Malam
1177667604534467,Tyler Wilson,"Sumatera Barat, 10-04-1995",28,perempuan,D4,"Ngernak Lor, Karanganyar, Jawa Tengah, Jawa, Indonesia",-7.595994257,111.0093218,50333,5,1,Senin-Jumat,Pagi-Siang
1.63143E+15,Terrence Banks,"Nusa Tenggara Timur, 14-08-1983",40,laki-laki,SMA,"Jawa Barat, Jawa, Indonesia",-7.413260528,106.1323109,26506,17,13,Senin-Jumat,Sore-Malam
8663152513980501,Douglas Bishop,"DKI Jakarta, 20-02-1972",51,perempuan,S1,"Sukabumi, Jawa Barat, Jawa, Indonesia",-6.766962639,106.9477395,89433,13,11,Senin-Jumat,Pagi-Sore
3823192086339266,Travis Davis,"Riau, 05-11-1979",44,laki-laki,S1,"Jalan Arjuna, Sidomulyo, Madiun, Jawa Timur, 63125, Indonesia",-7.594430499,111.5395239,98451,4,19,Senin-Jumat,Siang-Malam
2199975789259748,John Butler,"Gorontalo, 08-05-1998",25,perempuan,SMA,"Jawa Tengah, Jawa, Indonesia",-6.531162335,111.3980552,75358,16,17,Senin-Jumat,Siang-Malam
9269256683855144,Terry Castro,"Sulawesi Selatan, 27-03-1975",48,laki-laki,S1,"Watualang, Jawa Timur, Jawa, 63214, Indonesia",-7.40078003,111.3919438,9061,4,8,Senin-Jumat,Siang-Malam
4165188022515778,Jeremy Coleman,"Riau, 09-09-1975",48,laki-laki,SMA,"Jawa Barat, Jawa, Indonesia",-6.293562606,108.5249088,57965,2,14,Senin-Jumat,Pagi-Sore
5795467065271718,Corey Smith,"Sulawesi Tengah, 05-05-2000",23,laki-laki,S1,"Dukuhjeruk, Brebes, Jawa Tengah, Jawa, Indonesia",-6.950339331,108.7753296,52059,11,13,Senin-Minggu,Pagi-Sore
6.94251E+15,Blake Johnson,"Nusa Tenggara Timur, 19-07-1994",29,perempuan,S1,"Klodan, Nganjuk, Jawa Timur, Indonesia",-7.727487093,111.8674095,3962,12,2,Senin-Jumat,Pagi-Sore
1832592836528579,Allen Taylor,"DI Yogyakarta, 05-03-1961",62,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.896231797,108.646648,86231,17,11,Senin-Jumat,Siang-Malam
1558960034353066,Ross Carlson,"DI Yogyakarta, 13-10-1998",25,perempuan,S1,"Jawa Barat, Indonesia",-6.626980568,107.7957702,66963,10,4,Senin-Jumat,Pagi-Sore
6980505306069527,Dennis Ward,"Jawa Tengah, 11-07-1973",50,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.794629809,108.7466794,43460,15,1,Senin-Jumat,Siang-Malam
8.96792E+15,Barry Baker,"Jawa Tengah, 02-03-1992",31,perempuan,D4,Address not found,-7.962205956,107.8310601,85672,1,19,Senin-Jumat,Pagi-Siang
5760424413141779,Daniel Kelly,"Nusa Tenggara Barat, 31-10-1964",59,perempuan,D3,"Kemutuk, Magelang, Jawa Tengah, Jawa, Indonesia",-7.493944308,110.1404946,89593,13,1,Senin-Jumat,Siang-Malam
6110122110507329,Sierra Hendrix,"Kepulauan Riau, 05-03-1986",37,perempuan,S1,"JALAN UTAMA DESA, Cisaranten, Cianjur, Jawa Barat, Jawa, Indonesia",-7.269184961,107.3128827,57955,10,10,Senin-Jumat,Pagi-Sore
4941166083132185,Diana Hoffman,"Banten, 30-01-1970",53,perempuan,D4,"Jawa Tengah, Jawa, Indonesia",-6.633450024,110.5378828,52143,3,2,Senin-Jumat,Sore-Malam
6263028427897492,Ryan Weaver,"Sulawesi Selatan, 11-11-1980",43,perempuan,S1,"Tamanarum, Magetan, Jawa Timur, Indonesia",-7.733031855,111.3480489,24616,3,4,Senin-Minggu,Pagi-Sore
5057889247400489,Ryan Carroll,"Kalimantan Tengah, 26-06-1979",44,perempuan,D4,"Jalan Kandangan - Kaloran, Wonolobo, Tepusan, Temanggung, Jawa Tengah, Jawa, 56281, Indonesia",-7.266743991,110.2302505,71909,7,3,Senin-Jumat,Siang-Malam
5768477538600655,Joseph Martinez,"Banten, 08-12-1981",42,perempuan,S1,"Linggalaksana, Tasikmalaya, Jawa Barat, Indonesia",-7.630759973,108.2362624,8145,14,14,Sabtu-Minggu,Pagi-Siang
9666257675181575,David Gray,"Sumatera Barat, 29-07-1963",60,perempuan,S1,"Kebogadung, Brebes, Jawa Tengah, Jawa, Indonesia",-6.947047178,109.0357869,94350,20,19,Senin-Jumat,Pagi-Siang
3300658424963538,Benjamin Lewis,"Nusa Tenggara Barat, 29-10-1961",62,perempuan,S1,"Cendoro, Mojokerto, Jawa Timur, Jawa, Indonesia",-7.367972911,112.4186692,91131,8,12,Senin-Jumat,Pagi-Sore
9.77413E+15,Mark Long,"Bengkulu, 22-06-1988",35,laki-laki,S1,"Jalan Pemda, Gondangrejo, Keningar, Dukun, Magelang, Jawa Tengah, Jawa, 56481, Indonesia",-7.537624179,110.3829364,69022,6,9,Senin-Jumat,Pagi-Sore
1100916153383329,Erin Roberts,"Jawa Tengah, 17-12-1991",32,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.548258292,107.5090217,68106,17,6,Senin-Jumat,Siang-Malam
4154525638745306,Matthew Kennedy,"Kalimantan Barat, 15-01-1991",32,laki-laki,SMA,"Glansing, Banjaran, Jepara, Jawa Tengah, Jawa, 59453, Indonesia",-6.554830798,110.8090333,87382,14,7,Senin-Minggu,Siang-Malam
9155654778752113,Jeffery Wiggins,"Kalimantan Barat, 26-05-1966",57,perempuan,D4,"Mekarmulya, Majalengka, Jawa Barat, Indonesia",-6.631022427,108.0754887,28843,1,15,Senin-Minggu,Sore-Malam
1930781449055463,Maxwell Thompson,"Papua Barat, 15-10-1984",39,laki-laki,D3,"Cianjur, Jawa Barat, Jawa, Indonesia",-7.447125156,107.0186268,86263,20,6,Senin-Jumat,Pagi-Siang
6529932041095334,Oscar Murphy,"Kalimantan Timur, 15-02-1972",51,laki-laki,S1,"Jawa Timur, Jawa, Indonesia",-6.689329422,112.2501492,15673,16,14,Senin-Jumat,Pagi-Sore
9070682360170546,Leslie Hodge,"Sulawesi Tengah, 13-08-1999",24,laki-laki,S1,"Pekacangan, Purworejo, Jawa Tengah, Indonesia",-7.614334871,110.0936117,33953,2,15,Senin-Minggu,Siang-Malam
5571195531716941,Briana Church,"Jawa Tengah, 07-08-1970",53,perempuan,S1,"Kedungloteng, Purworejo, Jawa Tengah, 54181, Indonesia",-7.615868329,110.0627328,77067,8,15,Senin-Jumat,Pagi-Siang
9153626765199526,Erica Castro,"Sumatera Selatan, 09-05-2000",23,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-7.850464984,109.6299837,5382,6,9,Senin-Jumat,Pagi-Siang
5716992174639395,Wendy Chavez,"Kepulauan Bangka Belitung, 04-11-1975",48,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-7.864494347,109.4618573,53750,1,11,Senin-Jumat,Sore-Malam
5657698069819286,Penny Mendez,"Bengkulu, 15-06-1983",40,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.660880342,110.165645,10604,8,20,Senin-Jumat,Siang-Malam
3310665501736902,Eric Mccann,"Riau, 30-05-1999",24,laki-laki,S1,"Kalinusu, Brebes, Jawa Tengah, Jawa, Indonesia",-7.226271642,108.9515569,89630,15,12,Senin-Jumat,Sore-Malam
4983281948474786,Jessica Nguyen,"Aceh, 13-02-1979",44,laki-laki,S1,"Negarayu, Brebes, Jawa Tengah, Jawa, 52271, Indonesia",-7.184852304,109.0488245,45844,11,17,Senin-Minggu,Siang-Malam
5506417814724837,Derek Washington,"Sumatera Selatan, 12-11-1970",53,perempuan,SMA,"Ngampon, Blora, Jawa Tengah, Jawa, Indonesia",-7.023439267,111.427868,13485,13,2,Senin-Jumat,Pagi-Siang
3214070384825587,Sean Ortiz,"DKI Jakarta, 21-12-1965",58,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.759458093,109.2671686,65664,20,19,Senin-Jumat,Siang-Malam
6273481432632901,Justin Maldonado,"Riau, 19-01-1993",30,perempuan,S1,"Ngaren, Boyolali, Jawa Tengah, Jawa, Indonesia",-7.242943659,110.7564639,28344,12,11,Senin-Jumat,Sore-Malam
9766337737805701,Tiffany Hartman,"Sumatera Utara, 09-10-1983",40,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.499584531,110.2968382,88472,18,3,Senin-Jumat,Pagi-Sore
2897387457095695,Bradley Bird,"Kepulauan Bangka Belitung, 22-04-1990",33,perempuan,S1,"Bago, Grobogan, Jawa Tengah, Indonesia",-7.234919989,111.0934689,34351,5,10,Senin-Minggu,Sore-Malam
1051257857002092,Christopher Robinson,"Banten, 03-02-1992",31,laki-laki,S1,"Wonogiri, Jawa Tengah, Jawa, Indonesia",-7.912174655,111.0637115,11985,7,14,Senin-Jumat,Pagi-Siang
1598384725081721,Michelle Hull,"Kepulauan Riau, 03-04-1974",49,perempuan,S1,Address not found,-7.857573948,105.8947633,55292,18,6,Senin-Jumat,Pagi-Siang
3989333564650557,Gregory Smith,"Papua Barat, 09-06-1997",26,laki-laki,S1,"Karangnunggal, Lebak, Banten, Indonesia",-6.68956305,106.1933191,4327,5,2,Senin-Jumat,Siang-Malam
2032926970290565,Larry Herrera,"Sulawesi Tenggara, 29-12-1969",54,laki-laki,S3,"Cileungsi, Bogor, Jawa Barat, 16820, Indonesia",-6.413293542,106.9776088,27115,10,15,Senin-Jumat,Pagi-Sore
1164614838719755,Heidi Dennis,"Lampung, 02-04-1960",63,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.516082882,106.441597,5354,10,6,Senin-Jumat,Siang-Malam
9896951516490522,Emma Andrews,"Sulawesi Tenggara, 14-06-1978",45,laki-laki,S1,"Gebang, Sragen, Jawa Tengah, Jawa, Indonesia",-7.28360337,110.9880891,67318,17,19,Senin-Jumat,Sore-Malam
5.12662E+15,Robert Carey,"Riau, 10-11-1967",56,perempuan,S1,"Klepu, Purworejo, Jawa Tengah, Jawa, Indonesia",-7.704073412,109.8408879,33993,8,13,Senin-Jumat,Sore-Malam
4845593652617352,Andre Cannon,"Sulawesi Tenggara, 22-07-1986",37,laki-laki,S1,"Candimulyo, Madiun, Jawa Timur, Indonesia",-7.759719319,111.5577749,81361,1,11,Senin-Jumat,Pagi-Siang
8021749630993353,William Alvarez,"Kalimantan Barat, 25-03-1970",53,laki-laki,S1,"Bandung Barat, Jawa Barat, 40554, Indonesia",-6.846319611,107.3870486,63422,3,17,Senin-Jumat,Pagi-Siang
3900016175049778,Amy Wood,"Sulawesi Tengah, 28-11-1967",56,perempuan,S1,"Margaluyu, Bandung, Jawa Barat, Indonesia",-7.243695036,107.549135,35021,2,19,Senin-Jumat,Siang-Malam
4359500700600896,Eugene Welch,"Lampung, 21-11-1996",27,perempuan,S1,"Kurungrejo, Nganjuk, Jawa Timur, 64395, Indonesia",-7.661482837,112.0330411,90201,8,5,Senin-Jumat,Sore-Malam
3672613725078743,Lori Foster,"Bengkulu, 23-07-1997",26,laki-laki,S1,"Cisarua, Bogor, Jawa Barat, Indonesia",-6.678570824,106.4293198,96259,1,12,Senin-Jumat,Siang-Malam
