debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation_group,debtor_company,debtor_number,debtor_occupation,collection_day_type,best_collection_time,loan_amount,debtor_education_level,credit_score,tenure,payment_history_12,payment_history_11,payment_history_10,payment_history_9,payment_history_8,payment_history_7,payment_history_6,payment_history_5,payment_history_4,payment_history_3,payment_history_2,payment_history_1,aging,previous_payment_status,previous_collection_method,best_collection_method,debtor_latitude,debtor_longitude
7334002651356566,"Chelsea Sitorus, S.Kom",perempuan,"Maluku, 28-10-1984",39,"Jl. Suniaraja No. 1
Mojokerto, Riau 90216",90216,18,3,Menikah,Pegawai Swasta,PT Pudjiastuti Puspita,+62 (292) 224-7119,KARYAWAN SWASTA,Hari kerja,malam,120557744,S-1,587,31,1,0,1,0,1,0,0,1,0,1,0,1,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-6.55587,106.360982
3381596517494353,"Samsul Mardhiyah, S.Farm",laki-laki,"DKI Jakarta, 09-04-1994",29,"Jl. Wonoayu No. 092
Ternate, JK 33170",33170,1,2,Cerai hidup,Pengusaha,Perum Wahyudin,+62-506-993-5967,PENDETA,Hari kerja,"pagi, malam",44055192,SD,435,16,1,0,1,2,3,0,1,2,0,1,2,3,Dalam Perhatian Khusus,Bermasalah,Field,Telepon,-6.423014,112.895983
2680493146601622,"H. Karta Saefullah, S.E.",perempuan,"Jawa Barat, 19-12-1999",24,"Gg. Sadang Serang No. 16
Prabumulih, Kalimantan Utara 47928",47928,6,12,Belum menikah,Buruh,CV Sihotang Nurdiyanti Tbk,+62-0646-822-8035,TUKANG LAS/PANDAI BESI,Hari kerja,malam,4551659,D-3,586,3,0,1,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.51166,108.505222
9221288571961319,R. Belinda Kuswoyo,laki-laki,"Kalimantan Barat, 10-08-1964",59,"Gang Sadang Serang No. 1
Purwokerto, DI Yogyakarta 42659",42659,1,11,Menikah,Pengusaha,UD Prabowo,+62 (0066) 670 0749,KONSTRUKSI,Akhir pekan,"pagi, sore, malam",54165851,SMA,705,8,0,0,1,0,0,1,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.503826,111.762559
3992028796325904,drg. Vera Susanti,laki-laki,"Kalimantan Utara, 26-04-1975",48,"Jl. Kendalsari No. 980
Sungai Penuh, Jawa Timur 57315",57315,2,9,Belum menikah,Pegawai Negeri,Perum Nugroho (Persero) Tbk,+62 (806) 755 8715,ANGGOTA DPRD KABUPATEN/KOTA,Akhir pekan,"pagi, sore, malam",54640451,S-1,765,15,1,0,0,0,0,1,0,1,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.963678,109.27503
5404787684888547,"Emil Riyanti, S.Pt",laki-laki,"Aceh, 24-12-1980",43,"Jalan Pelajar Pejuang No. 65
Bandung, Sumatera Selatan 66517",66517,7,20,Menikah,Pengusaha,PT Sitompul Waluyo,+62 (472) 242-2553,PERDAGANGAN,Hari libur nasional/cuti bersama,"pagi, sore, malam",21842402,SMA,511,3,1,0,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.000118,110.421698
8655039300275797,Belinda Mahendra,perempuan,"Jawa Tengah, 16-03-1988",35,"Gang Otto Iskandardinata No. 920
Pariaman, KU 67859",67859,7,19,Belum menikah,Pegawai Swasta,CV Mulyani,+62 (03) 452 5379,KARYAWAN HONORER,Akhir pekan,"pagi, sore, malam",144415753,D-4,630,39,1,2,0,0,0,0,1,0,0,1,2,3,Dalam Perhatian Khusus,Bermasalah,Field,Telepon,-7.071849,113.7889
3765898295613687,Galuh Prasasta,perempuan,"Kalimantan Timur, 24-02-1998",25,"Gg. Sukajadi No. 7
Pariaman, Lampung 02527",2527,12,4,Cerai mati,Pegawai Swasta,PD Rahimah,+62 (046) 333 3043,KARYAWAN HONORER,Hari kerja,malam,191473546,D-3,624,42,0,1,0,1,2,0,0,1,0,1,2,3,Dalam Perhatian Khusus,Bermasalah,Field,Telepon,-6.327762,108.264827
1069845532450945,Darmanto Usada,laki-laki,"Sumatera Barat, 08-05-1978",45,"Jl. Peta No. 11
Pasuruan, YO 36158",36158,19,14,Menikah,Profesional,Perum Puspita,+62-085-549-3695,BIDAN,Hari kerja,malam,146497773,Tidak sekolah,602,40,1,0,1,0,0,1,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-8.000171,111.893526
1850516576906330,"Nabila Mansur, M.TI.",laki-laki,"Sumatera Utara, 24-12-1972",51,"Gang M.H Thamrin No. 57
Palangkaraya, Jawa Tengah 55942",55942,18,16,Cerai mati,Buruh,CV Rahayu Anggraini,+62-36-812-2122,BURUH TANI/PERKEBUNAN,Hari kerja,malam,55523571,D-2,364,12,1,0,1,0,0,0,1,0,0,1,2,0,Dalam Perhatian Khusus,Lancar,Field,WhatsApp,-8.159084,108.062573
3148531247828418,"Silvia Rajasa, M.Farm",laki-laki,"Maluku Utara, 20-11-2000",23,"Gg. KH Amin Jasuta No. 1
Kendari, Papua Barat 99177",99177,19,6,Belum menikah,Pengusaha,Perum Irawan Tbk,+62-004-438-9352,SENIMAN,Akhir pekan,"pagi, sore, malam",9415678,SMA,643,4,1,0,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-8.043596,107.743914
3950101984890825,"Dr. Ratna Hardiansyah, S.Farm",perempuan,"Bengkulu, 26-06-1990",33,"Jalan Cikutra Barat No. 859
Malang, DKI Jakarta 54402",54402,12,10,Menikah,Pengusaha,PT Mustofa Tbk,+62 (0215) 726 1569,PASTOR,Hari libur nasional/cuti bersama,"pagi, sore, malam",65075295,SMP,547,17,1,2,3,4,5,6,7,8,9,10,11,0,Macet,Lancar,Field,Field,-6.834918,112.356922
6892735757153714,"Irwan Maryati, S.IP",perempuan,"Nusa Tenggara Timur, 18-05-1992",31,"Gg. Kutai No. 669
Tarakan, Kalimantan Selatan 98248",98248,2,4,Menikah,Pegawai Swasta,PD Anggriawan Tbk,+62 (60) 831-4783,KARYAWAN HONORER,Hari kerja,malam,92143457,D-1,708,26,0,1,0,0,0,1,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.966134,105.974558
3873984670921593,"Ir. Salimah Wahyudin, M.Ak",laki-laki,"Kepulauan Riau, 02-08-1988",35,"Jl. Moch. Ramdan No. 91
Sabang, SB 54601",54601,5,19,Menikah,Pegawai Negeri,UD Damanik Wasita,+62 (0195) 478-8959,ANGGOTA DPRD KABUPATEN/KOTA,Akhir pekan,"pagi, sore, malam",40100558,D-4,548,11,0,0,1,2,3,0,0,1,0,1,0,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-6.23768,109.941219
8483006514242760,Muhammad Kuswoyo,laki-laki,"Jawa Tengah, 15-01-1968",55,"Gang KH Amin Jasuta No. 567
Meulaboh, DI Yogyakarta 66776",66776,15,18,Cerai hidup,Buruh,PD Nainggolan,+62 (0392) 310 9972,TUKANG LAS/PANDAI BESI,Hari kerja,malam,131014072,S-2,450,33,1,2,3,0,0,0,1,0,1,2,3,0,Dalam Perhatian Khusus,Lancar,Field,WhatsApp,-6.031225,108.375434
5280236534379571,"Drs. Puspa Marbun, S.Sos",laki-laki,"Kalimantan Selatan, 10-01-1989",34,"Gang Cihampelas No. 056
Palembang, GO 10356",10356,13,3,Menikah,Pegawai Negeri,Perum Permata,+62 (537) 602 6890,PEGAWAI NEGERI SIPIL,Akhir pekan,"pagi, sore, malam",113892012,D-1,512,27,0,1,2,3,4,5,0,1,2,0,1,2,Diragukan,Bermasalah,Field,Field,-7.802001,106.937113
1778416854865307,Aditya Iswahyudi,perempuan,"Jawa Barat, 09-05-1972",51,"Gang W.R. Supratman No. 6
Singkawang, BT 75706",75706,8,6,Cerai mati,Buruh,UD Siregar,+62-66-056-0254,TUKANG LAS/PANDAI BESI,Hari kerja,malam,61932728,S-2,644,9,0,1,0,0,1,0,1,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.911558,110.355958
6294335127426937,Edi Pertiwi,laki-laki,"Sumatera Selatan, 23-03-1984",39,"Jalan Asia Afrika No. 47
Pangkalpinang, NB 72928",72928,6,16,Cerai mati,Profesional,CV Sirait Tbk,+62-0887-944-5977,TABIB,Hari kerja,malam,21569365,S-3,672,6,1,0,1,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.682532,113.932472
8037588982611237,Ulva Sinaga,laki-laki,"Kepulauan Riau, 01-01-1964",59,"Gg. Gedebage Selatan No. 2
Sungai Penuh, KI 17691",17691,6,7,Cerai mati,Buruh,Perum Rajata Sirait,+62 (047) 853 0397,BURUH NELAYAN/PERIKANAN,Akhir pekan,"pagi, malam",50704590,SMP,399,8,0,0,1,0,0,0,1,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.735416,113.165779
2429093539077745,Puput Riyanti,laki-laki,"Nusa Tenggara Timur, 26-11-1963",60,"Jl. Setiabudhi No. 1
Medan, ST 42176",42176,5,7,Cerai hidup,Pengusaha,PT Simanjuntak Hartati Tbk,+62 (205) 222-8596,PENDETA,Hari kerja,"pagi, malam",36261296,S-1,568,6,1,2,3,4,5,0,0,0,0,0,0,0,Diragukan,Lancar,Telepon,Telepon,-7.811833,109.390287
2112190440571411,Cut Zelda Kusmawati,laki-laki,"Banten, 14-03-1993",30,"Jl. Kutisari Selatan No. 80
Padang, Sulawesi Tengah 36638",36638,16,11,Belum menikah,Pegawai Swasta,PT Suryono Pradipta,+62-80-486-6192,KARYAWAN HONORER,Hari kerja,malam,1000000,D-1,577,4,1,0,1,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.807563,111.062436
6764962856437741,Lalita Dongoran,laki-laki,"Sulawesi Selatan, 21-06-1993",30,"Gg. Pasir Koja No. 70
Bukittinggi, Bali 94951",94951,16,15,Menikah,Pegawai Swasta,CV Hutasoit Fujiati (Persero) Tbk,+62 (673) 999-3227,KARYAWAN SWASTA,Hari kerja,malam,1000000,SD,541,3,0,1,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.720144,110.567629
4973670182979416,"R.M. Wardaya Dabukke, S.Farm",perempuan,"Sumatera Selatan, 12-07-1975",48,"Gang Soekarno Hatta No. 81
Banda Aceh, ST 76054",76054,8,16,Cerai mati,Pengusaha,UD Maryadi Zulkarnain (Persero) Tbk,+62-019-408-6570,PROMOTOR ACARA,Akhir pekan,"pagi, sore, malam",42382846,S-1,738,9,0,1,0,0,1,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.171076,111.400731
1658458402435896,Intan Waskita,laki-laki,"Kalimantan Utara, 24-03-2000",23,"Gang Ahmad Dahlan No. 850
Tangerang Selatan, Sulawesi Tenggara 83597",83597,10,2,Belum menikah,Pengusaha,UD Pratiwi Lailasari,+62 (652) 803 0459,PERDAGANGAN,Hari kerja,"pagi, malam",33160936,D-3,513,8,1,2,0,0,1,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.524864,113.293774
2836516372574204,"Karta Budiyanto, S.IP",perempuan,"Sumatera Selatan, 17-10-1981",42,"Gang Dr. Djunjunan No. 47
Tegal, Sumatera Utara 13090",13090,10,8,Cerai hidup,Pegawai Negeri,PT Sitompul Narpati,+62 (85) 887 5261,PENSIUNAN,Akhir pekan,"pagi, sore, malam",174606991,S-3,636,39,0,0,1,2,0,1,0,0,0,1,2,3,Dalam Perhatian Khusus,Bermasalah,Field,Telepon,-7.8462,108.048121
1366168963317586,Carla Kuswandari,laki-laki,"Kepulauan Bangka Belitung, 12-06-1987",36,"Jl. Gegerkalong Hilir No. 31
Sorong, Sulawesi Barat 48445",48445,7,7,Cerai hidup,Buruh,PD Pranowo Purwanti (Persero) Tbk,+62 (022) 074 8211,TUKANG KAYU,Hari kerja,malam,32055349,D-4,429,9,0,1,2,3,4,5,6,0,0,0,0,0,Diragukan,Lancar,Telepon,Telepon,-7.927103,113.240708
5735403005510714,"Ghaliyati Kurniawan, S.T.",perempuan,"Riau, 25-02-1976",47,"Jl. Ronggowarsito No. 193
Kota Administrasi Jakarta Pusat, SB 15299",15299,9,18,Cerai hidup,Pengusaha,UD Nasyiah,+62 (0060) 794-8509,PENDETA,Hari libur nasional/cuti bersama,"pagi, sore, malam",42874282,SMP,653,9,0,0,0,0,0,0,1,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.465679,113.673447
5928478298569974,Pandu Gunarto,laki-laki,"Sulawesi Tenggara, 14-08-1981",42,"Gang K.H. Wahid Hasyim No. 147
Kota Administrasi Jakarta Pusat, KR 89225",89225,18,11,Belum menikah,Profesional,Perum Pudjiastuti Siregar,+62-91-531-2478,PENGACARA,Hari kerja,malam,61718681,SMA,585,11,0,1,0,1,2,0,1,0,0,1,0,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-8.199052,111.614083
9637309557805332,"Cahyanto Maryadi, S.Psi",perempuan,"Sumatera Utara, 22-03-1972",51,"Jl. Setiabudhi No. 10
Sawahlunto, JK 94911",94911,6,7,Cerai mati,Pengusaha,PD Laksita Mulyani Tbk,+62 (0929) 505-9186,USTADZ/MUBALIGH,Hari kerja,"pagi, malam",81468884,D-2,545,19,1,2,0,1,0,1,2,3,4,0,1,2,Kurang Lancar,Bermasalah,Field,Field,-6.654584,112.992837
2118935972598616,"R.A. Hamima Waluyo, S.E.I",perempuan,"Kalimantan Timur, 21-08-1964",59,"Gg. Pasirkoja No. 393
Tanjungpinang, SU 84221",84221,3,3,Belum menikah,Pegawai Negeri,PT Wijayanti Nasyiah Tbk,+62 (186) 002 4259,KEPALA DESA,Hari kerja,malam,75120778,S-1,667,14,0,0,0,0,0,0,0,0,1,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.550481,106.31022
3983665180125593,Budi Hartati,perempuan,"Aceh, 31-12-1968",55,"Jl. Jakarta No. 1
Palangkaraya, Maluku 72542",72542,3,4,Cerai hidup,Buruh,PD Sihombing,+62 (005) 314-9527,SOPIR,Hari kerja,malam,75114919,S-1,510,16,0,1,2,0,1,0,0,1,0,1,0,1,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-7.712866,112.137019
7465968770070606,Tasdik Dongoran,laki-laki,"Maluku Utara, 02-06-1964",59,"Jl. Bangka Raya No. 7
Batam, SB 51016",51016,15,2,Cerai mati,Pegawai Swasta,PD Irawan (Persero) Tbk,+62 (0369) 984-9111,KARYAWAN SWASTA,Hari kerja,malam,91563286,SMA,336,18,1,0,1,2,3,4,5,6,7,0,1,2,Macet,Bermasalah,Field,Field,-6.096441,106.062503
8163713874722838,Yulia Kuswoyo,perempuan,"Papua, 09-09-1997",26,"Jalan Wonoayu No. 23
Pangkalpinang, Gorontalo 52267",52267,5,1,Cerai hidup,Pengusaha,UD Saefullah (Persero) Tbk,+62 (539) 581-0666,PENDETA,Hari kerja,"pagi, malam",18993538,S-1,565,4,1,0,1,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.905671,106.572766
1764766623694895,"Dina Tampubolon, M.TI.",laki-laki,"Jawa Timur, 07-03-1997",26,"Gg. Erlangga No. 48
Tanjungpinang, BB 34233",34233,6,1,Cerai mati,Buruh,PT Prastuti Wastuti Tbk,+62-054-981-3499,TUKANG LISTRIK,Hari kerja,malam,127917911,SD,410,25,0,0,0,0,0,1,0,1,0,1,2,0,Dalam Perhatian Khusus,Lancar,Field,WhatsApp,-8.293749,113.826698
5662440509439585,Hj. Violet Purnawati,perempuan,"Sulawesi Selatan, 05-12-1960",63,"Jl. Setiabudhi No. 480
Sukabumi, JT 50186",50186,10,13,Cerai hidup,Pengusaha,Perum Saptono Mandala (Persero) Tbk,+62 (374) 109 3505,SENIMAN,Hari libur nasional/cuti bersama,"pagi, sore, malam",75839056,D-4,627,15,1,0,1,0,1,0,1,0,0,0,1,2,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-6.4908,112.065258
4085846503628417,Cahyadi Putra,perempuan,"DKI Jakarta, 06-11-1975",48,"Jl. Merdeka No. 2
Kota Administrasi Jakarta Selatan, NT 17812",17812,7,9,Cerai mati,Buruh,PT Suartini (Persero) Tbk,+62 (224) 210-4246,BURUH PETERNAKAN,Hari kerja,malam,135656574,D-1,507,34,1,0,1,0,1,0,1,2,3,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.788642,112.974499
8868789316342559,Gantar Tarihoran,perempuan,"Jawa Tengah, 12-03-1979",44,"Jl. Rajiman No. 6
Pekanbaru, SR 43643",43643,1,2,Cerai hidup,Pegawai Swasta,CV Mandala Prasetya (Persero) Tbk,+62 (150) 775 5035,KARYAWAN HONORER,Hari kerja,malam,151820035,S-3,512,33,1,0,0,0,0,1,2,3,0,1,2,3,Dalam Perhatian Khusus,Bermasalah,Field,Telepon,-7.204175,111.12102
3641196031428537,"Ir. Fathonah Waskita, S.Farm",perempuan,"Jawa Barat, 06-08-1998",25,"Gg. Cihampelas No. 0
Palembang, YO 99319",99319,12,8,Cerai hidup,Pegawai Swasta,Perum Laksmiwati Siregar,+62 (04) 481-6451,KARYAWAN HONORER,Akhir pekan,"pagi, sore, malam",106438474,Tidak sekolah,421,30,1,0,1,2,0,0,1,2,0,1,2,3,Dalam Perhatian Khusus,Bermasalah,Field,Telepon,-6.668127,107.225977
2390733053323265,Lasmanto Samosir,laki-laki,"Jawa Tengah, 24-04-1969",54,"Jl. Pasir Koja No. 3
Padang Sidempuan, BE 66004",66004,19,20,Cerai hidup,Profesional,CV Utami,+62 (455) 432 7836,PENATA BUSANA,Hari kerja,malam,6767326,S-2,633,3,1,0,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.749092,110.030273
2456386418924991,Wahyu Natsir,perempuan,"Sulawesi Selatan, 05-04-1992",31,"Gg. Cihampelas No. 958
Kota Administrasi Jakarta Pusat, SG 32487",32487,2,6,Belum menikah,Buruh,Perum Mansur Januar (Persero) Tbk,+62 (993) 854-1457,TUKANG BATU,Hari libur nasional/cuti bersama,"pagi, malam",110850352,S-2,602,29,1,2,3,4,5,6,0,0,1,0,1,2,Diragukan,Bermasalah,Field,Field,-8.119203,106.853875
1262952539689329,Victoria Uwais,laki-laki,"Sumatera Barat, 15-01-1968",55,"Gg. Jayawijaya No. 419
Lhokseumawe, JK 43075",43075,15,14,Cerai mati,Profesional,PT Nuraini,+62 (33) 678 4693,DOSEN,Hari kerja,malam,47135204,SMA,625,7,0,0,0,0,1,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.231877,110.319316
1786358931628115,"H. Radit Purwanti, S.H.",perempuan,"Nusa Tenggara Barat, 08-04-1997",26,"Gang Kapten Muslihat No. 1
Tual, KU 61346",61346,7,7,Belum menikah,Buruh,Perum Tampubolon Pradana,+62 (002) 280 9165,TUKANG SOL SEPATU,Hari kerja,malam,53336484,D-3,660,8,0,0,0,0,0,0,1,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.909475,110.718747
3954174733133331,dr. Julia Setiawan,laki-laki,"DKI Jakarta, 15-09-1981",42,"Jalan Tubagus Ismail No. 6
Sawahlunto, PA 71258",71258,12,19,Menikah,Pegawai Swasta,PT Pangestu Tarihoran,+62 (655) 081-8487,KARYAWAN SWASTA,Hari kerja,malam,50770507,Tidak sekolah,425,17,1,2,3,4,5,6,0,1,2,3,4,0,Diragukan,Lancar,Field,Field,-7.218252,110.681105
3905023807541933,"Lili Natsir, M.Farm",perempuan,"Maluku, 21-12-2000",23,"Jl. Ciwastra No. 480
Bandar Lampung, Bali 50334",50334,16,5,Menikah,Buruh,CV Sirait Handayani,+62-0255-089-3962,SOPIR,Hari kerja,malam,55140826,S-1,516,7,1,2,3,4,0,1,0,0,0,0,0,0,Kurang Lancar,Lancar,Telepon,Telepon,-6.760429,112.81894
1183737295322723,Hairyanto Sudiati,perempuan,"Sulawesi Tenggara, 29-02-1984",39,"Gang Pasir Koja No. 9
Madiun, Sumatera Barat 16394",16394,2,3,Cerai hidup,Profesional,CV Nashiruddin Samosir,+62 (0377) 522-6781,DOKTER,Hari kerja,malam,1000000,Tidak sekolah,736,3,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Lancar,WhatsApp,WhatsApp,-7.894302,108.450296
9720601416735165,"R.M. Pangeran Pradana, S.Pt",laki-laki,"Jawa Tengah, 27-03-1974",49,"Gg. Rajawali Barat No. 08
Magelang, Kalimantan Utara 85007",85007,13,10,Cerai mati,Buruh,Perum Andriani Lailasari,+62 (60) 221-2458,BURUH PETERNAKAN,Akhir pekan,"pagi, malam",64996131,SMP,712,19,1,0,0,0,0,1,2,0,0,0,1,2,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-7.42968,111.695097
7931234415710832,Artanto Astuti,laki-laki,"DKI Jakarta, 05-01-1994",29,"Jl. Peta No. 571
Sibolga, Kalimantan Timur 99463",99463,10,7,Belum menikah,Profesional,PT Winarsih Waskita (Persero) Tbk,+62 (04) 803-1685,AKUNTAN,Hari kerja,malam,33560141,Tidak sekolah,312,3,0,1,0,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-6.515617,106.455564
6033059811542017,Rama Hidayanto,perempuan,"Sulawesi Tengah, 24-03-1994",29,"Gang Suryakencana No. 7
Pekalongan, AC 40506",40506,10,5,Menikah,Pegawai Swasta,Perum Lazuardi Tbk,+62-0323-774-5812,KARYAWAN SWASTA,Akhir pekan,"pagi, sore, malam",43771784,S-3,502,4,0,1,2,0,0,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-8.197012,112.808903
2839795474054510,Drs. Oliva Hidayanto,perempuan,"Kalimantan Timur, 01-03-1973",50,"Jl. Cihampelas No. 42
Makassar, Aceh 80685",80685,13,20,Menikah,Profesional,UD Firmansyah (Persero) Tbk,+62 (0891) 843-6246,PENATA BUSANA,Hari kerja,malam,73931116,D-1,593,24,1,2,3,0,0,1,0,0,1,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-8.294192,113.374646
8800041991856126,Laksana Haryanto,laki-laki,"Jambi, 15-03-1992",31,"Jalan Kutai No. 15
Solok, Kalimantan Utara 65571",65571,18,16,Cerai mati,Pengusaha,CV Megantara Uyainah,+62-540-535-0456,KONSTRUKSI,Hari kerja,"pagi, malam",59746025,D-3,567,16,0,1,2,3,0,1,2,0,1,2,0,0,Dalam Perhatian Khusus,Lancar,Telepon,WhatsApp,-7.064125,109.889311
4649995617543570,Imam Sihotang,perempuan,"Kepulauan Riau, 19-01-1964",59,"Jalan HOS. Cokroaminoto No. 46
Sungai Penuh, Kalimantan Utara 62402",62402,6,7,Cerai mati,Profesional,CV Rahayu Tbk,+62 (0788) 293-6917,JURU MASAK,Akhir pekan,"pagi, sore, malam",104815401,SMA,528,25,1,2,0,0,0,1,0,1,2,0,0,1,Dalam Perhatian Khusus,Bermasalah,WhatsApp,Telepon,-6.557333,106.725935
8954872879638992,Wulan Saptono,laki-laki,"Bali, 27-07-1997",26,"Jl. Jamika No. 10
Denpasar, Sulawesi Tengah 18383",18383,12,19,Cerai mati,Profesional,CV Siregar,+62 (01) 630-6457,ARSITEK,Hari kerja,malam,39962789,D-3,618,12,0,1,0,0,1,0,1,0,1,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-8.08036,108.78292
3375053890796306,Danuja Dabukke,laki-laki,"Lampung, 14-02-1971",52,"Jl. Sukabumi No. 927
Balikpapan, Maluku Utara 83138",83138,16,16,Cerai mati,Buruh,PT Suwarno Najmudin Tbk,+62 (018) 238-4874,TUKANG LISTRIK,Hari kerja,malam,131471648,Tidak sekolah,496,32,1,2,3,0,1,0,0,0,0,1,2,3,Dalam Perhatian Khusus,Bermasalah,Field,Telepon,-6.906762,106.327952
8867123075780481,Jaga Suartini,perempuan,"Bali, 12-01-1994",29,"Jl. HOS. Cokroaminoto No. 283
Sawahlunto, SB 62313",62313,10,8,Menikah,Buruh,Perum Anggriawan Susanti,+62-43-183-1409,BURUH HARIAN LEPAS,Hari kerja,malam,88737001,D-2,554,16,0,1,2,3,4,5,6,7,8,0,1,2,Macet,Bermasalah,Field,Field,-8.07326,106.659565
8347035452382361,Dt. Cakrawala Sinaga,laki-laki,"Maluku, 11-07-1982",41,"Jalan HOS. Cokroaminoto No. 48
Medan, Nusa Tenggara Barat 71893",71893,15,7,Cerai mati,Pegawai Negeri,PD Saragih Napitupulu,+62 (0555) 355-3085,KARYAWAN BUMD,Hari kerja,malam,70189388,SMA,441,12,0,1,2,0,0,0,0,0,1,2,3,0,Dalam Perhatian Khusus,Lancar,Field,WhatsApp,-6.904622,112.143426
7785778304329474,Kasiran Maryadi,laki-laki,"Gorontalo, 13-05-1969",54,"Jalan Wonoayu No. 867
Bengkulu, Maluku 63811",63811,6,9,Belum menikah,Pengusaha,UD Sitompul Siregar (Persero) Tbk,+62 (20) 331 3748,PERDAGANGAN,Akhir pekan,"pagi, sore, malam",49995300,Tidak sekolah,629,6,1,0,1,0,1,0,0,0,0,0,0,0,Dalam Perhatian Khusus,Lancar,WhatsApp,WhatsApp,-7.140141,111.820585
5983410941715514,R. Cinta Nugroho,laki-laki,"Papua Barat, 06-12-1994",29,"Gang Kutisari Selatan No. 74
Tanjungpinang, NT 59913",59913,18,13,Cerai mati,Pegawai Negeri,CV Oktaviani,+62 (0557) 649 7256,KEPOLISIAN RI,Hari kerja,malam,118016019,D-1,637,23,0,0,1,0,0,0,0,0,0,0,0,1,Dalam Perhatian Khusus,Bermasalah,WhatsApp,Telepon,-6.883781,109.162245
1218090045810072,Dian Nashiruddin,laki-laki,"Kalimantan Tengah, 20-06-1978",45,"Gg. M.T Haryono No. 3
Kota Administrasi Jakarta Utara, AC 20760",20760,14,19,Belum menikah,Pegawai Swasta,UD Haryanti Iswahyudi (Persero) Tbk,+62 (053) 377 5640,KARYAWAN SWASTA,Hari kerja,malam,116150120,SD,603,33,1,2,0,0,0,0,0,1,0,1,2,3,Dalam Perhatian Khusus,Bermasalah,Field,Telepon,-7.574004,107.775621
4697362628123530,Tgk. Farhunnisa Dabukke,perempuan,"Maluku, 04-11-1997",26,"Gg. Setiabudhi No. 586
Jayapura, LA 06513",6513,11,18,Cerai hidup,Pengusaha,Perum Adriansyah Tbk,+62 (692) 348-3161,MENGURUS RUMAH TANGGA,Akhir pekan,"pagi, sore, malam",120495256,D-4,585,29,0,1,0,0,0,0,0,1,2,0,1,2,Dalam Perhatian Khusus,Bermasalah,Telepon,Telepon,-7.002181,108.48577
1010576128248175,Liman Anggriawan,perempuan,"Kalimantan Barat, 20-09-1989",34,"Gang PHH. Mustofa No. 61
Surakarta, MA 70109",70109,5,13,Menikah,Buruh,UD Suartini (Persero) Tbk,+62-0766-049-6436,TUKANG LAS/PANDAI BESI,Hari kerja,malam,57397785,SD,563,8,0,0,1,2,3,4,5,0,0,0,0,0,Diragukan,Lancar,Telepon,Telepon,-6.021429,107.722694
