debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,collection_day_type,best_collection_time,loan_amount,debtor_education_level,credit_score,aging,previous_collection_status,previous_payment_status,amount_of_late_days,tenure,best_collection_method,debtor_latitude,debtor_longitude
8426075136344299,Utama Laksmiwati,perempuan,"Kalimantan Tengah, 14-12-1992",31,"Gang Cihampelas No. 698
Tangerang Selatan, Sumatera Utara 47538",47538,14,4,Menikah,Pegawai Swasta,UD Firgantoro,+62 (003) 352 6675,Hari kerja,"pagi, malam",132874081.55729176,SMA,455,Dalam Perhatian Khusus,Berhasil,Terlambat,0,32,Telepon,-7.998596,107.951753
2626128082247650,"drg. Ina Kuswandari, M.TI.",perempuan,"Kalimantan Barat, 15-04-1965",58,"Jalan Moch. Ramdan No. 10
Palu, PA 18295",18295,12,10,Cerai mati,Pegawai Swasta,Perum Haryanto (Persero) Tbk,-5525,Hari kerja,"pagi, malam",66314310.53171488,S-1,579,Dalam Perhatian Khusus,Berhasil,Terlambat,0,22,Telepon,-6.301008,112.78035
5210143146956268,"Zulaikha Narpati, S.Pd",laki-laki,"Sulawesi Utara, 23-12-1969",54,"Gg. Kendalsari No. 3
Banda Aceh, AC 70010",70010,17,11,Menikah,Buruh,CV Narpati Tbk,+62 (40) 524 0287,Hari kerja,malam,77381470.47006199,SMA,422,Kurang Lancar,Berhasil,Terlambat,13,13,Telepon,-7.730693,109.429551
8582970833778770,Wasis Maheswara,laki-laki,"Kepulauan Bangka Belitung, 02-07-1973",50,"Jalan Peta No. 093
Sungai Penuh, JI 87423",87423,1,7,Cerai hidup,Buruh,PT Santoso (Persero) Tbk,-8158,Hari kerja,malam,151516976.6900021,S-1,619,Dalam Perhatian Khusus,Berhasil,Tepat waktu,6,39,WhatsApp,-6.781253,108.841928
9199477297640543,Balangga Narpati,perempuan,"Sulawesi Utara, 14-05-1986",37,"Jalan Cikutra Timur No. 37
Malang, Kalimantan Tengah 02119",2119,4,10,Cerai hidup,Buruh,PD Sihombing Nainggolan (Persero) Tbk,+62 (086) 894-4535,Hari kerja,malam,17894098.73907262,S-2,692,Lancar,Berhasil,Tepat waktu,0,5,WhatsApp,-6.124315,108.143633
1246887060133741,Makara Waluyo,perempuan,"DI Yogyakarta, 05-06-1979",44,"Gg. Rawamangun No. 2
Kota Administrasi Jakarta Selatan, NB 60360",60360,2,8,Belum menikah,Pegawai Negeri,PD Nasyidah Samosir Tbk,+62 (039) 087-9621,Hari kerja,malam,88673825.23725654,S-2,687,Macet,Berhasil,Tepat waktu,18,18,Field,-6.052085,110.094584
6813102083974607,Umay Prasetyo,laki-laki,"DKI Jakarta, 04-09-1977",46,"Gang Joyoboyo No. 233
Salatiga, Jambi 29503",29503,20,8,Menikah,Profesional,PT Wibisono Ramadan (Persero) Tbk,-10404,Hari kerja,"pagi, malam",60255618.886810005,D-3,664,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,10,WhatsApp,-7.098658,111.192534
8454279186623771,R.M. Wage Wahyuni,perempuan,"Jawa Barat, 02-12-1997",26,"Gang Astana Anyar No. 89
Bau-Bau, Kalimantan Selatan 25792",25792,19,9,Menikah,Pegawai Negeri,CV Suwarno Kusmawati,+62 (258) 344 0252,Akhir pekan,"pagi, sore, malam",34530664.19120285,SMP,547,Macet,Gagal,Terlambat,15,3,Field,-6.133446,106.651688
1808901303938662,"dr. Cengkir Wijaya, S.Sos",laki-laki,"Bali, 10-10-1976",47,"Gang Raya Ujungberung No. 7
Yogyakarta, Sulawesi Tengah 55374",55374,14,1,Belum menikah,Pegawai Negeri,CV Manullang Pradana Tbk,+62 (307) 089-3115,Hari kerja,malam,67524255.59845607,SD,581,Diragukan,Gagal,Terlambat,15,15,Field,-6.202279,113.075042
8600342127174471,"Padmi Suwarno, M.Kom.",perempuan,"Nusa Tenggara Timur, 28-05-1969",54,"Gang S. Parman No. 3
Kota Administrasi Jakarta Selatan, Riau 08852",8852,15,16,Belum menikah,Buruh,CV Tampubolon,-6864,Hari kerja,malam,96432710.75067884,D-3,738,Dalam Perhatian Khusus,Gagal,Terlambat,5,27,Telepon,-7.749569,108.871327
8132818910924793,"Endah Najmudin, M.Kom.",perempuan,"Jambi, 24-12-1966",57,"Gang Pacuan Kuda No. 12
Jambi, Maluku Utara 49421",49421,20,7,Cerai mati,Pegawai Swasta,PD Riyanti Widodo Tbk,-9837,Hari kerja,"pagi, malam",102220239.62173386,SMP,614,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,30,WhatsApp,-8.147882,107.586239
5131484893195320,Restu Mansur,laki-laki,"Sumatera Barat, 22-01-1966",57,"Gg. Jakarta No. 2
Binjai, Jawa Barat 39480",39480,13,6,Belum menikah,Profesional,PT Wahyuni,+62 (698) 140-9005,Hari kerja,"pagi, malam",57851759.83254123,SD,726,Diragukan,Berhasil,Terlambat,0,20,Telepon,-6.588987,110.641605
7434142283648103,"Praba Wahyudin, S.E.I",perempuan,"Jawa Timur, 09-07-1980",43,"Jl. Raya Setiabudhi No. 537
Sabang, JI 50528",50528,6,1,Cerai mati,Pengusaha,CV Nainggolan (Persero) Tbk,+62 (818) 466-3677,Akhir pekan,"pagi, sore, malam",1000000,S-1,703,Macet,Gagal,Terlambat,10,3,Field,-7.095734,110.328076
5983769552632187,Hani Saptono,laki-laki,"Sumatera Selatan, 17-08-1977",46,"Jl. Suryakencana No. 736
Pangkalpinang, BT 53042",53042,8,12,Cerai hidup,Pengusaha,CV Kurniawan Tbk,+62 (15) 882-0400,Hari kerja,"pagi, malam",46288762.86589621,SMA,704,Diragukan,Gagal,Terlambat,14,7,Field,-7.639342,110.886817
8402232569545046,Safina Rahimah,laki-laki,"Kalimantan Timur, 06-11-1980",43,"Gang Kebonjati No. 1
Sibolga, Jawa Barat 15057",15057,15,17,Menikah,Pegawai Negeri,Perum Maryati Agustina,-8025,Hari kerja,malam,63083304.48333275,S-2,622,Lancar,Berhasil,Tepat waktu,0,15,WhatsApp,-6.276504,111.590334
5402111275957661,Rahmi Pradipta,laki-laki,"Bali, 16-05-1961",62,"Gang Raya Ujungberung No. 304
Prabumulih, SR 36192",36192,5,2,Belum menikah,Pegawai Swasta,PD Suryono Irawan,+62 (019) 570 3003,Hari kerja,"pagi, malam",87159443.75,D-4,538,Diragukan,Gagal,Terlambat,5,23,Telepon,-6.442444,108.43646
9389062623964005,"Dt. Mustofa Iswahyudi, S.Pt",perempuan,"DI Yogyakarta, 26-06-1972",51,"Jl. Pasirkoja No. 3
Tanjungbalai, Jambi 47990",47990,10,19,Cerai mati,Pengusaha,Perum Saptono Winarsih,+62 (364) 111-0307,Akhir pekan,"pagi, sore, malam",93344849.23577183,S-1,678,Lancar,Berhasil,Tepat waktu,0,17,WhatsApp,-6.51557,107.262608
9679300976935958,Halima Saptono,laki-laki,"Kepulauan Riau, 18-06-1978",45,"Gg. Abdul Muis No. 2
Palu, Sumatera Utara 06884",6884,6,12,Menikah,Profesional,PT Utami (Persero) Tbk,+62 (0586) 115 9435,Akhir pekan,"pagi, sore, malam",117130240.31940173,SD,356,Dalam Perhatian Khusus,Berhasil,Terlambat,0,27,Telepon,-6.264859,106.781966
6281261642926395,Drs. Galar Novitasari,perempuan,"Jawa Timur, 06-02-1992",31,"Jl. Asia Afrika No. 169
Bontang, NT 03118",3118,13,9,Cerai hidup,Buruh,CV Megantara Narpati,-2546,Hari libur nasional/cuti bersama,"pagi, malam",96554194.74584256,S-1,413,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,23,WhatsApp,-7.686063,113.868972
3428280355050670,Ophelia Kurniawan,laki-laki,"Kalimantan Timur, 03-12-1968",55,"Gg. Suniaraja No. 920
Mojokerto, Kalimantan Utara 47083",47083,18,1,Cerai mati,Buruh,CV Wibisono,-7438,Hari kerja,malam,143972078.4444938,SMA,265,Dalam Perhatian Khusus,Berhasil,Terlambat,3,33,Telepon,-6.232855,108.18991
2899870616452916,"H. Dadap Nababan, S.E.I",perempuan,"Sumatera Selatan, 29-04-1970",53,"Gg. Dipenogoro No. 115
Blitar, Kalimantan Selatan 55890",55890,18,8,Cerai mati,Profesional,PT Megantara Tbk,+62 (0052) 092-1368,Hari kerja,"pagi, malam",46037093.42562837,S-2,500,Kurang Lancar,Gagal,Terlambat,6,13,Telepon,-6.387885,108.625296
8102623702763218,"Rina Budiman, S.E.",perempuan,"Kalimantan Tengah, 20-10-1982",41,"Gang Joyoboyo No. 9
Sawahlunto, SS 01813",1813,1,7,Cerai hidup,Pengusaha,Perum Mayasari Adriansyah (Persero) Tbk,+62 (468) 266 3619,Hari kerja,"pagi, malam",146888219.88592237,D-4,493,Macet,Gagal,Terlambat,0,40,Telepon,-6.11754,106.648606
4540965927908376,"Dasa Firgantoro, M.M.",laki-laki,"DI Yogyakarta, 02-11-1972",51,"Jl. Siliwangi No. 6
Denpasar, KB 99021",99021,4,17,Belum menikah,Pegawai Swasta,UD Ramadan,+62 (029) 947-5490,Akhir pekan,"pagi, sore, malam",103332825.84646297,S-1,753,Dalam Perhatian Khusus,Berhasil,Terlambat,0,23,WhatsApp,-7.991162,108.130743
3810366463483679,Ir. Irsad Farida,laki-laki,"Riau, 03-12-1966",57,"Jalan Sukajadi No. 34
Tanjungpinang, KB 87181",87181,12,1,Menikah,Pegawai Swasta,Perum Budiman Rahayu (Persero) Tbk,+62 (0954) 629-6258,Akhir pekan,"pagi, sore, malam",50825951.05950644,D-4,401,Dalam Perhatian Khusus,Gagal,Terlambat,0,18,Telepon,-7.505041,106.217334
4993551239787325,Darsirah Rahimah,perempuan,"Jambi, 03-07-1964",59,"Gang Pasirkoja No. 9
Kota Administrasi Jakarta Barat, KB 52268",52268,13,18,Cerai hidup,Pegawai Negeri,PD Firmansyah Ardianto Tbk,+62 (91) 963 6446,Hari kerja,malam,19423239.507611744,S-1,647,Lancar,Berhasil,Tepat waktu,0,3,WhatsApp,-7.533826,112.484851
1404094960676230,Agnes Susanti,perempuan,"Bali, 02-12-1980",43,"Jalan Kendalsari No. 99
Pekanbaru, Aceh 14117",14117,19,2,Cerai hidup,Buruh,UD Gunawan Pradana,+62 (99) 900 8994,Hari kerja,malam,34989920.116016775,S-2,782,Diragukan,Gagal,Terlambat,17,8,Field,-8.157214,113.63215
6613291903288245,"Drs. Maida Oktaviani, M.Farm",laki-laki,"Bengkulu, 29-05-1984",39,"Gg. Rajawali Barat No. 2
Palopo, JB 19162",19162,10,13,Menikah,Pegawai Swasta,Perum Rajata (Persero) Tbk,-2603,Hari kerja,"pagi, malam",60305354.89354943,D-4,609,Dalam Perhatian Khusus,Berhasil,Tepat waktu,5,19,WhatsApp,-6.003857,108.540609
1844726202022304,Ami Fujiati,perempuan,"DKI Jakarta, 13-06-1983",40,"Jl. Kapten Muslihat No. 704
Lhokseumawe, ST 76029",76029,9,12,Belum menikah,Pegawai Swasta,PD Halim,-1651,Hari kerja,"pagi, malam",95061059.07142574,S-1,522,Kurang Lancar,Berhasil,Terlambat,5,27,Telepon,-6.256852,109.978803
1047709254171902,Irma Saefullah,laki-laki,"DKI Jakarta, 15-10-1977",46,"Gg. Rajawali Timur No. 281
Dumai, KU 29257",29257,1,20,Cerai mati,Buruh,PT Astuti Puspita,-9148,Akhir pekan,"pagi, malam",28827011.46566196,S-2,789,Diragukan,Berhasil,Tepat waktu,0,10,WhatsApp,-7.16641,107.980606
1231134038699895,"R.A. Ajeng Putra, S.Sos",perempuan,"Nusa Tenggara Timur, 13-10-1960",63,"Gang HOS. Cokroaminoto No. 7
Padangpanjang, Kalimantan Utara 44318",44318,11,20,Cerai hidup,Pegawai Swasta,PD Puspasari,+62 (556) 972-8645,Akhir pekan,"pagi, sore, malam",85782669.86,SMA,481,Diragukan,Berhasil,Tepat waktu,5,17,WhatsApp,-7.366571,109.212923
5227819921531847,Hafshah Palastri,perempuan,"Gorontalo, 05-07-2000",23,"Jalan M.T Haryono No. 47
Pasuruan, Maluku 17093",17093,10,20,Menikah,Pegawai Swasta,PT Mardhiyah Tbk,+62 (644) 740-3630,Akhir pekan,"pagi, sore, malam",148253210.54061878,D-3,856,Diragukan,Berhasil,Tepat waktu,0,43,WhatsApp,-8.254587,108.080137
3102360241205900,"Raden Siregar, M.Ak",laki-laki,"Sulawesi Tengah, 22-11-1992",31,"Jalan Cihampelas No. 6
Banjar, JI 83751",83751,10,15,Cerai mati,Profesional,UD Wasita (Persero) Tbk,-9685,Hari kerja,"pagi, malam",76888482.51,S-2,587,Dalam Perhatian Khusus,Berhasil,Terlambat,0,25,Telepon,-8.021508,111.170211
6256805664288315,R. Lala Hariyah,perempuan,"Kalimantan Utara, 24-08-1967",56,"Gg. M.T Haryono No. 127
Singkawang, Maluku Utara 89232",89232,16,3,Menikah,Buruh,CV Tamba Riyanti (Persero) Tbk,+62 (64) 458 6080,Hari kerja,malam,97670611.77,S-2,495,Diragukan,Gagal,Terlambat,5,30,Telepon,-7.422558,112.09715
4315742715971158,Cengkir Gunawan,perempuan,"Sumatera Selatan, 02-09-1972",51,"Jl. Cihampelas No. 43
Bau-Bau, Bali 24447",24447,1,3,Menikah,Pengusaha,UD Pranowo Tbk,+62 (788) 791-9434,Hari kerja,"pagi, malam",23685411.009168483,S-2,521,Kurang Lancar,Berhasil,Terlambat,17,3,Field,-7.46358,112.093323
6463229200645163,R. Tri Gunawan,laki-laki,"Sulawesi Selatan, 20-02-1962",61,"Jalan Siliwangi No. 3
Tarakan, Papua Barat 20307",20307,19,12,Belum menikah,Pegawai Negeri,PD Purwanti,-8453,Akhir pekan,"pagi, sore, malam",56399541.91859599,S-3,431,Lancar,Berhasil,Tepat waktu,0,18,WhatsApp,-6.226722,110.088466
7101841813932601,Kurnia Utami,laki-laki,"Gorontalo, 07-12-1963",60,"Gang Jend. Sudirman No. 1
Sawahlunto, JB 20132",20132,2,12,Cerai mati,Pegawai Swasta,CV Nababan Tbk,-1189,Hari kerja,"pagi, malam",1000000,SMP,558,Dalam Perhatian Khusus,Gagal,Terlambat,4,6,Telepon,-8.240962,108.328782
3334362382027234,Bagya Sitompul,perempuan,"Bali, 16-04-1975",48,"Gang Antapani Lama No. 4
Tidore Kepulauan, Riau 00751",751,4,6,Belum menikah,Pengusaha,CV Wibowo Saefullah,-2409,Akhir pekan,"pagi, sore, malam",78637659.70400684,S-1,484,Diragukan,Berhasil,Tepat waktu,4,23,WhatsApp,-7.364051,112.76498
1146367132107812,Pranata Prakasa,perempuan,"Sulawesi Barat, 08-12-1974",49,"Gg. Setiabudhi No. 360
Depok, BB 85228",85228,16,20,Menikah,Pegawai Swasta,UD Winarno Yulianti (Persero) Tbk,+62 (427) 891 9530,Hari kerja,"pagi, malam",48665517.686139256,S-3,659,Lancar,Berhasil,Terlambat,0,15,Telepon,-6.3112,110.263727
8709852176655061,Yusuf Iswahyudi,perempuan,"Nusa Tenggara Barat, 12-06-1993",30,"Jalan Rajawali Timur No. 3
Salatiga, Papua 01744",1744,5,8,Belum menikah,Buruh,CV Latupono,-5952,Hari libur nasional/cuti bersama,"pagi, malam",39370914.451857045,S-1,656,Macet,Berhasil,Tepat waktu,12,13,WhatsApp,-7.328496,113.135792
2145153009231164,Karma Sihombing,laki-laki,"Jambi, 27-09-1990",33,"Jl. Rajiman No. 1
Bukittinggi, Sumatera Barat 87173",87173,19,18,Belum menikah,Pegawai Swasta,UD Prastuti Mahendra,+62 (023) 051 4389,Akhir pekan,"pagi, sore, malam",159831250.71111363,S-3,384,Dalam Perhatian Khusus,Berhasil,Terlambat,7,38,Telepon,-7.192976,110.941155
6020813942663727,Sabar Rahmawati,laki-laki,"Banten, 15-03-1971",52,"Gg. Raya Ujungberung No. 39
Surakarta, Banten 75455",75455,10,16,Menikah,Profesional,UD Marpaung Ramadan (Persero) Tbk,+62 (19) 120 3894,Hari kerja,"pagi, malam",59307579.86183462,D-3,624,Dalam Perhatian Khusus,Berhasil,Terlambat,0,19,Telepon,-7.720038,112.200916
2338108236842536,Kenari Rahimah,laki-laki,"Kalimantan Barat, 13-07-1989",34,"Jl. Soekarno Hatta No. 077
Palopo, RI 76843",76843,7,16,Belum menikah,Buruh,PD Saefullah,+62 (04) 349-9539,Hari kerja,malam,172874672.75037235,S-1,462,Dalam Perhatian Khusus,Berhasil,Terlambat,1,49,Telepon,-7.812764,110.965243
8762334575632055,Mustika Prasetyo,perempuan,"Sumatera Selatan, 24-05-1973",50,"Gang Joyoboyo No. 584
Tomohon, JB 81067",81067,9,4,Belum menikah,Profesional,Perum Natsir,-6085,Akhir pekan,"pagi, sore, malam",95313213.69569813,S-3,501,Lancar,Berhasil,Tepat waktu,0,21,WhatsApp,-7.791464,107.578656
7665497945477738,Tgk. Jane Nainggolan,laki-laki,"Jawa Timur, 16-12-1997",26,"Gang R.E Martadinata No. 10
Mojokerto, Sumatera Barat 73798",73798,3,7,Cerai hidup,Pegawai Negeri,PD Fujiati,-1928,Hari kerja,malam,1000000,D-4,598,Kurang Lancar,Berhasil,Tepat waktu,0,3,WhatsApp,-8.148368,106.821141
5714930240637192,Adhiarja Wijaya,perempuan,"Jawa Timur, 26-12-1998",25,"Gang Dipenogoro No. 7
Tanjungpinang, KI 73260",73260,16,9,Belum menikah,Buruh,CV Rahayu,+62 (050) 826 1043,Hari kerja,malam,96163898.71668752,S-3,587,Lancar,Berhasil,Tepat waktu,0,24,WhatsApp,-6.088257,110.825054
3399389795075953,Putu Wibisono,perempuan,"Kalimantan Utara, 20-07-1964",59,"Gg. Gedebage Selatan No. 8
Bukittinggi, SN 14138",14138,18,11,Menikah,Pengusaha,CV Ardianto Gunawan,+62 (511) 134 3827,Akhir pekan,"pagi, sore, malam",105285392.74169704,SMA,397,Lancar,Berhasil,Tepat waktu,1,22,WhatsApp,-6.477512,112.070793
7145317203899272,Indra Budiman,laki-laki,"Sulawesi Tenggara, 07-01-1967",56,"Jalan Cihampelas No. 30
Pagaralam, Sumatera Selatan 74791",74791,17,2,Belum menikah,Pegawai Negeri,UD Permata (Persero) Tbk,+62 (918) 935-1689,Hari kerja,malam,94701385.16914392,D-3,630,Dalam Perhatian Khusus,Berhasil,Terlambat,0,27,Telepon,-6.428317,113.366336
2087970111750170,Ir. Wulan Mansur,perempuan,"Kepulauan Riau, 04-06-1964",59,"Gg. Veteran No. 71
Tidore Kepulauan, KT 99198",99198,9,17,Menikah,Pegawai Swasta,PT Fujiati,-2235,Hari kerja,"pagi, malam",54498789.64817298,S-2,562,Macet,Berhasil,Tepat waktu,9,19,WhatsApp,-6.72312,111.026134
5147347409107557,Vera Waskita,laki-laki,"Kepulauan Riau, 30-03-1970",53,"Jl. Indragiri No. 99
Palopo, Sumatera Barat 81821",81821,19,10,Cerai hidup,Pegawai Swasta,CV Hutapea Tbk,+62 (173) 159 1230,Akhir pekan,"pagi, sore, malam",45412568.50214629,SMA,472,Kurang Lancar,Berhasil,Terlambat,22,9,Field,-6.604752,113.651664
3650648233783688,Sabri Tamba,perempuan,"Gorontalo, 11-08-1966",57,"Gang Lembong No. 738
Semarang, Sulawesi Selatan 07207",7207,14,3,Menikah,Pegawai Swasta,UD Iswahyudi,+62 (0138) 249-4511,Hari kerja,"pagi, malam",8657147.745429073,SMP,657,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,3,WhatsApp,-7.615763,108.496379
1278328406831155,Intan Pertiwi,perempuan,"Gorontalo, 16-12-1968",55,"Gg. Ahmad Dahlan No. 0
Sungai Penuh, JA 78308",78308,2,11,Cerai hidup,Buruh,UD Rahmawati,+62 (44) 187-9766,Hari kerja,malam,92153362.68449932,SMA,838,Lancar,Berhasil,Tepat waktu,4,19,WhatsApp,-7.922328,107.139644
5401794485665418,"Saiful Astuti, S.Psi",perempuan,"Jawa Timur, 21-10-1989",34,"Gang Rajawali Timur No. 587
Ambon, JI 85459",85459,7,2,Cerai mati,Buruh,UD Yolanda,+62 (657) 994 9537,Hari kerja,malam,139561217.40362543,D-4,817,Kurang Lancar,Gagal,Terlambat,1,37,Telepon,-6.642492,112.171448
1474366563102573,Kayla Latupono,perempuan,"Sumatera Barat, 06-01-1986",37,"Jalan Pasirkoja No. 054
Bau-Bau, BE 21420",21420,12,9,Cerai hidup,Pengusaha,CV Prabowo (Persero) Tbk,+62 (824) 263-7865,Akhir pekan,"pagi, sore, malam",43486677.14983594,SMA,665,Dalam Perhatian Khusus,Berhasil,Terlambat,0,7,Telepon,-6.007433,113.035774
8073669176905806,Raisa Hariyah,laki-laki,"Jawa Timur, 18-01-1962",61,"Gang Rajawali Timur No. 40
Banda Aceh, Kepulauan Bangka Belitung 27734",27734,12,12,Belum menikah,Pegawai Negeri,PT Zulaika (Persero) Tbk,-5757,Akhir pekan,"pagi, sore, malam",175149366.7,D-4,507,Lancar,Berhasil,Terlambat,0,42,Telepon,-7.962576,110.930632
5298601950794830,"KH. Cayadi Januar, S.Kom",perempuan,"Papua, 26-02-1975",48,"Jl. M.H Thamrin No. 9
Padangpanjang, Jawa Tengah 68165",68165,13,15,Cerai hidup,Pegawai Swasta,CV Pradipta,+62 (61) 943-6245,Hari libur nasional/cuti bersama,"pagi, sore, malam",79826945.83948873,S-2,594,Lancar,Berhasil,Tepat waktu,5,22,WhatsApp,-6.626335,108.428553
8164220874884562,Laras Saptono,perempuan,"Kalimantan Barat, 27-06-1996",27,"Jalan Ir. H. Djuanda No. 784
Batam, Jawa Tengah 86152",86152,1,3,Menikah,Profesional,CV Fujiati,+62 (47) 699-5543,Hari kerja,"pagi, malam",48174248.61209594,D-3,664,Lancar,Berhasil,Tepat waktu,0,10,WhatsApp,-8.234049,112.521547
7600127086370236,Wirda Utama,perempuan,"Kalimantan Barat, 31-12-1979",44,"Gg. Jend. Sudirman No. 7
Depok, NT 63598",63598,12,6,Cerai mati,Pegawai Swasta,CV Najmudin (Persero) Tbk,+62 (533) 605 8560,Hari kerja,"pagi, malam",66702471.86038616,SD,428,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,13,WhatsApp,-7.672169,110.272334
4228411168528088,Tgk. Estiawan Handayani,laki-laki,"Bali, 17-08-1992",31,"Gg. Antapani Lama No. 84
Samarinda, Papua Barat 86907",86907,17,5,Cerai mati,Pegawai Swasta,CV Pratiwi Marpaung,+62 (0342) 386 3083,Hari kerja,"pagi, malam",15210798.697631612,SMA,588,Diragukan,Gagal,Terlambat,7,3,Telepon,-7.155013,111.055534
2278432912769076,"R. Lanjar Salahudin, M.TI.",laki-laki,"Sulawesi Barat, 07-09-1975",48,"Jl. Pelajar Pejuang No. 12
Bengkulu, Kalimantan Selatan 12306",12306,16,4,Cerai mati,Buruh,Perum Mardhiyah Nababan,-6319,Hari kerja,malam,114863260.00356628,SD,449,Macet,Gagal,Terlambat,12,27,Field,-6.844739,109.236433
7368635462145170,Adinata Pangestu,perempuan,"Kalimantan Tengah, 02-10-1978",45,"Gg. Ahmad Dahlan No. 93
Sibolga, BA 46036",46036,19,2,Belum menikah,Buruh,PT Yulianti Sinaga Tbk,-8902,Akhir pekan,"pagi, malam",4118786.411138162,S-3,741,Lancar,Berhasil,Terlambat,5,3,Telepon,-8.265159,110.376942
8400517632566238,"KH. Edi Suryatmi, M.M.",laki-laki,"Bali, 14-01-1971",52,"Jl. Indragiri No. 902
Lubuklinggau, Kepulauan Bangka Belitung 17771",17771,19,3,Belum menikah,Buruh,PT Purnawati Firmansyah,+62 (82) 829 9553,Hari libur nasional/cuti bersama,"pagi, malam",67618945.84109126,S-1,520,Macet,Gagal,Terlambat,11,16,Field,-7.146253,110.561433
2561102836886923,"drg. Zelda Halimah, S.T.",perempuan,"Banten, 02-11-1980",43,"Gang Otto Iskandardinata No. 8
Tidore Kepulauan, Jawa Tengah 78113",78113,1,14,Cerai mati,Buruh,PD Safitri Mahendra,+62 (77) 638-7635,Akhir pekan,"pagi, malam",49524262.58828408,SD,332,Lancar,Berhasil,Tepat waktu,0,10,WhatsApp,-8.019402,109.810791
4465179388138130,"Nilam Siregar, S.Kom",laki-laki,"Maluku Utara, 04-11-1964",59,"Gg. Siliwangi No. 633
Kota Administrasi Jakarta Barat, KR 56015",56015,15,3,Menikah,Pengusaha,PT Mandasari,+62 (71) 877-5162,Akhir pekan,"pagi, sore, malam",91373608.36,S-2,609,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,20,WhatsApp,-7.258252,112.280694
9961579976757108,Drs. Aurora Rajata,laki-laki,"Riau, 03-11-1987",36,"Jl. Cihampelas No. 2
Kota Administrasi Jakarta Pusat, KS 97018",97018,2,13,Menikah,Pegawai Negeri,CV Irawan,+62 (92) 506 3221,Hari kerja,malam,77227363.17673127,S-1,544,Diragukan,Berhasil,Terlambat,10,20,Telepon,-7.331203,107.253299
5743808533808896,Janet Pradipta,laki-laki,"Sulawesi Tengah, 28-09-1989",34,"Jl. Astana Anyar No. 10
Tebingtinggi, GO 40318",40318,17,18,Cerai hidup,Pegawai Negeri,PT Halimah,-3114,Akhir pekan,"pagi, sore, malam",116759241.75219068,SMP,617,Lancar,Berhasil,Terlambat,3,26,Telepon,-7.902452,113.721722
2420747560341942,"Tgk. Dinda Farida, S.Pt",laki-laki,"Lampung, 12-09-1965",58,"Gg. Cihampelas No. 29
Kediri, Kalimantan Tengah 94033",94033,16,3,Belum menikah,Buruh,PD Gunawan (Persero) Tbk,-6706,Akhir pekan,"pagi, malam",45256299.31,S-2,592,Diragukan,Gagal,Terlambat,6,9,Telepon,-8.060491,111.924108
5629038046035130,"Puti Maria Hassanah, S.H.",laki-laki,"DI Yogyakarta, 07-08-1997",26,"Jl. Lembong No. 527
Balikpapan, SS 69626",69626,18,14,Cerai mati,Buruh,PD Mardhiyah Tbk,-8474,Hari kerja,malam,93454693.12658772,S-1,645,Dalam Perhatian Khusus,Gagal,Terlambat,0,25,Telepon,-7.993397,106.017112
8781866377578448,"KH. Purwanto Zulaika, S.Farm",perempuan,"Sulawesi Tengah, 01-03-1997",26,"Gg. Sukabumi No. 943
Batu, MU 83402",83402,10,10,Cerai mati,Pengusaha,PT Maulana Rahimah,-8458,Akhir pekan,"pagi, sore, malam",53363565.123516366,D-4,425,Lancar,Berhasil,Terlambat,0,19,Telepon,-6.912282,106.809608
7010374834493472,Wahyu Sirait,perempuan,"Gorontalo, 07-10-1998",25,"Jalan Peta No. 0
Tegal, Sulawesi Tengah 67751",67751,15,8,Cerai mati,Pengusaha,UD Kusmawati Waluyo Tbk,+62 (038) 948-4364,Hari kerja,"pagi, malam",41414148.70876584,D-3,680,Diragukan,Berhasil,Tepat waktu,9,4,Telepon,-8.161581,110.357066
4574886629557628,"Karen Tarihoran, M.Farm",laki-laki,"Jawa Barat, 28-03-1963",60,"Gang Rawamangun No. 30
Cirebon, Kepulauan Bangka Belitung 09178",9178,14,1,Cerai hidup,Pegawai Negeri,PT Permata (Persero) Tbk,+62 (04) 281-7051,Hari kerja,malam,83690796.24440706,SD,653,Diragukan,Berhasil,Terlambat,12,19,Telepon,-7.806343,107.59847
4837036067280345,Melinda Mandala,laki-laki,"Banten, 04-05-1992",31,"Jalan Pelajar Pejuang No. 270
Pangkalpinang, Lampung 54600",54600,11,10,Belum menikah,Pengusaha,PT Habibi Rahayu Tbk,+62 (973) 744-4973,Hari kerja,"pagi, malam",74746504.45755841,SMP,543,Diragukan,Berhasil,Terlambat,0,17,Telepon,-7.241066,110.502523
