debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_zip,debtor_rt,debtor_rw,debtor_address,debtor_number,bulan_1,bulan_2,bulan_3,bulan_4,bulan_5,bulan_6,bulan_7,bulan_8,bulan_9,bulan_10,bulan_11,bulan_12,loan_amount,tenor,billing_frequency,transaction_frequency,interest_rate,other_credit,monthly_income,home_ownership,employment_status,employment_status_duration,public_records,contact_frequency,dti,revolving_credit_balance,occupation,financial_situation,delay_history,amount_of_late_days,number_of_dependents,number_of_vehicles,number_of_complaints,external_factors,communication_channel,working_time,payment_patterns,payment_method,aging,collection_difficulty_score,collection_difficulty_category
3.00419E+15,Silvia Sihombing,laki-laki,"Maluku Utara, 01-09-1979",44,69550,2,7,"Jalan Antapani Lama No. 24
Tebingtinggi, JA 69550",+62 (0876) 517-7113,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,14,9,0.3099,0,114457500,FALSE,Employed,185,0,3,0.1,8561421,Skilled Labor,E,0,188,1,3,1,0,Telepon,Siang - Malam,Awal Bulan,M-Banking,0,368,sedang
2.44403E+15,R.M. Garang Wulandari,laki-laki,"Lampung, 23-07-1962",61,29273,20,12,"Jl. Monginsidi No. 2
Bitung, Papua 29273",+62 (18) 954-3509,0,0,0,0,0,0,0,0,0,0,0,0,183132000,60,22,16,0.2443,0,38152500,FALSE,Employed,53,0,0,0.51,122652657,Other,C,0,229,2,3,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,479,sulit
7.72305E+15,Maria Gunawan,laki-laki,"Bengkulu, 16-08-1980",43,11794,4,3,"Gg. Gedebage Selatan No. 1
Palu, NB 11794",+62-0359-234-8785,0,0,0,0,0,0,0,0,0,0,0,0,167871000,36,20,8,0.1656,0,57228750,TRUE,Employed,153,0,1,0.66,242359941,Administrative Assistant,B,0,368,3,2,0,0,WA,Malam - Pagi,Awal Bulan,ATM,0,291,sedang
9.57635E+15,"Drs. Clara Mustofa, S.Farm",perempuan,"Kalimantan Utara, 04-12-1994",29,54243,13,1,"Gg. S. Parman No. 4
Pasuruan, KR 54243",+62 (273) 081-6004,0,0,0,0,0,0,0,0,0,0,0,0,15261000,36,31,14,0.21,0,29250250.01,FALSE,Full-time,188,0,10,0.13,46866531,Sales - Retail,E,0,1417,3,1,0,0,WA,Pagi - Sore,Awal Bulan,Langsung,0,353,sedang
6.00794E+15,"Drs. Zelaya Haryanti, S.E.I",laki-laki,"Kepulauan Riau, 19-10-1969",54,70709,1,7,"Jl. Peta No. 84
Ambon, Jawa Timur 70709",+62-0373-001-8732,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,25,20,0.35,0,28614375,FALSE,Full-time,0,0,6,0.37,61532352,Sales - Retail,E,0,1496,2,1,0,0,Secara Langsung,Malam - Pagi,Awal Bulan,M-Banking,0,477,sulit
6.16258E+15,Olivia Yulianti,laki-laki,"Bali, 23-01-1980",43,87891,15,11,"Jl. Asia Afrika No. 300
Langsa, JA 87891",+62-006-039-0206,0,0,0,0,0,0,0,0,0,0,0,0,18313200,36,32,15,0.1549,0,43239499.99,TRUE,Part-time,88,0,4,0.03,0,Other,C,0,742,1,2,0,0,WA,Pagi - Sore,Awal Bulan,e-Money,0,248,mudah
5.22919E+15,Gaiman Haryanto,laki-laki,"Gorontalo, 03-05-1979",44,79568,9,5,"Gang Ir. H. Djuanda No. 737
Sabang, JT 79568",+62 (0142) 598-3467,0,0,0,0,0,0,0,0,0,0,0,0,125247027,36,7,30,0.2124,0,86479000.01,TRUE,Employed,183,0,7,0.31,137638959,Other,C,0,250,2,2,0,0,WA,Pagi - Sore,Awal Bulan,Langsung,0,273,mudah
2.04095E+15,Aris Susanti,laki-laki,"Sulawesi Tengah, 22-04-1995",28,90127,4,14,"Gang Jakarta No. 18
Medan, SS 90127",+62-079-736-8495,0,0,0,0,0,0,0,0,0,0,0,0,26706750,36,16,6,0.22,5,64859250,TRUE,Full-time,262,0,8,0.07,16573446,Other,E,0,1939,3,2,0,0,WA,Pagi - Sore,Awal Bulan,ATM,0,316,sedang
9.36103E+15,"Cut Calista Rahmawati, S.I.Kom",laki-laki,"Kepulauan Bangka Belitung, 28-05-1997",26,26238,20,14,"Jalan Wonoayu No. 0
Pariaman, KR 26238",+62 (36) 402-5795,0,0,0,0,0,0,0,0,0,0,0,0,103774800,36,24,12,0.2575,0,35608999.99,TRUE,Full-time,34,0,1,0.14,6684318,Engineer - Mechanical,D,0,592,2,1,0,0,WA,Pagi - Sore,Akhir Bulan,M-Banking,0,331,sedang
8.45517E+15,"Irsad Hidayat, S.Kom",laki-laki,"Kepulauan Bangka Belitung, 16-04-1963",60,41679,2,14,"Gang W.R. Supratman No. 96
Pekalongan, Jawa Tengah 41679",+62 (50) 928-9818,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,6,6,0.298,1,119544500,FALSE,Full-time,18,1,27,0.15,93610974,Professional,E,0,2143,5,3,0,1,WA,Pagi - Sore,Awal Bulan,M-Banking,0,470,sulit
4.92288E+15,"Ikin Sudiati, S.I.Kom",laki-laki,"Nusa Tenggara Timur, 27-02-1986",37,59279,8,7,"Jl. Surapati No. 9
Sukabumi, MA 59279",+62 (92) 856-4703,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,1,12,0.2101,1,38152500,FALSE,Full-time,36,0,14,0.24,32231232,Other,E,0,1383,1,3,0,0,WA,Malam - Pagi,Awal Bulan,ATM,0,349,sedang
4.06165E+15,R. Nasrullah Sihombing,perempuan,"Jawa Tengah, 14-05-1987",36,86205,20,17,"Jalan Rungkut Industri No. 4
Pangkalpinang, KT 86205",+62-967-313-7060,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,15,16,0.198,0,59772250.01,FALSE,Full-time,117,0,7,0.28,370827039,Bus Driver,E,0,1940,4,1,0,0,Telepon,Siang - Malam,Awal Bulan,e-Money,0,388,sulit
7.43429E+15,"Ir. Ida Oktaviani, M.Farm",laki-laki,"DKI Jakarta, 18-02-1999",24,62255,1,13,"Jl. H.J Maemunah No. 155
Jayapura, MU 62255",+62-01-811-4647,0,0,0,0,0,0,0,0,0,0,0,0,22891500,36,1,12,0.35,1,96811968.75,FALSE,Full-time,25,0,13,0.33,281367057,Professional,E,0,143,0,0,0,0,Telepon,Pagi - Sore,Awal Bulan,Langsung,0,327,sedang
2.91551E+15,Calista Manullang,laki-laki,"Sumatera Barat, 08-11-1969",54,40169,12,17,"Gg. Cikutra Timur No. 96
Sorong, RI 40169",+62-031-740-0234,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,8,26,0.2999,0,120816250,TRUE,Employed,189,0,16,0.53,1285586640,Computer Programmer,E,0,561,3,5,0,0,WA,Malam - Pagi,Awal Bulan,ATM,0,330,sedang
3.10387E+15,"Dr. Gabriella Hutagalung, S.I.Kom",perempuan,"Kalimantan Barat, 12-11-1965",58,70190,7,11,"Jalan Stasiun Wonokromo No. 72
Jambi, MU 70190",+62 (0026) 059 2440,0,0,0,0,0,0,0,0,0,0,0,0,45783000,36,22,13,0.145,0,59772250.01,TRUE,Full-time,40,0,18,0.32,351003,Police Officer/Correction Officer,E,0,1767,4,2,0,0,Telepon,Pagi - Sore,Awal Bulan,Langsung,0,293,sedang
8.44684E+15,"Salwa Laksita, M.TI.",laki-laki,"Bengkulu, 20-07-1966",57,91408,10,11,"Jl. Stasiun Wonokromo No. 576
Bukittinggi, KT 91408",+62-972-225-1780,0,0,0,0,0,0,0,0,0,0,0,0,119035800,36,18,10,0.18,0,58500499.99,TRUE,Full-time,11,0,48,0.56,148245354,Professional,E,0,1729,3,2,0,0,WA,Malam - Pagi,Awal Bulan,M-Banking,0,350,sedang
3.52801E+15,Umar Manullang,laki-laki,"Sulawesi Utara, 10-09-1990",33,67620,20,8,"Gang Ir. H. Djuanda No. 851
Palembang, SN 67620",+62 (864) 869-8059,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,22,9,0.316,0,28614375,TRUE,Employed,57,0,8,0.78,145879899,Waiter/Waitress,E,0,296,1,0,1,0,SMS,Pagi - Sore,Awal Bulan,ATM,0,354,sedang
3.88568E+15,"Victoria Kusmawati, S.Psi",laki-laki,"Bali, 08-12-1971",52,89758,14,5,"Jalan Siliwangi No. 068
Denpasar, Jawa Timur 89758",+62 (0846) 728 8408,0,0,0,0,0,0,0,0,0,0,0,0,99196500,36,11,6,0.1029,0,68674500,TRUE,Full-time,309,0,2,0.27,185650065,Postal Service,A,0,121,0,2,1,0,Telepon,Malam - Pagi,Awal Bulan,M-Banking,0,170,mudah
4.92534E+15,"Puti Raina Utami, S.Pt",perempuan,"Maluku, 01-05-1984",39,97395,20,13,"Gg. PHH. Mustofa No. 4
Tanjungbalai, Kalimantan Selatan 97395",+62 (0489) 589 6587,0,0,0,0,0,0,0,0,0,0,0,0,53413500,36,10,18,0.336,0,45783000,TRUE,Full-time,36,0,14,0.11,27607149,Construction,E,0,1364,4,1,3,0,WA,Siang - Malam,Awal Bulan,M-Banking,0,399,sulit
3.02835E+15,Dagel Saefullah,laki-laki,"Jambi, 18-11-1976",47,6503,2,10,"Gg. Jakarta No. 0
Solok, Sulawesi Tengah 06503",+62 (668) 929-5383,0,0,0,0,0,0,0,0,0,0,0,0,30522000,12,10,33,0.2576,1,38152500,FALSE,Full-time,422,0,3,0.63,306303531,Other,E,0,193,3,2,1,0,Email,Pagi - Sore,Akhir Bulan,M-Banking,0,247,mudah
9.12279E+15,"dr. Ana Andriani, S.Psi",perempuan,"Gorontalo, 21-04-1964",59,48419,10,10,"Gang Jamika No. 5
Jayapura, GO 48419",+62 (216) 303 6178,0,0,0,0,0,0,0,0,0,0,0,0,192258078,60,18,11,0.2199,0,63587500.01,FALSE,Full-time,41,0,4,0.28,143087136,Laborer,C,0,527,2,2,0,0,Telepon,Pagi - Sore,Awal Bulan,ATM,0,470,sulit
6.41594E+15,"Dwi Maheswara, S.E.I",laki-laki,"Jawa Timur, 26-06-1965",58,77945,11,14,"Gang Rajawali Barat No. 80
Langsa, Jambi 77945",+62 (0266) 538-4203,0,0,0,0,0,0,0,0,0,0,0,0,30522000,36,15,17,0.2287,0,50869999.99,TRUE,Employed,17,0,12,0.4,338397414,Other,D,0,394,4,2,0,0,Telepon,Pagi - Sore,Awal Bulan,e-Money,0,270,mudah
3.68467E+15,Gasti Budiyanto,laki-laki,"Jambi, 04-10-1973",50,22086,7,16,"Gg. Suryakencana No. 05
Tangerang Selatan, Nusa Tenggara Timur 22086",+62 (587) 408-4245,0,0,0,0,0,0,0,0,0,0,0,0,38930811,36,16,7,0.25,0,36880750.01,FALSE,Full-time,11,0,9,0.19,58312281,Truck Driver,E,0,1790,1,1,0,0,Secara Langsung,Pagi - Sore,Awal Bulan,M-Banking,0,380,sulit
2.70405E+15,Rafi Dabukke,perempuan,"Sumatera Barat, 12-12-1991",32,33694,3,9,"Gang Rumah Sakit No. 086
Padang Sidempuan, Jawa Tengah 33694",+62 (424) 844-8454,0,0,0,0,0,0,0,0,0,0,0,0,33574200,36,27,11,0.3099,0,31793749.99,FALSE,Full-time,82,0,1,0.12,14879475,Waiter/Waitress,E,0,248,0,5,0,0,Telepon,Pagi - Sore,Akhir Bulan,Langsung,0,367,sedang
8.80596E+15,Eka Saputra,perempuan,"Jawa Barat, 01-07-1988",35,99373,11,17,"Gg. Peta No. 41
Payakumbuh, Riau 99373",+62 (90) 029 5232,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,10,3,0.3125,1,44511250.01,FALSE,Employed,44,0,1,0.65,370277643,Other,HR,0,748,3,0,0,0,Telepon,Pagi - Sore,Akhir Bulan,Langsung,0,381,sulit
6.29483E+15,"drg. Johan Damanik, M.TI.",laki-laki,"Aceh, 07-03-1976",47,95786,10,1,"Gg. Astana Anyar No. 045
Pasuruan, Maluku Utara 95786",+62 (02) 871-4385,0,0,0,0,0,0,0,0,0,0,0,0,61044000,60,16,7,0.261,0,28033185.26,FALSE,Employed,85,0,7,0.43,15016824,Professional,D,0,257,2,2,0,0,WA,Siang - Malam,Awal Bulan,Langsung,0,410,sulit
1.39711E+15,Prasetyo Yuliarti,laki-laki,"DKI Jakarta, 20-04-1976",47,69645,18,2,"Jalan Rawamangun No. 796
Sibolga, Sumatera Selatan 69645",+62-075-344-5300,0,0,0,0,0,0,0,0,0,0,0,0,228915000,60,21,44,0.261,0,38152500,FALSE,Full-time,149,0,8,0.63,93885672,Laborer,D,0,144,0,2,0,0,WA,Pagi - Sore,Akhir Bulan,ATM,0,510,sulit
9.28854E+15,"Clara Prasetya, M.Kom.",laki-laki,"DKI Jakarta, 01-05-1964",59,59865,19,10,"Gg. Astana Anyar No. 74
Pontianak, KT 59865",+62 (005) 981-2896,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,29,65,0.3125,0,34337250,FALSE,Employed,79,0,2,0.6,246541455,Other,HR,0,172,3,5,0,1,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,438,sulit
7.21098E+15,"Kemba Hastuti, S.Pt",perempuan,"DKI Jakarta, 19-04-1981",42,91993,5,3,"Gg. Kebonjati No. 6
Ternate, BB 91993",+62-0026-245-7230,0,0,0,0,0,0,0,0,0,0,0,0,30522000,12,8,7,0.1304,0,31793749.99,TRUE,Employed,94,0,3,0.14,0,Other,C,0,564,5,2,0,1,WA,Malam - Pagi,Awal Bulan,M-Banking,0,138,mudah
4.08467E+15,"Victoria Yolanda, S.Sos",laki-laki,"Jawa Barat, 31-03-1979",44,1276,16,13,"Gg. Raya Ujungberung No. 83
Tarakan, SU 01276",+62 (515) 390 2306,0,0,0,0,0,0,0,0,0,0,0,0,19076250,36,9,57,0.35,24,33701374.99,TRUE,Full-time,110,0,2,0.63,134602020,Food Service Management,E,0,1313,2,3,4,0,Telepon,Malam - Pagi,Awal Bulan,ATM,0,441,sulit
4.70891E+15,"Amalia Sihombing, S.T.",perempuan,"Banten, 19-08-1990",33,67185,17,13,"Gang Pelajar Pejuang No. 48
Singkawang, Bengkulu 67185",+62 (77) 467-3297,0,0,0,0,0,0,0,0,0,0,0,0,93092100,36,12,8,0.108,0,117001000,TRUE,Full-time,15,0,10,0.39,2847580512,Other,E,0,243,0,2,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,197,mudah
5.45233E+15,"Kurnia Pangestu, S.Ked",perempuan,"Sulawesi Tenggara, 25-11-1968",55,63182,14,17,"Gg. Dipatiukur No. 72
Probolinggo, JB 63182",+62 (079) 040-7026,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,8,8,0.3177,0,50869999.99,TRUE,Employed,16,0,21,0.4,79189329,Professional,HR,0,438,2,3,1,0,WA,Malam - Pagi,Awal Bulan,ATM,0,329,sedang
5.0249E+15,Winda Rahayu,laki-laki,"Banten, 20-03-1972",51,13482,14,8,"Jl. Soekarno Hatta No. 28
Gorontalo, Gorontalo 13482",+62-18-512-4567,0,0,0,0,0,0,0,0,0,0,0,0,45783000,36,12,33,0.3099,1,44511250.01,FALSE,Employed,33,0,3,0.1,36672183,Other,E,0,773,4,3,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,403,sulit
9.37096E+15,Wani Hutagalung,laki-laki,"Lampung, 02-10-1981",42,83628,11,2,"Gg. Stasiun Wonokromo No. 36
Bengkulu, Jambi 83628",+62 (020) 508 0862,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,26,15,0.1099,0,85207249.99,TRUE,Full-time,3,0,6,0.28,558216858,Analyst,E,0,929,0,2,0,0,Telepon,Pagi - Sore,Awal Bulan,ATM,0,250,mudah
9.73223E+15,Maria Nugroho,laki-laki,"Kalimantan Timur, 23-05-1969",54,51916,8,12,"Jl. R.E Martadinata No. 227
Bima, Sumatera Utara 51916",+62-001-734-1933,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,37,20,0.21,0,110230203,TRUE,Full-time,109,0,15,0.24,266960673,Analyst,C,0,635,3,2,0,0,WA,Pagi - Sore,Awal Bulan,ATM,0,304,sedang
6.33963E+15,"Prima Nasyiah, S.T.",laki-laki,"Kepulauan Bangka Belitung, 10-07-2000",23,92433,16,4,"Gang Erlangga No. 7
Kotamobagu, AC 92433",+62 (094) 029 9516,0,0,0,0,0,0,0,0,0,0,0,0,38152500,36,31,28,0.2625,0,25435000.01,FALSE,Full-time,156,0,6,0.11,0,Other,D,0,527,2,1,0,0,Telepon,Malam - Pagi,Awal Bulan,ATM,0,361,sedang
3.67949E+15,Jaga Sihotang,laki-laki,"Sulawesi Tenggara, 16-10-1991",32,68,18,15,"Jl. Joyoboyo No. 431
Palu, KS 00068",+62-0330-406-0996,0,0,0,0,0,0,0,0,0,0,0,0,61044000,36,24,5,0.3125,1,63587500.01,TRUE,Full-time,108,0,5,0.48,455891853,Social Worker,HR,0,326,2,1,0,0,Telepon,Pagi - Sore,Akhir Bulan,M-Banking,0,327,sedang
4.75705E+15,"T. Olga Wahyudin, M.Pd",perempuan,"Kepulauan Riau, 15-02-1994",29,46298,4,20,"Jl. Ahmad Dahlan No. 990
Sorong, Sumatera Utara 46298",+62 (096) 861-9296,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,9,8,0.3099,0,38152500,FALSE,Employed,62,0,6,0.55,269432955,Other,E,0,836,2,2,0,1,Telepon,Malam - Pagi,Awal Bulan,M-Banking,0,425,sulit
1.35506E+15,T. Joko Sitompul,laki-laki,"Sulawesi Tenggara, 16-11-1992",31,34348,10,11,"Gg. Kutisari Selatan No. 2
Bontang, KU 34348",+62 (0802) 546-8774,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,1,7,0.1899,0,62315749.99,TRUE,Other,98,0,11,0.32,437013996,Other,C,0,121,3,2,1,0,WA,Malam - Pagi,Awal Bulan,M-Banking,0,246,mudah
2.10823E+15,"Yuni Purwanti, S.T.",laki-laki,"Kepulauan Riau, 22-11-1978",45,90824,1,4,"Gang Antapani Lama No. 084
Pangkalpinang, SN 90824",+62 (884) 292-3721,0,0,0,0,0,1,2,3,4,5,6,7,183132000,36,14,27,0.3394,0,54357138.49,FALSE,Full-time,43,0,1,0.2,4456212,Other,D,7,837,1,2,0,0,WA,Siang - Malam,Awal Bulan,M-Banking,1,508,sulit
1.41294E+15,Karma Usamah,laki-laki,"Jawa Tengah, 25-02-1970",53,10761,1,13,"Jalan Cikutra Barat No. 252
Probolinggo, Kepulauan Riau 10761",+62 (076) 373 4270,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,20,10,0.2899,0,69946249.99,TRUE,Employed,128,0,11,0.33,197050032,Analyst,E,0,625,2,1,0,0,Telepon,Malam - Pagi,Awal Bulan,Langsung,0,343,sedang
8.69937E+15,Hana Megantara,perempuan,"Jawa Tengah, 12-11-1972",51,33834,20,6,"Gang Raya Ujungberung No. 8
Yogyakarta, Sulawesi Tengah 33834",+62 (294) 174 3826,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,10,49,0.3099,0,28934856,FALSE,Other,132,0,13,0.4,26462574,Other,E,0,803,2,2,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,450,sulit
8.10689E+15,"Dr. Aisyah Pertiwi, S.T.",laki-laki,"Jawa Tengah, 30-10-1979",44,19968,18,8,"Jalan Joyoboyo No. 773
Batam, JT 19968",+62-972-502-3660,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,28,17,0.15,0,55957000.01,TRUE,Full-time,243,0,3,0.19,44577381,Police Officer/Correction Officer,E,0,503,2,2,0,1,WA,Pagi - Sore,Awal Bulan,M-Banking,0,253,mudah
2.35617E+15,"Hardi Permadi, M.Pd",laki-laki,"Banten, 23-09-1994",29,5503,16,12,"Jl. Asia Afrika No. 0
Semarang, Nusa Tenggara Barat 05503",+62 (099) 692 9415,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,10,19,0.3289,1,91566000,TRUE,Full-time,250,0,1,0.11,0,Teacher,E,0,1890,2,4,0,0,Telepon,Pagi - Sore,Awal Bulan,Langsung,0,421,sulit
1.47094E+15,"Sabrina Hidayat, S.T.",perempuan,"Kalimantan Tengah, 28-08-1982",41,43210,15,19,"Gang Ahmad Yani No. 22
Surabaya, Sulawesi Selatan 43210",+62 (015) 672-3106,0,0,0,0,0,0,0,0,0,0,0,0,106827000,36,19,32,0.1029,0,76305000,TRUE,Employed,202,0,4,0.12,183757701,Tradesman - Mechanic,A,0,251,2,2,0,0,Telepon,Siang - Malam,Awal Bulan,M-Banking,0,208,mudah
6.19716E+15,Irnanto Winarno,laki-laki,"Kepulauan Bangka Belitung, 26-03-1984",39,85674,19,18,"Jl. Otto Iskandardinata No. 7
Solok, BE 85674",+62 (0774) 867-4824,0,0,0,0,0,0,0,0,0,0,0,0,228915000,36,25,6,0.1,0,68165800.01,TRUE,Full-time,7,0,3,0.21,125185983,Other,E,0,1580,2,1,0,0,Telepon,Pagi - Sore,Awal Bulan,M-Banking,0,337,sedang
9.33788E+15,"Sutan Bala Laksmiwati, S.Ked",perempuan,"Kepulauan Bangka Belitung, 11-05-1990",33,48679,8,8,"Gang K.H. Wahid Hasyim No. 3
Tomohon, NB 48679",+62 (081) 909-7724,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,8,39,0.2899,0,56592874.99,FALSE,Employed,68,0,22,0.38,118577970,Administrative Assistant,E,0,868,3,2,0,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,420,sulit
5.03099E+15,"Tgk. Kunthara Maulana, M.M.",laki-laki,"Aceh, 26-08-1968",55,62176,8,2,"Jl. Kebonjati No. 85
Manado, JB 62176",+62 (0017) 386 0124,0,0,0,0,0,0,0,0,0,0,0,0,23654550,36,7,14,0.2899,2,43239499.99,FALSE,Full-time,93,0,8,0.09,16436097,Administrative Assistant,E,0,2041,2,2,0,1,WA,Pagi - Sore,Awal Bulan,e-Money,0,418,sulit
2.13192E+15,Tira Budiyanto,perempuan,"Kalimantan Utara, 24-06-1966",57,55132,8,15,"Jl. Jayawijaya No. 15
Bitung, DKI Jakarta 55132",+62 (757) 465-7303,0,0,0,0,0,0,0,0,0,0,0,0,228915000,36,13,34,0.2287,1,55575475.01,FALSE,Employed,68,0,1,0.55,355504995,Teacher,D,0,449,3,2,0,0,WA,Pagi - Sore,Akhir Bulan,M-Banking,0,429,sulit
9.75941E+15,Shania Budiman,perempuan,"Banten, 01-05-1983",40,6295,15,20,"Jl. Cempaka No. 34
Yogyakarta, Jambi 06295",+62 (053) 929 8692,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,40,6,0.18,11,115729250,TRUE,Full-time,63,0,11,0.05,0,Other,E,0,124,2,2,0,0,WA,Malam - Pagi,Awal Bulan,M-Banking,0,265,mudah
4.00582E+15,Widya Utami,perempuan,"Sulawesi Selatan, 22-11-1968",55,47006,16,20,"Gang Dr. Djunjunan No. 74
Jayapura, Kepulauan Bangka Belitung 47006",+62 (082) 053 1048,0,0,0,0,0,0,0,0,0,0,0,0,28995900,36,1,11,0.2289,1,29250250.01,FALSE,Full-time,229,0,3,0.14,0,Clerical,E,0,1638,3,1,0,0,WA,Pagi - Sore,Akhir Bulan,e-Money,0,342,sedang
2.68891E+15,Manah Rahayu,perempuan,"Kalimantan Barat, 02-03-1988",35,72931,6,7,"Jl. Otto Iskandardinata No. 550
Manado, Nusa Tenggara Barat 72931",+62 (0229) 330-7145,0,0,0,0,0,0,0,0,0,0,0,0,45783000,36,31,35,0.1699,0,31793749.99,FALSE,Part-time,139,0,1,0.14,69483333,Food Service,C,0,206,3,1,0,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,316,sedang
4.72384E+15,Kartika Kusmawati,perempuan,"Bali, 11-08-1999",24,33128,11,8,"Gg. Jayawijaya No. 344
Madiun, SR 33128",+62-08-178-5152,0,0,0,0,0,0,0,0,0,0,0,0,87750750,60,15,56,0.2705,2,76305000,TRUE,Employed,108,0,4,0.22,34001508,Computer Programmer,D,0,427,3,0,2,0,Email,Siang - Malam,Awal Bulan,M-Banking,0,408,sulit
4.63946E+15,Jono Uwais,laki-laki,"Banten, 25-09-1977",46,78472,20,16,"Jl. Jamika No. 1
Kendari, JA 78472",+62-17-993-3661,0,0,0,0,0,0,0,0,0,0,0,0,76305000,60,5,8,0.183,0,57228750,FALSE,Employed,83,0,11,0.22,43814331,Analyst,B,0,133,2,0,1,0,WA,Siang - Malam,Awal Bulan,ATM,0,339,sedang
1.65106E+15,R. Diah Uwais,laki-laki,"Sulawesi Barat, 22-02-1990",33,23878,17,12,"Jalan Suryakencana No. 1
Tasikmalaya, BE 23878",+62 (710) 486-7903,0,0,0,0,0,0,0,0,0,0,0,0,45783000,60,11,18,0.261,0,53413500,FALSE,Employed,99,0,5,0.12,20403957,Administrative Assistant,D,0,439,4,1,0,0,WA,Pagi - Sore,Akhir Bulan,M-Banking,0,409,sulit
9.47926E+15,Paris Maulana,laki-laki,"Riau, 11-03-1990",33,87431,2,1,"Jalan Indragiri No. 85
Bukittinggi, Sulawesi Tenggara 87431",+62 (007) 754 8832,0,0,0,0,0,0,0,0,0,0,0,0,76305000,36,34,9,0.2868,0,44511250.01,FALSE,Full-time,92,0,24,0.62,272942985,Other,E,0,1282,1,2,0,0,SMS,Pagi - Sore,Awal Bulan,M-Banking,0,430,sulit
1.64052E+15,"Puti Zaenab Anggriawan, S.Sos",perempuan,"Sulawesi Tenggara, 05-06-1974",49,86770,16,2,"Gang M.T Haryono No. 775
Bengkulu, Bali 86770",+62-0243-884-4819,0,0,0,0,0,0,0,0,0,0,0,0,50361300,36,11,7,0.18,0,69946249.99,TRUE,Full-time,135,0,13,0.36,397625355,Other,E,0,194,4,4,0,0,Secara Langsung,Pagi - Sore,Akhir Bulan,Langsung,0,235,mudah
3.38726E+15,Ir. Janet Utama,laki-laki,"Kepulauan Bangka Belitung, 13-08-1964",59,44703,8,2,"Jl. Rajawali Timur No. 219
Makassar, Riau 44703",+62 (32) 659-3068,0,0,0,0,0,0,0,0,0,0,0,0,114457500,36,6,12,0.2899,1,108098750,TRUE,Full-time,72,0,15,0.33,1516424526,Administrative Assistant,E,0,971,2,3,0,0,WA,Siang - Malam,Awal Bulan,ATM,0,361,sedang
3.26683E+15,Zelda Hutagalung,perempuan,"Sulawesi Selatan, 15-05-1975",48,45999,19,6,"Gg. Peta No. 0
Tasikmalaya, Kalimantan Timur 45999",+62-0759-972-2760,0,0,0,0,0,0,0,0,0,0,0,0,19076250,36,10,52,0.31,11,84647680.01,FALSE,Full-time,249,0,33,0.23,164849322,Professional,HR,0,1412,1,2,0,0,WA,Pagi - Sore,Awal Bulan,M-Banking,0,411,sulit
1.69224E+15,"Yoga Damanik, S.E.I",laki-laki,"Kepulauan Riau, 05-07-1961",62,9326,4,8,"Jl. Stasiun Wonokromo No. 81
Pontianak, SB 09326",+62 (574) 357 6686,0,0,0,0,0,0,0,0,0,0,0,0,15261000,36,39,64,0.3099,1,42059316,FALSE,Full-time,38,0,5,0.11,30811959,Clerical,HR,0,185,1,3,0,0,WA,Pagi - Sore,Awal Bulan,ATM,0,395,sulit
5.90962E+15,Faizah Setiawan,perempuan,"Kepulauan Bangka Belitung, 03-05-1973",50,94226,12,3,"Gang Ahmad Dahlan No. 44
Samarinda, SS 94226",+62 (85) 328 7067,0,0,0,0,0,0,0,0,0,0,0,0,59517900,36,11,49,0.2899,0,10428349.99,FALSE,Part-time,22,0,2,0.47,7462629,Student - College Senior,E,0,837,2,4,0,0,Telepon,Malam - Pagi,Awal Bulan,M-Banking,0,428,sulit
