debtor_name,debtor_gender,debtor_age,debtor_marital_status,number_of_number_of_dependents,debtor_education_level,employment_year,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,loan_income_expenses_ratio,total_capital,clasify_total_capital,ses,default_risk,loan_purpose,default_score,default_potential,recommendation
Cici Fujiati,laki-laki,34,Sudah menikah,2,D3,5,9500000,3900000,350000000.0,0.25,125000000,375000000,10,120,4955653,88.49,221200000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4955653 dan bunga pertahun sebesar 10%."
Carla Kuswandari,laki-laki,31,Belum menikah,0,S1,6,34500000,8100000,290000000.0,0.25,125000000,375000000,8,72,6574965,24.91,765800000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 6574965 dan bunga pertahun sebesar 8%."
Shakila Hidayanto,perempuan,26,Sudah menikah,4,D4,2,13000000,4300000,450000000.0,0.25,75000000,225000000,11,48,5815243,66.84,307400000.0,Kuat,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1300,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 225000000 dengan cicilan per bulan sebesar 5815243 dan bunga pertahun sebesar 11%."
Tgk. Dewi Mustofa,laki-laki,40,Belum menikah,0,S1,7,30500000,15700000,500000000.0,0.25,200000000,600000000,12,120,8608257,58.16,600600000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 600000000 dengan cicilan per bulan sebesar 8608257 dan bunga pertahun sebesar 12%."
Hardana Sitompul,perempuan,34,Sudah menikah,3,S2,1,13000000,5300000,320000000.0,0.25,75000000,225000000,8,48,5492908,71.34,281400000.0,Kuat,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 225000000 dengan cicilan per bulan sebesar 5492908 dan bunga pertahun sebesar 8%."
Wirda Adriansyah,perempuan,38,Sudah menikah,4,S2,2,17000000,5200000,500000000.0,0.2,600000,2400000,9,72,43261,0.37,397600000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 43261 dan bunga pertahun sebesar 9%."
Genta Hakim,laki-laki,14,Belum menikah,0,SMA,0,6000000,2900000,210000000.0,0.25,125000000,375000000,10,120,4955653,159.86,130200000.0,Lemah,Tinggi,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4955653 dan bunga pertahun sebesar 10%."
Putu Hardiansyah,laki-laki,39,Belum menikah,0,S2,8,45500000,12800000,770000000.0,0.2,100000000,400000000,12,72,7820077,23.91,1023400000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit kendaraan bermotor,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7820077 dan bunga pertahun sebesar 12%."
"Kambali Sitorus, M.TI.",perempuan,37,Sudah menikah,4,D4,6,38500000,8000000,350000000.0,0.3,240000000,560000000,10,120,7400441,24.26,869000000.0,Sangat Kuat,Tinggi,Netral,kredit properti,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 7400441 dan bunga pertahun sebesar 10%."
Caraka Sirait,laki-laki,33,Cerai Hidup,2,SMA,5,7500000,2800000,160000000.0,0.25,125000000,375000000,11,120,5165625,109.91,167400000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 5165625 dan bunga pertahun sebesar 11%."
Damar Fujiati,perempuan,46,Belum menikah,0,D4,6,39000000,17000000,400000000.0,0.3,240000000,560000000,7,120,6502075,29.55,778000000.0,Sangat Kuat,Tinggi,Netral,kredit properti,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 6502075 dan bunga pertahun sebesar 7%."
Intan Palastri,laki-laki,34,Sudah menikah,4,S1,6,34000000,15700000,580000000.0,0.2,100000000,400000000,6,72,6629155,36.22,691600000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit kendaraan bermotor,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 6629155 dan bunga pertahun sebesar 6%."
"Dagel Sirait, M.Farm",laki-laki,50,Cerai Mati,1,SMA,9,12000000,5300000,100000000.0,0.2,60000000,240000000,6,48,5636407,84.13,243400000.0,Cukup,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5636407 dan bunga pertahun sebesar 6%."
Drs. Alika Pratama,perempuan,52,Cerai Mati,2,S3,4,26500000,6400000,330000000.0,0.3,240000000,560000000,7,120,6502075,32.35,596200000.0,Sangat Kuat,Menengah,Netral,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 6502075 dan bunga pertahun sebesar 7%."
R.M. Daryani Pradipta,perempuan,31,Sudah menikah,4,S1,4,8500000,2100000,200000000.0,0.2,70000000,280000000,4,72,4380651,68.45,202800000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 280000000 dengan cicilan per bulan sebesar 4380651 dan bunga pertahun sebesar 4%."
Aslijan Kusumo,laki-laki,43,Sudah menikah,3,SD,5,4500000,1800000,180000000.0,0.25,20000000,60000000,5,48,1381758,51.18,109400000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1200,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 60000000 dengan cicilan per bulan sebesar 1381758 dan bunga pertahun sebesar 5%."
Galih Napitupulu,laki-laki,46,Sudah menikah,1,SMA,2,4500000,1300000,220000000.0,0.25,125000000,375000000,7,120,4354068,136.06,116400000.0,Lemah,Tinggi,Sangat Beresiko,kredit properti,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4354068 dan bunga pertahun sebesar 7%."
Jane Gunarto,perempuan,21,Sudah menikah,2,SMA,1,5500000,3200000,230000000.0,0.2,70000000,280000000,7,72,4773722,207.55,117600000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2650,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 280000000 dengan cicilan per bulan sebesar 4773722 dan bunga pertahun sebesar 7%."
"Tgk. Septi Hidayat, S.H.",perempuan,41,Belum menikah,0,S1,7,28000000,10400000,400000000.0,0.3,240000000,560000000,12,120,8034373,45.65,594200000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 8034373 dan bunga pertahun sebesar 12%."
Calista Mandasari,laki-laki,53,Belum menikah,0,S2,6,33000000,9400000,150000000.0,0.35,280000000,520000000,11,120,7163001,30.35,700200000.0,Sangat Kuat,Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 520000000 dengan cicilan per bulan sebesar 7163001 dan bunga pertahun sebesar 11%."
"R.A. Widya Wahyuni, S.IP",perempuan,39,Sudah menikah,3,S2,6,28500000,7200000,990000000.0,0.2,100000000,400000000,9,72,7210215,33.85,702600000.0,Sangat Kuat,Sangat Tinggi,Baik,kredit kendaraan bermotor,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7210215 dan bunga pertahun sebesar 9%."
Hj. Widya Thamrin,laki-laki,32,Cerai Hidup,2,S1,8,21500000,5800000,730000000.0,0.25,200000000,600000000,12,120,8608257,54.83,527400000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 600000000 dengan cicilan per bulan sebesar 8608257 dan bunga pertahun sebesar 12%."
Dt. Wage Ramadan,laki-laki,39,Sudah menikah,4,SMA,6,13500000,6800000,210000000.0,0.2,60000000,240000000,11,48,6202925,92.58,269400000.0,Kuat,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 6202925 dan bunga pertahun sebesar 11%."
Jumadi Utama,laki-laki,51,Sudah menikah,3,S1,4,13500000,4300000,620000000.0,0.2,60000000,240000000,9,48,5972410,64.92,338400000.0,Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,950,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5972410 dan bunga pertahun sebesar 9%."
Fitriani Iswahyudi,perempuan,27,Belum menikah,0,SMA,7,13500000,3100000,240000000.0,0.2,600000,2400000,7,72,40918,0.39,317800000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 40918 dan bunga pertahun sebesar 7%."
Hamima Rahmawati,perempuan,43,Sudah menikah,3,SMA,6,12000000,4000000,110000000.0,0.2,60000000,240000000,8,48,5859101,73.24,257000000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5859101 dan bunga pertahun sebesar 8%."
Jefri Najmudin,perempuan,27,Sudah menikah,2,SMA,3,4000000,2400000,130000000.0,0.2,16000000,64000000,7,48,1532560,95.78,83200000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2250,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1532560 dan bunga pertahun sebesar 7%."
Joko Namaga,perempuan,33,Cerai Hidup,0,SMA,4,8000000,3000000,180000000.0,0.15,52500000,297500000,4,72,4654442,93.09,178000000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 4654442 dan bunga pertahun sebesar 4%."
"Maras Yulianti, S.Pt",laki-laki,47,Sudah menikah,4,S1,4,10000000,2800000,690000000.0,0.2,600000,2400000,5,72,38652,0.54,279400000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 38652 dan bunga pertahun sebesar 5%."
Hartana Mandala,laki-laki,19,Sudah menikah,5,SMA,0,5000000,1700000,240000000.0,0.2,70000000,280000000,4,72,4380651,132.75,123600000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 280000000 dengan cicilan per bulan sebesar 4380651 dan bunga pertahun sebesar 4%."
Kayun Padmasari,laki-laki,23,Sudah menikah,2,D4,0,16000000,9100000,570000000.0,0.25,125000000,375000000,10,120,4955653,71.82,331800000.0,Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4955653 dan bunga pertahun sebesar 10%."
R.M. Galang Hastuti,laki-laki,43,Belum menikah,0,S1,6,36500000,21800000,80000000.0,0.15,450000,2550000,5,72,41068,0.28,628400000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 41068 dan bunga pertahun sebesar 5%."
Ade Wibowo,laki-laki,40,Sudah menikah,5,D4,4,11500000,6700000,660000000.0,0.2,600000,2400000,7,72,40918,0.85,265600000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 40918 dan bunga pertahun sebesar 7%."
"Dr. Adiarja Usamah, S.Psi",perempuan,42,Cerai Hidup,0,S2,1,14000000,6800000,330000000.0,0.2,60000000,240000000,7,48,5747099,79.82,288400000.0,Kuat,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5747099 dan bunga pertahun sebesar 7%."
dr. Hasta Simbolon,laki-laki,58,Sudah menikah,4,D4,8,33000000,19700000,350000000.0,0.3,240000000,560000000,12,120,8034373,60.41,598600000.0,Sangat Kuat,Tinggi,Sangat Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 8034373 dan bunga pertahun sebesar 12%."
Ganda Hidayat,laki-laki,19,Belum menikah,0,SD,0,5000000,2300000,80000000.0,0.2,16000000,64000000,5,48,1473875,54.59,100400000.0,Lemah,Rendah,Beresiko,kredit kendaraan bermotor,2000,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1473875 dan bunga pertahun sebesar 5%."
"Tgk. Nilam Firmansyah, S.Pd",laki-laki,29,Sudah menikah,1,D4,4,9000000,2400000,560000000.0,0.15,52500000,297500000,5,72,4791217,72.59,247200000.0,Cukup,Sangat Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 4791217 dan bunga pertahun sebesar 5%."
Indah Wacana,perempuan,50,Belum menikah,0,SD,6,12000000,3600000,90000000.0,0.2,600000,2400000,8,72,42080,0.5,259800000.0,Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 42080 dan bunga pertahun sebesar 8%."
Patricia Uwais,perempuan,37,Belum menikah,0,S1,5,6500000,1700000,450000000.0,0.25,125000000,375000000,11,120,5165625,107.62,185600000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 5165625 dan bunga pertahun sebesar 11%."
Hamima Nugroho,laki-laki,44,Cerai Hidup,2,S2,1,16000000,8900000,660000000.0,0.2,600000,2400000,9,72,43261,0.61,344200000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 43261 dan bunga pertahun sebesar 9%."
Prayoga Widiastuti,perempuan,28,Belum menikah,0,SMP,8,10500000,5400000,80000000.0,0.2,60000000,240000000,4,48,5418973,106.25,203200000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5418973 dan bunga pertahun sebesar 4%."
"Kemal Suryatmi, S.Gz",laki-laki,41,Sudah menikah,3,S1,6,23500000,13900000,620000000.0,0.3,240000000,560000000,10,120,7400441,77.09,465200000.0,Sangat Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 7400441 dan bunga pertahun sebesar 10%."
"R.M. Makara Suryatmi, M.TI.",laki-laki,45,Sudah menikah,4,SD,3,3000000,700000,140000000.0,0.2,16000000,64000000,4,48,1445059,62.83,80600000.0,Sangat Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,1700,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1445059 dan bunga pertahun sebesar 4%."
Ghaliyati Hutasoit,laki-laki,54,Sudah menikah,2,D4,8,26000000,15600000,150000000.0,0.25,200000000,600000000,11,120,8265001,79.47,459800000.0,Sangat Kuat,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 600000000 dengan cicilan per bulan sebesar 8265001 dan bunga pertahun sebesar 11%."
Caket Siregar,laki-laki,28,Sudah menikah,1,SD,4,8500000,4600000,170000000.0,0.3,150000000,350000000,9,120,4433652,113.68,169800000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4433652 dan bunga pertahun sebesar 9%."
Jessica Pudjiastuti,laki-laki,31,Cerai Mati,3,SD,7,11500000,4000000,280000000.0,0.2,600000,2400000,9,72,43261,0.58,263000000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 43261 dan bunga pertahun sebesar 9%."
"Sabar Mardhiyah, S.E.I",perempuan,19,Belum menikah,0,SD,0,5000000,2400000,250000000.0,0.25,125000000,375000000,11,120,5165625,198.68,116200000.0,Lemah,Tinggi,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 5165625 dan bunga pertahun sebesar 11%."
"R.A. Anita Nuraini, M.TI.",laki-laki,45,Sudah menikah,1,S1,3,20000000,9400000,240000000.0,0.3,240000000,560000000,7,120,6502075,61.34,394200000.0,Sangat Kuat,Menengah,Sangat Beresiko,kredit properti,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 6502075 dan bunga pertahun sebesar 7%."
Nadine Widiastuti,laki-laki,40,Belum menikah,0,S1,6,31000000,9100000,380000000.0,0.2,100000000,400000000,12,72,7820077,35.71,678800000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7820077 dan bunga pertahun sebesar 12%."
Nugraha Najmudin,laki-laki,34,Cerai Mati,2,SMA,2,5500000,2900000,240000000.0,0.2,16000000,64000000,12,48,1685365,64.82,123200000.0,Lemah,Sangat Rendah,Beresiko,kredit kendaraan bermotor,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1685365 dan bunga pertahun sebesar 12%."
"Tgk. Tomi Sihombing, S.E.I",laki-laki,24,Belum menikah,0,D4,0,11000000,4600000,540000000.0,0.15,450000,2550000,5,72,41068,0.64,262800000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 41068 dan bunga pertahun sebesar 5%."
"dr. Maida Wulandari, S.Pd",perempuan,44,Belum menikah,0,S2,3,10500000,4900000,140000000.0,0.2,60000000,240000000,7,48,5747099,102.63,210200000.0,Cukup,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5747099 dan bunga pertahun sebesar 7%."
Alika Sihombing,laki-laki,11,Sudah menikah,4,SMP,0,3500000,800000,150000000.0,0.25,125000000,375000000,9,120,4750342,175.94,89400000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4750342 dan bunga pertahun sebesar 9%."
"Elvin Sitompul, S.Farm",laki-laki,28,Sudah menikah,2,SMA,6,6000000,1200000,100000000.0,0.25,125000000,375000000,7,120,4354068,90.71,145600000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4354068 dan bunga pertahun sebesar 7%."
Rendy Salahudin,perempuan,30,Sudah menikah,5,S1,6,25000000,12900000,190000000.0,0.2,100000000,400000000,9,72,7210215,59.59,470200000.0,Sangat Kuat,Menengah,Beresiko,kredit kendaraan bermotor,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7210215 dan bunga pertahun sebesar 9%."
"drg. Nabila Salahudin, M.Pd",perempuan,0,Sudah menikah,2,SMA,0,5000000,1800000,250000000.0,0.2,70000000,280000000,7,72,4773722,149.18,123400000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 280000000 dengan cicilan per bulan sebesar 4773722 dan bunga pertahun sebesar 7%."
"Agnes Natsir, S.Gz",perempuan,44,Cerai Hidup,3,S3,4,22500000,5600000,790000000.0,0.3,240000000,560000000,7,120,6502075,38.47,555800000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 6502075 dan bunga pertahun sebesar 7%."
"Siti Novitasari, S.Pt",laki-laki,31,Sudah menikah,3,S2,4,22000000,9900000,140000000.0,0.3,240000000,560000000,10,120,7400441,61.16,427200000.0,Sangat Kuat,Tinggi,Sangat Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 7400441 dan bunga pertahun sebesar 10%."
Lintang Nashiruddin,laki-laki,50,Sudah menikah,4,SMA,6,11000000,6200000,80000000.0,0.15,450000,2550000,9,72,45965,0.96,203600000.0,Cukup,Sangat Rendah,Sangat Baik,kredit usaha,750,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 45965 dan bunga pertahun sebesar 9%."
Asman Anggraini,perempuan,30,Sudah menikah,4,S1,3,14500000,6000000,490000000.0,0.25,125000000,375000000,9,120,4750342,55.89,328000000.0,Kuat,Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4750342 dan bunga pertahun sebesar 9%."
"Kasim Rahayu, M.Pd",laki-laki,15,Belum menikah,0,SMA,0,5500000,2500000,80000000.0,0.2,16000000,64000000,5,48,1473875,49.13,110000000.0,Lemah,Rendah,Beresiko,kredit kendaraan bermotor,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1473875 dan bunga pertahun sebesar 5%."
Belinda Yolanda,laki-laki,43,Sudah menikah,4,D4,7,19000000,4500000,540000000.0,0.2,60000000,240000000,8,48,5859101,40.41,463000000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,850,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5859101 dan bunga pertahun sebesar 8%."
"Drs. Ayu Wastuti, S.Sos",laki-laki,16,Belum menikah,0,SMA,0,3500000,900000,250000000.0,0.15,52500000,297500000,3,72,4520119,173.85,98200000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 4520119 dan bunga pertahun sebesar 3%."
