debtor_name,debtor_gender,debtor_age,debtor_marital_status,number_of_number_of_dependents,debtor_education_level,employment_year,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,loan_income_expenses_ratio,total_capital,clasify_total_capital,ses,default_risk,loan_purpose,default_score,default_potential,recommendation
Nugraha Halimah,laki-laki,29,Sudah menikah,3,SMA,6,4500000,1400000,120000000.0,0.25,125000000,375000000,9,120,4750341.52,153.24,109200000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
Putri Firmansyah,perempuan,53,Sudah menikah,1,SMA,2,3500000,1100000,150000000.0,0.3,150000000,350000000,7,120,4063796.77,169.32,87800000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2650,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
"Dr. Jagapati Anggriawan, M.Kom.",perempuan,15,Cerai Mati,0,SMA,0,4000000,1100000,290000000.0,0.2,16000000,64000000,10,48,1623205.34,55.97,111800000.0,Lemah,Tinggi,Beresiko,kredit kendaraan bermotor,1200,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
Ade Purwanti,laki-laki,28,Sudah menikah,5,SMP,8,6000000,1200000,170000000.0,0.3,150000000,350000000,11,120,4821250.4,100.44,154600000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
"Hj. Violet Iswahyudi, S.T.",laki-laki,33,Sudah menikah,2,SMA,1,4500000,1000000,210000000.0,0.2,70000000,280000000,4,72,4380651.26,125.16,118000000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
Nadine Mahendra,perempuan,27,Sudah menikah,1,D4,3,9000000,2000000,450000000.0,0.3,150000000,350000000,8,120,4246465.8,60.66,240000000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Lintang Firmansyah,laki-laki,30,Belum menikah,0,SMA,5,9500000,4500000,170000000.0,0.15,52500000,297500000,7,72,5072079.43,101.44,196000000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 7% dengan cicilan selama 72 bulan"
Tgk. Nurul Halim,laki-laki,29,Belum menikah,0,S1,5,22500000,11500000,540000000.0,0.2,100000000,400000000,4,72,6258073.23,56.89,461000000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
"T. Aris Yuniar, S.T.",laki-laki,38,Belum menikah,0,S1,0,18000000,8600000,210000000.0,0.25,125000000,375000000,10,120,4955652.63,52.72,349800000.0,Kuat,Menengah,Beresiko,kredit properti,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
KH. Candrakanta Wibisono,laki-laki,49,Sudah menikah,1,SMA,3,4500000,1200000,210000000.0,0.35,175000000,325000000,6,120,3608166.31,109.34,117600000.0,Lemah,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
Septi Hutagalung,perempuan,28,Belum menikah,0,D4,4,24000000,8400000,680000000.0,0.2,100000000,400000000,6,72,6629155.16,42.49,547200000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 72 bulan"
Ozy Rajata,laki-laki,50,Sudah menikah,1,S1,6,22500000,10400000,640000000.0,0.3,240000000,560000000,8,120,6794345.28,56.15,485200000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
"R. Gawati Firmansyah, S.Farm",perempuan,36,Sudah menikah,1,D4,5,16000000,3800000,90000000.0,0.2,600000,2400000,4,72,37548.44,0.31,352400000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
Eka Rahimah,laki-laki,36,Belum menikah,0,S1,4,23000000,13600000,250000000.0,0.2,600000,2400000,6,72,39774.93,0.42,417800000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 6% dengan cicilan selama 72 bulan"
Cut Gawati Rajasa,perempuan,26,Cerai Mati,3,SMA,5,8500000,4200000,250000000.0,0.2,70000000,280000000,10,72,5187234.58,120.63,183600000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
drg. Nadia Waluyo,laki-laki,38,Sudah menikah,3,S3,5,24000000,7400000,150000000.0,0.25,200000000,600000000,11,120,8265000.68,49.79,507200000.0,Sangat Kuat,Menengah,Beresiko,kredit properti,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
Puti Kania Utama,laki-laki,28,Sudah menikah,1,S1,3,7000000,4200000,360000000.0,0.3,150000000,350000000,10,120,4625275.79,165.19,156600000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
"Gawati Yolanda, S.Psi",perempuan,17,Sudah menikah,4,SD,0,4000000,1800000,100000000.0,0.2,16000000,64000000,12,48,1685365.47,76.61,84400000.0,Sangat Lemah,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 12% dengan cicilan selama 48 bulan"
Cayadi Utama,laki-laki,32,Belum menikah,0,S1,3,7500000,2200000,490000000.0,0.2,70000000,280000000,10,72,5187234.58,97.87,205600000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
Karen Pratiwi,laki-laki,26,Sudah menikah,5,SMA,6,12500000,3300000,270000000.0,0.25,125000000,375000000,10,120,4955652.63,53.87,293400000.0,Kuat,Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
Kairav Suryatmi,laki-laki,27,Belum menikah,0,SMA,0,4500000,1300000,160000000.0,0.2,16000000,64000000,4,48,1445059.5,45.16,108400000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1350,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Eja Hutapea,laki-laki,38,Sudah menikah,5,D4,4,23000000,11400000,520000000.0,0.2,100000000,400000000,10,72,7410335.11,63.88,471200000.0,Sangat Kuat,Sangat Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
Nasab Utama,perempuan,41,Belum menikah,0,S2,7,36000000,19300000,420000000.0,0.2,100000000,400000000,11,72,7613631.6,45.59,681400000.0,Sangat Kuat,Tinggi,Beresiko,kredit kendaraan bermotor,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 72 bulan"
"Leo Lestari, M.Kom.",perempuan,37,Belum menikah,0,S1,3,5500000,2100000,240000000.0,0.25,125000000,375000000,9,120,4750341.52,139.72,133800000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
Danang Prakasa,perempuan,17,Sudah menikah,1,SD,0,5000000,1000000,290000000.0,0.2,16000000,64000000,4,48,1445059.5,36.13,137000000.0,Lemah,Tinggi,Baik,kredit kendaraan bermotor,600,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Danang Sitorus,laki-laki,59,Belum menikah,0,SMA,5,4500000,2500000,80000000.0,0.3,150000000,350000000,7,120,4063796.77,203.19,91000000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Zelaya Siregar,laki-laki,36,Belum menikah,0,S3,6,51000000,15400000,600000000.0,0.35,700000000,1300000000,11,240,13418449.1,37.69,1105200000.0,Sangat Kuat,Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 2000000000 dengan bunga sebesar 11% dengan cicilan selama 240 bulan"
Narji Najmudin,perempuan,34,Sudah menikah,2,SMA,8,14500000,8200000,290000000.0,0.25,125000000,375000000,7,120,4354067.97,69.11,286600000.0,Kuat,Sangat Rendah,Sangat Beresiko,kredit properti,2250,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
"Sutan Kala Winarno, S.E.I",laki-laki,25,Belum menikah,0,S1,1,13500000,4800000,150000000.0,0.25,75000000,225000000,10,48,5706581.27,65.59,282400000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,1850,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
Eli Hassanah,perempuan,26,Belum menikah,0,S2,0,17000000,8700000,420000000.0,0.2,600000,2400000,8,72,42079.78,0.51,345600000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
Raharja Uwais,laki-laki,26,Sudah menikah,4,S3,0,19500000,8600000,860000000.0,0.15,450000,2550000,3,72,38743.87,0.36,450800000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
"Jasmani Wastuti, M.TI.",perempuan,39,Belum menikah,0,SMA,5,8500000,1700000,140000000.0,0.35,175000000,325000000,12,120,4662805.82,68.57,202600000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
Violet Oktaviani,laki-laki,41,Sudah menikah,1,D3,5,8000000,3800000,370000000.0,0.2,70000000,280000000,10,72,5187234.58,123.51,188400000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
Ciaobella Puspita,perempuan,47,Sudah menikah,2,S1,4,18500000,7900000,470000000.0,0.3,150000000,350000000,9,120,4433652.08,41.83,400200000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
Tina Pradipta,laki-laki,43,Belum menikah,0,D4,4,12500000,3500000,670000000.0,0.2,60000000,240000000,10,48,6087020.02,67.63,329000000.0,Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,950,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
"Tiara Wulandari, S.Pd",laki-laki,25,Belum menikah,0,S1,1,13000000,2700000,640000000.0,0.2,60000000,240000000,9,48,5972410.17,57.98,344600000.0,Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1050,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 9% dengan cicilan selama 48 bulan"
"Ir. Vanya Kurniawan, M.Pd",perempuan,41,Belum menikah,0,SMA,4,4500000,2000000,230000000.0,0.15,52500000,297500000,4,72,4654441.96,186.18,111000000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
Ratih Zulkarnain,laki-laki,53,Cerai Mati,2,SMA,1,5500000,1900000,80000000.0,0.2,16000000,64000000,6,48,1503041.86,41.75,118200000.0,Lemah,Rendah,Beresiko,kredit kendaraan bermotor,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 6% dengan cicilan selama 48 bulan"
Prayoga Hidayanto,perempuan,42,Belum menikah,0,SD,6,12000000,7100000,240000000.0,0.2,60000000,240000000,6,48,5636406.97,115.03,232800000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 6% dengan cicilan selama 48 bulan"
Mursinin Aryani,perempuan,37,Belum menikah,0,D4,4,24000000,9100000,200000000.0,0.25,200000000,600000000,9,120,7600546.43,51.01,490800000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
"Amalia Prayoga, S.E.",perempuan,37,Sudah menikah,3,S1,6,16000000,9600000,100000000.0,0.15,450000,2550000,5,72,41067.58,0.64,284800000.0,Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
"Qori Wibowo, M.M.",perempuan,42,Sudah menikah,5,D3,3,5500000,2200000,200000000.0,0.2,16000000,64000000,4,48,1445059.5,43.79,128600000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1100,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Zamira Lailasari,laki-laki,29,Belum menikah,0,SMP,1,4500000,1100000,110000000.0,0.3,150000000,350000000,6,120,3885717.57,114.29,106800000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2150,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
Marwata Hidayat,laki-laki,20,Sudah menikah,5,SMA,0,5500000,2600000,80000000.0,0.2,16000000,64000000,4,48,1445059.5,49.83,108800000.0,Lemah,Rendah,Beresiko,kredit kendaraan bermotor,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 4% dengan cicilan selama 48 bulan"
Kamila Pratama,perempuan,25,Cerai Mati,3,S1,1,17000000,8700000,130000000.0,0.2,600000,2400000,9,72,43261.29,0.52,317600000.0,Kuat,Menengah,Sangat Baik,kredit usaha,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
Ismail Mayasari,perempuan,38,Sudah menikah,3,SMA,7,5000000,1400000,170000000.0,0.3,150000000,350000000,9,120,4433652.08,123.16,127200000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
Cahyo Pudjiastuti,perempuan,27,Sudah menikah,2,S1,3,11500000,4700000,420000000.0,0.2,600000,2400000,6,72,39774.93,0.58,264600000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 6% dengan cicilan selama 72 bulan"
drg. Hasan Suwarno,laki-laki,17,Cerai Hidup,0,SMA,0,5000000,2700000,240000000.0,0.25,125000000,375000000,8,120,4549784.79,197.82,111600000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Sakura Hutagalung,laki-laki,53,Belum menikah,0,SMA,7,12000000,4200000,240000000.0,0.2,600000,2400000,6,72,39774.93,0.51,268600000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 6% dengan cicilan selama 72 bulan"
Sabar Nasyiah,perempuan,56,Belum menikah,0,S2,2,13500000,5900000,890000000.0,0.2,600000,2400000,9,72,43261.29,0.57,344200000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
Genta Hariyah,perempuan,24,Sudah menikah,2,S1,0,10000000,4700000,750000000.0,0.2,600000,2400000,3,72,36464.82,0.69,258600000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
"Ir. Cakrajiya Permata, S.IP",perempuan,47,Belum menikah,0,SMA,4,8000000,2300000,280000000.0,0.25,125000000,375000000,11,120,5165625.42,90.63,196400000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
Eluh Nurdiyanti,perempuan,47,Sudah menikah,5,S2,5,28000000,13800000,850000000.0,0.25,125000000,375000000,11,72,7137779.63,50.27,596400000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,950,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 72 bulan"
Drs. Winda Rahmawati,perempuan,40,Sudah menikah,3,D4,6,29500000,11000000,410000000.0,0.15,450000,2550000,9,72,45965.12,0.25,623000000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
Tgk. Putri Maryati,laki-laki,35,Belum menikah,0,S1,7,26500000,7600000,210000000.0,0.3,240000000,560000000,7,120,6502074.84,34.4,572800000.0,Sangat Kuat,Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Maida Mandala,perempuan,42,Sudah menikah,5,D3,5,7000000,4100000,160000000.0,0.2,16000000,64000000,10,48,1623205.34,55.97,139800000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1200,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
Soleh Laksmiwati,perempuan,31,Belum menikah,0,S1,6,16000000,5500000,490000000.0,0.2,60000000,240000000,8,48,5859101.36,55.8,373000000.0,Sangat Kuat,Tinggi,Beresiko,kredit kendaraan bermotor,950,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 8% dengan cicilan selama 48 bulan"
Uli Hidayanto,laki-laki,38,Sudah menikah,5,S1,5,10500000,5400000,140000000.0,0.2,600000,2400000,5,72,38651.84,0.76,206200000.0,Cukup,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
"Ir. Dina Santoso, S.Sos",perempuan,31,Sudah menikah,4,SMA,6,8000000,2700000,250000000.0,0.25,125000000,375000000,10,120,4955652.63,93.5,190600000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
dr. Kani Puspasari,laki-laki,29,Cerai Mati,3,SMA,4,7000000,1900000,280000000.0,0.2,70000000,280000000,6,72,4640408.61,90.99,177200000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 6% dengan cicilan selama 72 bulan"
"R.A. Agnes Hutasoit, S.I.Kom",laki-laki,28,Belum menikah,0,SMA,6,12000000,3100000,180000000.0,0.2,60000000,240000000,11,48,6202925.43,69.7,274800000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 11% dengan cicilan selama 48 bulan"
Marsito Rajasa,perempuan,24,Sudah menikah,4,S1,0,14500000,3800000,640000000.0,0.3,150000000,350000000,6,120,3885717.57,36.32,366400000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
Gatra Mandasari,perempuan,35,Sudah menikah,3,S2,4,27000000,12600000,190000000.0,0.2,100000000,400000000,9,72,7210214.87,50.07,519800000.0,Sangat Kuat,Tinggi,Beresiko,kredit kendaraan bermotor,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
Elma Wijayanti,laki-laki,30,Cerai Mati,1,S1,4,9500000,5500000,230000000.0,0.25,87500000,262500000,4,72,4106860.56,102.67,189000000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 4% dengan cicilan selama 72 bulan"
drg. Lanjar Habibi,laki-laki,31,Sudah menikah,3,D4,6,15500000,4900000,400000000.0,0.15,450000,2550000,7,72,43474.97,0.41,359200000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 7% dengan cicilan selama 72 bulan"
"Ir. Paulin Mandala, S.Sos",laki-laki,25,Belum menikah,0,D4,1,15000000,6900000,630000000.0,0.2,60000000,240000000,11,48,6202925.43,76.58,341200000.0,Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1350,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 11% dengan cicilan selama 48 bulan"
