debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,debtor_education_level,debtor_location,debtor_personality,total_text,total_calls,total_visit,foreclosure,write_off,delay_history,arrears_amounts,credit_score,debtor_number_of_dependents,debtor_cars_count,debtor_motorcycle_count,debtor_house_count,monthly_income,loan_amount,tenor,interest_rate,collector_name
6235151593057052,"Oman Melani, S.Gz",perempuan,"Riau, 28-09-1974",49,"Jalan Monginsidi No. 3
Kediri, Gorontalo 16738",16738,16,11,Cerai mati,Pegawai Swasta,CV Putra Oktaviani Tbk,+62 (037) 793-4379,SMP,Pekanbaru,kalem,2,3,1,1,0,13,1,575,4,2,2,2,446123848,6847880659.771589,11,9,Ashley Marshall
8269687126511021,Gawati Prasetyo,laki-laki,"Aceh, 07-08-1992",31,"Gg. Merdeka No. 96
Probolinggo, SG 72072",72072,20,20,Cerai mati,Pegawai Negeri,Perum Pertiwi Thamrin Tbk,+62 (76) 765-7389,D3,Denpasar,sedang,1,4,2,1,1,7,2,692,3,3,2,1,608323751,4846263820.411565,12,9,Steven Ryan
1474561041796257,"Emin Rajasa, S.Kom",laki-laki,"Kepulauan Riau, 22-01-1982",41,"Jalan Cempaka No. 07
Langsa, Bengkulu 02158",2158,15,9,Cerai hidup,Pengusaha,CV Prasasta Wibisono,+62-093-217-3561,SD,Makassar,keras,4,3,4,0,0,19,4,361,4,3,3,2,722155691,8345976407.971842,14,9,Charles Ferrell
3313712531812830,"Drs. Zelda Uyainah, S.Farm",perempuan,"Riau, 25-10-1999",24,"Jl. Setiabudhi No. 06
Palu, PB 16719",16719,1,16,Cerai hidup,Profesional,Perum Saputra Winarsih,+62-093-213-5241,SMA,Makassar,keras,5,4,4,1,1,9,2,679,4,3,2,1,433264223,5343089474.361592,11,9,Alan Roach
1753479819867660,Ivan Zulaika,perempuan,"Banten, 01-04-1992",31,"Jl. Wonoayu No. 21
Blitar, Gorontalo 91216",91216,12,15,Cerai mati,Pegawai Negeri,PT Nababan,+62 (024) 085 1543,S2,Batam,keras,3,4,0,0,0,15,3,558,2,1,2,1,265553149,3952329991.8192954,6,8,David Olsen
2011411133095594,Maryanto Hidayat,laki-laki,"Sulawesi Utara, 19-08-1988",35,"Jalan Laswi No. 74
Payakumbuh, JT 09943",9943,18,16,Cerai hidup,Buruh,Perum Firgantoro (Persero) Tbk,+62 (0714) 886 0909,S2,Tangerang,kalem,1,5,1,1,1,4,0,740,4,2,2,1,574307543,6685821398.691338,10,9,Stacy Austin
7502281817699083,"Ir. Ella Farida, M.TI.",perempuan,"Kalimantan Selatan, 05-01-1974",49,"Jalan Pasir Koja No. 064
Jambi, Jambi 55192",55192,4,1,Belum menikah,Buruh,PD Sihombing,+62 (19) 922 8445,SMP,Batam,keras,4,4,0,0,0,11,4,576,3,2,2,1,386918079,4700138392.649945,10,8,Brandon Mcgee
8578574310000439,Jaya Damanik,perempuan,"Kalimantan Timur, 17-07-1989",34,"Jl. Rajiman No. 364
Batu, Kepulauan Riau 87178",87178,11,9,Cerai hidup,Pengusaha,CV Siregar Waskita Tbk,+62-0573-196-9802,SMP,Bogor,kalem,1,0,0,0,0,1,1,838,2,2,2,1,434848928,4183190761.1147695,8,8,Paul Jimenez
9257790749774009,Taswir Riyanti,perempuan,"DI Yogyakarta, 11-10-1995",28,"Jl. Cikapayang No. 483
Pasuruan, Bali 08404",8404,7,9,Belum menikah,Pengusaha,UD Marpaung,+62 (032) 439-6041,S2,Medan,kalem,1,3,3,0,0,7,0,662,4,2,1,1,406702408,5820386170.91385,9,8,David Fischer
5343767426190308,Dt. Karna Aryani,perempuan,"Sulawesi Utara, 26-01-1985",38,"Gang Merdeka No. 75
Jayapura, AC 41111",41111,12,12,Belum menikah,Profesional,PD Kurniawan Aryani,+62 (415) 410 0584,S3,Yogyakarta,keras,5,1,0,0,0,2,0,779,2,2,1,1,489335608,5876294389.256768,7,9,William Vang
2336124365563474,"drg. Yusuf Saputra, S.Psi",laki-laki,"Bengkulu, 03-08-1982",41,"Gg. KH Amin Jasuta No. 318
Tangerang, BT 39194",39194,20,9,Cerai hidup,Buruh,PT Kusmawati Kusumo,+62 (0373) 349 9658,D3,Pekanbaru,sedang,2,2,4,0,0,3,0,831,2,3,2,1,442586753,3315694697.439102,9,8,Richard Santiago
3697965193007994,Dt. Kemal Pranowo,laki-laki,"Riau, 11-08-1974",49,"Gg. Stasiun Wonokromo No. 95
Pekanbaru, Jawa Barat 05587",5587,7,20,Cerai mati,Pegawai Swasta,CV Puspasari Habibi (Persero) Tbk,+62 (61) 665 6632,S2,Semarang,keras,3,3,4,1,0,8,2,688,3,2,2,1,485679866,5423252240.401538,10,8,Christopher Martin
2865494198687402,Dt. Jayadi Widodo,laki-laki,"Aceh, 25-10-1968",55,"Gang Merdeka No. 638
Purwokerto, Bali 31776",31776,9,8,Menikah,Profesional,UD Gunarto Maheswara,+62 (593) 970-4229,SMA,Surabaya,kalem,3,0,0,0,0,7,0,594,4,4,3,1,583418187,5095183529.608219,13,9,Ashley Ponce
9557884601400180,Padma Suartini,laki-laki,"Papua, 27-08-2000",23,"Gg. Setiabudhi No. 0
Tual, Aceh 73760",73760,16,17,Cerai hidup,Profesional,Perum Anggraini,+62 (0448) 849 5605,S1,Bogor,keras,1,5,2,1,0,0,0,828,3,2,2,1,595867319,5715997581.36367,11,9,Dr. Lee Torres
5544412165952295,"Drs. Hafshah Hidayat, M.Ak",perempuan,"Kalimantan Tengah, 20-06-1989",34,"Gang S. Parman No. 80
Kupang, SS 19541",19541,10,16,Cerai hidup,Profesional,CV Novitasari Marpaung (Persero) Tbk,+62 (983) 175 2785,S2,Banjarmasin,kalem,1,1,4,1,1,11,4,582,3,3,2,1,382734376,3280185028.573,6,8,Gary Robinson
5861491817147718,Dacin Yuliarti,laki-laki,"Papua, 24-05-1989",34,"Jalan S. Parman No. 8
Tanjungbalai, Bengkulu 64028",64028,14,4,Menikah,Buruh,PD Widodo,+62 (0571) 271-8524,S3,Makassar,kalem,5,0,0,0,0,1,1,739,1,2,1,1,255583976,2622378977.110201,7,8,Erin Peters
1828699150489945,Karna Sihombing,laki-laki,"Bali, 05-07-1966",57,"Jl. Kiaracondong No. 716
Batu, SG 52007",52007,10,20,Belum menikah,Buruh,Perum Nainggolan Tbk,+62 (091) 986 5708,SMA,Medan,kalem,3,2,1,0,0,6,3,639,2,2,2,1,411174555,5051492715.435326,8,8,Joseph Vasquez
9293437990617151,"Kuncara Setiawan, M.Pd",laki-laki,"Papua, 03-06-1978",45,"Gang Pasirkoja No. 27
Tangerang Selatan, Gorontalo 77251",77251,8,2,Belum menikah,Pegawai Negeri,Perum Farida Suryatmi,+62-0326-571-9283,S2,Malang,sedang,2,2,4,1,1,4,3,804,3,2,2,1,437226075,5583205974.282616,9,8,Joshua Little
5784714674562550,"Hj. Rina Maulana, S.Pt",laki-laki,"Papua, 07-12-1969",54,"Jl. Rumah Sakit No. 8
Purwokerto, MA 60502",60502,16,20,Belum menikah,Buruh,Perum Ardianto Wulandari (Persero) Tbk,+62-900-467-1831,S2,Depok,kalem,1,3,0,0,0,7,4,624,3,3,2,1,549215081,5535546203.536508,10,9,Kimberly Warner
6320990586543555,Ida Prastuti,laki-laki,"Jawa Timur, 28-05-1966",57,"Jalan Ahmad Yani No. 06
Surabaya, KT 40543",40543,20,9,Menikah,Pegawai Negeri,CV Handayani Jailani,+62 (113) 102 0737,S3,Samarinda,keras,3,0,0,0,0,8,2,611,2,1,0,0,163637197,3003186452.2632365,4,8,Cynthia Smith
5748919265501695,"Puti Elisa Wacana, M.TI.",laki-laki,"Sulawesi Tenggara, 09-11-1994",29,"Gang Cihampelas No. 60
Kota Administrasi Jakarta Barat, Riau 22140",22140,17,7,Cerai mati,Pegawai Swasta,UD Usada,+62 (0240) 878 4327,S2,Makassar,sedang,5,4,1,1,0,18,0,404,4,3,3,2,526628759,6045829863.341724,12,9,Charles Ferrell
6977529508055014,Salwa Mustofa,laki-laki,"Papua Barat, 08-02-1981",42,"Jalan Waringin No. 825
Batu, Sulawesi Utara 25550",25550,8,8,Belum menikah,Pegawai Swasta,CV Kuswoyo Lazuardi (Persero) Tbk,+62 (812) 867 6508,SD,Batam,kalem,3,1,1,1,0,2,0,829,4,2,1,1,530229798,5091644840.666834,11,8,Teresa Lopez
4950678737673967,"Cut Mila Hutapea, S.Gz",laki-laki,"Papua Barat, 17-07-1992",31,"Jl. Yos Sudarso No. 5
Bandung, SU 12213",12213,7,10,Cerai mati,Buruh,UD Wahyuni Ardianto (Persero) Tbk,+62-082-178-0443,SD,Bekasi,kalem,1,5,2,0,0,8,4,612,2,3,2,1,454597858,4393384464.738067,9,8,Elizabeth Thomas
7352698525505091,Bakidin Pradana,perempuan,"Jawa Timur, 20-11-1975",48,"Gang Cikutra Timur No. 558
Mataram, Sumatera Selatan 33381",33381,15,1,Cerai hidup,Pegawai Swasta,PT Mangunsong,+62-273-024-0138,SD,Medan,kalem,3,3,2,0,0,4,4,834,2,2,2,1,319178111,3798404750.8013,6,8,Vincent Daniel
4919661235284449,Sutan Umaya Rahmawati,laki-laki,"Sulawesi Selatan, 21-05-1996",27,"Gg. Sukabumi No. 43
Cirebon, Jawa Tengah 27330",27330,11,20,Belum menikah,Pengusaha,CV Firmansyah Oktaviani,+62 (0614) 353 2974,S1,Denpasar,kalem,4,3,3,1,0,20,1,377,3,2,1,1,462301903,3777907473.805133,8,8,Matthew Mullins
9795032703239516,"Anita Waluyo, S.Sos",perempuan,"Kalimantan Barat, 16-05-1996",27,"Jl. Veteran No. 39
Prabumulih, SG 60079",60079,12,8,Cerai hidup,Pengusaha,CV Kuswoyo Prakasa Tbk,+62 (438) 052-2857,S1,Malang,sedang,2,0,0,0,0,12,0,560,3,2,2,1,369367208,5677665825.133108,13,9,Sydney Nelson
7453074532340715,Omar Mandala,laki-laki,"Kalimantan Tengah, 20-09-1975",48,"Gang Cikutra Timur No. 641
Pangkalpinang, Aceh 12672",12672,16,20,Belum menikah,Pegawai Negeri,Perum Wibowo Puspasari,+62 (279) 911 0032,D3,Makassar,sedang,2,4,1,0,0,14,0,486,1,1,1,0,423510560,3171715764.945051,8,8,Charles Ferrell
9447492679979921,R.A. Hesti Santoso,laki-laki,"Papua, 29-12-1968",55,"Gg. Tebet Barat Dalam No. 71
Salatiga, Papua Barat 85775",85775,14,4,Belum menikah,Pegawai Negeri,PT Manullang Mandala Tbk,+62 (096) 911 0131,S1,Denpasar,kalem,3,3,1,0,0,5,0,847,2,2,2,1,377941646,5005801913.046031,8,8,Matthew Mullins
9881594484901067,Ir. Garan Wasita,laki-laki,"Maluku Utara, 06-01-1976",47,"Gg. Jamika No. 4
Palopo, Sumatera Utara 87476",87476,8,8,Cerai hidup,Profesional,Perum Mulyani Laksmiwati,+62 (94) 301-1023,SD,Bandung,kalem,2,3,0,0,0,5,3,700,3,2,2,1,353786693,4873599764.206211,8,8,Joshua Lopez
3422448311842254,Jono Permata,perempuan,"Lampung, 12-03-1980",43,"Jl. Surapati No. 95
Jambi, Kalimantan Utara 45185",45185,15,18,Menikah,Pegawai Swasta,Perum Hutagalung Halim,+62 (095) 138 6566,D3,Surabaya,keras,1,1,0,0,0,8,0,601,3,2,1,1,463266829,4661815980.390764,9,8,Jonathan Howard
8538752213953262,"Lukita Natsir, S.Kom",laki-laki,"Kepulauan Bangka Belitung, 06-07-1976",47,"Jalan Pelajar Pejuang No. 400
Kota Administrasi Jakarta Barat, JA 08728",8728,15,15,Cerai mati,Profesional,PD Nasyidah,+62 (0304) 822 7809,S2,Yogyakarta,keras,1,0,0,0,0,7,1,638,2,2,1,2,537390838,5067007759.47506,11,9,Daniel Berry
6016727644604497,Catur Maulana,laki-laki,"Kalimantan Barat, 02-02-1962",61,"Gg. S. Parman No. 47
Batam, Nusa Tenggara Timur 23067",23067,9,17,Belum menikah,Buruh,PD Firmansyah,+62-0711-879-1444,SD,Balikpapan,sedang,3,5,4,1,1,3,0,746,4,3,3,1,677380203,6618348564.511309,11,9,Mrs. Cheryl Wright MD
3670691097224139,Balidin Oktaviani,perempuan,"Bengkulu, 22-06-1967",56,"Jl. BKR No. 911
Padang Sidempuan, GO 61916",61916,18,7,Cerai hidup,Profesional,PT Wasita (Persero) Tbk,+62 (075) 887-5101,SMP,Samarinda,keras,2,2,5,0,0,8,3,647,2,1,1,0,317254199,3820234412.835682,6,8,Sean Harper
9888814282430054,Sadina Hastuti,laki-laki,"Sulawesi Barat, 04-04-1967",56,"Jalan Veteran No. 25
Surakarta, PB 84578",84578,11,9,Menikah,Pegawai Swasta,UD Pranowo (Persero) Tbk,+62 (734) 617-0989,SMP,Medan,sedang,2,4,2,0,0,8,4,624,3,1,1,0,505445383,5374752599.372414,8,8,Matthew Sullivan
1483202608238482,Cici Manullang,laki-laki,"Kepulauan Bangka Belitung, 16-03-1973",50,"Jalan Kebonjati No. 7
Bima, Maluku Utara 01221",1221,19,15,Menikah,Profesional,Perum Kuswoyo,+62 (776) 748 5106,S3,Denpasar,keras,3,5,1,0,0,3,2,816,2,1,1,0,267586694,2936715889.940467,6,8,Matthew Mullins
4505093493921128,"Karimah Handayani, S.Farm",perempuan,"Papua Barat, 31-10-1965",58,"Jalan Erlangga No. 5
Batam, BE 55453",55453,19,20,Belum menikah,Pengusaha,CV Lazuardi Wibowo,+62 (0538) 633 3491,SMP,Medan,keras,5,0,0,0,0,17,4,394,3,1,2,1,361893403,5484530171.351677,8,9,Gabrielle Ryan
7786506965357801,Uli Kurniawan,perempuan,"Jambi, 26-09-1977",46,"Gg. Dipatiukur No. 8
Tomohon, BB 30404",30404,6,11,Belum menikah,Pengusaha,PD Sitompul Yolanda Tbk,+62-035-527-5447,SD,Tangerang,keras,2,5,4,1,1,20,2,373,3,2,1,1,338310384,5184050069.855449,10,9,Andrew Murray II
3800155193454317,"Agnes Yuniar, S.T.",perempuan,"Sumatera Utara, 09-06-1970",53,"Gg. Wonoayu No. 7
Sibolga, NT 14457",14457,7,9,Cerai mati,Pengusaha,PD Nuraini Rahmawati (Persero) Tbk,+62-033-542-1231,S1,Banjarmasin,kalem,3,1,5,1,1,16,0,446,2,1,1,1,386437509,4041069755.335352,6,9,Gary Robinson
6616577747769848,Bakianto Mahendra,perempuan,"Lampung, 03-06-1964",59,"Gang Suniaraja No. 5
Kupang, Sulawesi Tenggara 63612",63612,2,15,Cerai mati,Profesional,PD Prasetya,+62 (53) 595 2202,D3,Bandung,kalem,5,1,2,0,0,10,2,621,3,2,1,1,374094558,4549666943.54462,10,9,Corey Arnold
4894549939470065,"Balijan Dongoran, S.Sos",laki-laki,"Papua, 03-07-1962",61,"Gg. Gedebage Selatan No. 78
Lubuklinggau, Jawa Tengah 01296",1296,5,9,Menikah,Pengusaha,PD Hidayat,+62-659-126-0242,SMA,Bekasi,kalem,3,1,1,1,1,17,4,375,3,2,2,1,332295066,5161119700.604371,11,8,Paul Carroll
5294382707704159,Kambali Saptono,laki-laki,"Bengkulu, 26-04-1984",39,"Gang Gardujati No. 48
Bukittinggi, JI 50882",50882,6,18,Menikah,Pegawai Negeri,PD Pudjiastuti,+62 (32) 958-6136,S3,Banjarmasin,kalem,3,1,2,0,0,18,4,430,3,2,2,1,629813399,6830860990.740244,12,9,Brian Mcdonald
3170588031816466,"Cahyono Maryadi, S.I.Kom",laki-laki,"Sumatera Barat, 19-07-1999",24,"Jl. Sentot Alibasa No. 688
Palangkaraya, JA 57031",57031,16,8,Cerai mati,Pegawai Negeri,UD Najmudin Nasyidah Tbk,+62 (339) 758-3381,SMP,Bogor,keras,1,4,4,1,1,11,3,515,3,2,2,1,400620587,5079207728.913363,9,9,Amy Gibson
3001064228263022,"Daniswara Situmorang, S.I.Kom",laki-laki,"Kepulauan Riau, 12-03-1989",34,"Gang Waringin No. 3
Kota Administrasi Jakarta Utara, ST 94560",94560,11,16,Menikah,Pegawai Swasta,PT Utami,+62 (89) 094 4658,S1,Denpasar,sedang,5,4,0,0,0,0,0,826,4,3,2,1,345691783,6050663174.109116,10,8,Steven Ryan
8192344501351407,Carub Wastuti,laki-laki,"Sulawesi Barat, 11-01-1961",62,"Jl. Rajawali Barat No. 139
Tomohon, Sulawesi Barat 12635",12635,16,19,Menikah,Buruh,PT Saefullah Haryanto Tbk,+62-66-389-6597,SD,Padang,keras,5,0,0,0,0,16,3,317,3,1,2,1,331164638,4531645556.405876,8,8,Gina Bailey
3922565935089549,Ika Utami,perempuan,"Kepulauan Riau, 17-10-1969",54,"Gang Gegerkalong Hilir No. 6
Tual, JK 46717",46717,2,11,Cerai mati,Pegawai Negeri,PT Latupono Tbk,+62-0380-037-5173,S2,Padang,sedang,4,3,3,1,0,18,0,381,2,1,1,1,522473451,3742219181.943568,6,8,Kristina Avila
7987616655714912,Nasab Iswahyudi,perempuan,"Jambi, 19-06-1962",61,"Gg. Raya Ujungberung No. 3
Batam, Nusa Tenggara Barat 60719",60719,10,5,Belum menikah,Pegawai Swasta,CV Najmudin (Persero) Tbk,+62-0693-841-3727,D3,Makassar,kalem,5,5,5,1,1,13,3,525,3,2,1,0,348825468,5231402408.107342,6,8,Ronald Cannon
1800950648948434,Wardaya Anggraini,laki-laki,"Sulawesi Barat, 01-11-1982",41,"Gang Waringin No. 11
Metro, SR 11060",11060,19,4,Belum menikah,Pegawai Negeri,PD Susanti Aryani Tbk,+62 (0030) 689-4423,S3,Makassar,kalem,2,3,0,0,0,10,1,658,4,3,3,1,603233830,6117181926.777846,12,9,Erin Peters
4079456222330190,Drs. Lintang Mansur,perempuan,"Nusa Tenggara Barat, 12-04-1960",63,"Gang Setiabudhi No. 16
Sawahlunto, Sulawesi Tenggara 84295",84295,7,20,Cerai hidup,Pegawai Negeri,PD Putra Kusumo (Persero) Tbk,+62 (0597) 037-0213,S3,Medan,kalem,2,0,0,0,0,8,4,660,2,2,1,1,445382321,3300517468.4853745,8,8,Vincent Daniel
2220926129509087,Sabrina Padmasari,perempuan,"Riau, 08-01-1963",60,"Jl. Raya Setiabudhi No. 639
Subulussalam, BA 52332",52332,1,16,Menikah,Profesional,PT Zulaika Puspasari (Persero) Tbk,+62-02-930-6037,S3,Balikpapan,kalem,3,2,0,0,0,14,1,553,3,2,2,0,416558207,5854938878.207222,8,8,Colleen Lawrence
2244448045022300,"R.M. Gandi Rahayu, S.I.Kom",laki-laki,"Kalimantan Timur, 09-09-1983",40,"Gg. Monginsidi No. 4
Tegal, Jawa Tengah 88325",88325,6,3,Cerai mati,Buruh,CV Haryanti Tbk,+62 (0218) 152 7675,S1,Tangerang,sedang,3,2,2,1,1,15,1,549,1,1,1,0,251918876,4108839393.483728,7,8,William Rivera III
6733169530327051,Muni Hastuti,perempuan,"Bengkulu, 29-04-1966",57,"Gang Cikutra Timur No. 481
Pangkalpinang, Maluku Utara 83628",83628,2,4,Cerai hidup,Pengusaha,UD Laksmiwati Tbk,+62 (0763) 330-0258,S2,Bekasi,sedang,1,4,2,0,0,20,1,310,3,2,2,1,297454926,4483293094.291148,7,8,Emma Arroyo
3100696840308898,Hani Permadi,perempuan,"Jawa Tengah, 23-01-1972",51,"Jl. Joyoboyo No. 3
Dumai, KU 38003",38003,12,6,Belum menikah,Pengusaha,PD Natsir Tarihoran (Persero) Tbk,+62 (01) 214 9488,SD,Denpasar,sedang,4,1,4,1,0,12,1,551,1,2,1,1,297414133,2521850758.1541724,3,8,Rachel Smith
9757673753267569,dr. Vero Najmudin,perempuan,"Nusa Tenggara Barat, 01-11-1975",48,"Gg. Jakarta No. 44
Batam, Jawa Timur 27400",27400,9,9,Cerai mati,Pegawai Negeri,UD Siregar Wibowo Tbk,+62 (0627) 098 7270,SMA,Malang,sedang,3,3,4,1,0,13,4,470,2,1,0,0,251449098,3687140420.422569,5,8,Sydney Nelson
4596312080141865,"Muhammad Hardiansyah, S.Gz",laki-laki,"DI Yogyakarta, 08-07-1964",59,"Jalan Setiabudhi No. 387
Subulussalam, Jawa Timur 50247",50247,10,5,Belum menikah,Pengusaha,Perum Lestari Jailani,+62-0837-485-4572,S2,Balikpapan,kalem,1,3,0,0,0,6,1,603,2,2,3,2,534950003,6275573790.883103,11,9,Victoria Blair
9544043438697128,"Drs. Raina Nainggolan, S.Ked",perempuan,"DKI Jakarta, 18-07-1968",55,"Gg. Cikapayang No. 058
Cirebon, Sulawesi Tengah 20454",20454,9,5,Cerai mati,Buruh,PT Prasasta Tbk,+62 (025) 358-9297,SMA,Jakarta,kalem,4,2,3,0,0,13,3,529,2,1,1,1,415272193,4255473183.6692,7,8,Sean Strong
8912620476498357,Jais Hardiansyah,perempuan,"Jawa Timur, 01-01-1987",36,"Gg. Gedebage Selatan No. 55
Probolinggo, BE 46736",46736,2,7,Cerai hidup,Buruh,UD Suryatmi,+62 (081) 687 3901,S3,Jakarta,kalem,3,1,5,1,0,9,4,670,0,1,1,0,315723009,1102481648.8437748,2,8,Sean Strong
6320521671688100,Indah Samosir,laki-laki,"Banten, 06-08-1989",34,"Jalan Dr. Djunjunan No. 15
Depok, SB 05151",5151,2,13,Cerai hidup,Pengusaha,PT Safitri,+62 (0076) 522 0232,SMP,Banjarmasin,sedang,4,4,2,1,0,6,2,647,4,2,3,1,440611245,6120477006.705326,12,8,Lauren Robertson
5803131177518451,Empluk Mangunsong,perempuan,"Aceh, 12-07-1988",35,"Jl. Merdeka No. 57
Batu, Sulawesi Utara 26054",26054,19,3,Cerai mati,Pengusaha,UD Agustina (Persero) Tbk,+62 (099) 244-3162,S1,Makassar,sedang,1,4,3,1,0,18,0,303,3,2,1,0,345885472,5901527350.341423,10,9,Louis Porter
8017914165811779,Martana Hartati,laki-laki,"Riau, 04-09-1998",25,"Jalan Cempaka No. 9
Tual, Kepulauan Bangka Belitung 78240",78240,20,17,Cerai mati,Profesional,UD Situmorang Fujiati,+62-080-041-0892,SMP,Semarang,sedang,3,3,1,1,1,9,3,593,2,1,1,1,512619502,4627040663.059471,8,8,Christopher Martin
3783465287117769,Drs. Teguh Hidayat,laki-laki,"Nusa Tenggara Timur, 12-02-1991",32,"Jalan Laswi No. 4
Surabaya, Gorontalo 25411",25411,8,12,Menikah,Profesional,Perum Handayani,+62-73-018-6601,SMA,Banjarmasin,keras,2,5,2,0,0,3,0,769,3,2,2,0,369032076,4467394329.136666,7,8,Brian Mcdonald
1885650598623322,"Bagus Kuswoyo, M.Ak",laki-laki,"Papua Barat, 31-05-1999",24,"Gang Rajiman No. 174
Banda Aceh, ST 01253",1253,9,6,Cerai hidup,Pengusaha,UD Lailasari Sitorus,+62 (66) 506 2780,S2,Batam,kalem,1,2,1,0,0,4,3,803,1,1,1,0,315859345,4492557318.636144,5,8,Teresa Lopez
1335518832250954,"dr. Prayoga Usamah, S.Psi",perempuan,"Jawa Tengah, 30-08-1980",43,"Gang M.T Haryono No. 589
Pematangsiantar, MA 53853",53853,13,16,Belum menikah,Pegawai Negeri,PD Handayani Tbk,+62 (057) 056-4816,D3,Makassar,sedang,3,2,3,0,0,2,1,797,3,3,2,1,446354104,5143625103.302785,9,8,Alan Roach
2978395559126707,"Dt. Ganjaran Yuliarti, M.Ak",perempuan,"Banten, 09-01-1967",56,"Jl. Astana Anyar No. 950
Lubuklinggau, LA 61177",61177,17,10,Menikah,Pegawai Negeri,PT Salahudin (Persero) Tbk,+62 (006) 017-1330,S2,Bekasi,kalem,1,1,0,0,0,17,0,392,2,2,2,0,402762712,4404606019.0730095,9,8,Jill Clayton
8049715028590564,R.M. Rusman Lazuardi,perempuan,"Kalimantan Selatan, 28-12-1977",46,"Gang Cikutra Barat No. 8
Jayapura, Papua Barat 97129",97129,20,18,Menikah,Buruh,CV Agustina Tbk,+62-075-820-8270,SMA,Jakarta,keras,3,2,5,0,0,11,2,546,1,2,2,1,309247113,2821058320.394321,6,8,Tanya Ortiz
7597645149604309,Tira Saragih,laki-laki,"Jawa Timur, 11-07-1970",53,"Jalan Cikapayang No. 603
Padang Sidempuan, BE 53968",53968,19,20,Cerai mati,Pengusaha,PT Wasita,+62 (051) 302-6044,S3,Denpasar,keras,5,3,4,1,0,12,4,500,3,2,2,1,492602780,5682255916.349855,11,8,Sierra Richards
5837481675917867,Rachel Uyainah,laki-laki,"Maluku Utara, 08-05-1994",29,"Jalan KH Amin Jasuta No. 283
Banjarmasin, Bengkulu 19748",19748,12,8,Cerai mati,Pengusaha,PD Wijayanti Damanik,+62-54-354-7667,SD,Denpasar,keras,5,0,0,0,0,19,4,339,4,3,2,1,527333266,5056150454.819723,10,8,Sierra Richards
5718951094399944,Sutan Marsudi Budiman,laki-laki,"Kalimantan Timur, 22-06-1999",24,"Gang H.J Maemunah No. 02
Pariaman, SB 17651",17651,9,3,Cerai hidup,Profesional,PT Hasanah (Persero) Tbk,+62 (393) 076-2088,S2,Pekanbaru,sedang,5,1,1,0,0,6,1,675,5,3,3,1,694185839,8466139564.783457,13,9,Richard Santiago
3276955473608399,"Cecep Prakasa, S.I.Kom",perempuan,"Kalimantan Selatan, 21-03-1961",62,"Jl. Rajawali Timur No. 5
Kota Administrasi Jakarta Barat, Kalimantan Tengah 60334",60334,8,2,Menikah,Pengusaha,PT Manullang Puspita Tbk,+62-30-594-8519,S3,Semarang,kalem,1,4,4,1,1,6,0,659,3,2,2,1,276985353,4271538838.9973454,9,8,Gabrielle Martinez
9183945492792021,Elon Widiastuti,perempuan,"Lampung, 19-04-1975",48,"Gang Dr. Djunjunan No. 05
Bontang, BT 17947",17947,8,8,Menikah,Pegawai Swasta,UD Hutasoit,+62 (029) 781 8951,S1,Bandung,keras,3,1,0,0,0,12,0,453,4,3,3,1,633254660,5034008455.365724,12,8,Eric Chan
3054959005724126,drg. Uli Halimah,laki-laki,"Nusa Tenggara Timur, 18-03-1994",29,"Gg. Siliwangi No. 324
Pekanbaru, KS 51041",51041,12,18,Cerai hidup,Pegawai Negeri,Perum Uyainah,+62-0093-993-1253,SMA,Bandung,kalem,1,4,1,1,1,10,4,694,2,1,1,1,366046581,4778936389.0146265,7,8,Joshua Lopez
2362251729296090,Damar Hutagalung,laki-laki,"Kalimantan Barat, 19-12-1986",37,"Jalan Pelajar Pejuang No. 940
Blitar, Aceh 22332",22332,9,18,Cerai mati,Pegawai Negeri,UD Wastuti (Persero) Tbk,+62-21-140-4109,D3,Surabaya,keras,2,4,0,0,0,18,3,402,2,1,2,2,444631961,5964142272.671382,11,9,Eric Love
8857857707708907,Upik Puspasari,perempuan,"Riau, 06-01-1978",45,"Jalan Indragiri No. 8
Prabumulih, Nusa Tenggara Barat 47204",47204,19,16,Cerai hidup,Buruh,PT Winarsih Tbk,+62 (839) 035-2621,S2,Padang,keras,5,0,0,0,0,5,2,816,4,3,3,2,440001798,6069812154.293022,12,9,Kristina Avila
7399455525510585,"Jamalia Safitri, S.Pt",laki-laki,"Lampung, 22-03-1997",26,"Gg. KH Amin Jasuta No. 98
Jambi, Kalimantan Tengah 00477",477,18,17,Menikah,Profesional,Perum Fujiati Winarsih Tbk,+62 (680) 344 4351,S2,Bandung,kalem,1,0,0,0,0,2,1,701,2,2,1,1,338607699,4142649398.6402807,6,8,Joshua Lopez
8888140971581501,"Ghaliyati Pratiwi, S.Gz",perempuan,"Banten, 24-02-1976",47,"Jl. Veteran No. 84
Ambon, SG 35258",35258,13,14,Belum menikah,Pegawai Negeri,PT Haryanto,+62 (828) 409 9725,SMP,Bogor,kalem,4,2,1,1,0,20,0,350,3,2,1,1,422228131,5177802301.23009,10,9,Paul Jimenez
