debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,num_of_dependents,debtor_education_level,debtor_occupation,debtor_company,debtor_number,monthly_income,monthly_expense,loan_type,debtor_tenor,loan_amount,payment_history_jan,payment_history_feb,payment_history_mar,payment_history_apr,payment_history_may,payment_history_jun,payment_history_jul,payment_history_aug,payment_history_sep,payment_history_oct,payment_history_nov,payment_history_dec,debtor_aging,transaction_frequency,remaining_loan,billing_frequency,billing_type,debtor_response,consumerism_level,debtor_mode,collector_type,collector_reputation,collector_fee,transportation_type,distance,travel_frequency,transportation_cost,remedial_score,remedial_label
3076962316736219,Adinata Rahmawati,laki-laki,"Aceh, 02-06-1999",47,"Jalan Gedebage Selatan No. 4
Jambi, Sumatera Utara 62376",62376,19,19,Menikah,3,S2,Professional,PT Safitri Tbk,+62-0268-429-1901,6111532,4278072,Pinjaman Pribadi,17,31325441,1,1,2,2,1,1,2,3,3,4,4,5,Diragukan,7,18491221,2,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Cukup,7100755,Mobil,209,2,364032,611,No Remedial
2220216691118741,Halim Halimah,perempuan,"Kalimantan Timur, 04-12-1987",36,"Jalan Kapten Muslihat No. 73
Tanjungpinang, Sumatera Utara 07853",7853,17,20,Menikah,3,S1,Pegawai Negeri,PD Prakasa Haryanto,+62 (0691) 076 9118,5813488,4069442,Pinjaman Pribadi,20,35056200,0,0,0,0,0,0,1,1,0,1,0,0,Lancar,12,0,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,8022757,Mobil,192,2,324401,555,No Remedial
2895664294038030,R. Sari Usada,perempuan,"Bengkulu, 15-06-1961",46,"Jl. Surapati No. 77
Palu, Riau 26819",26819,1,11,Menikah,3,S1,Pegawai Negeri,PD Zulaika Farida,+62-497-465-5671,4660586,3262410,Pinjaman Pribadi,17,23888434,1,1,1,1,2,1,2,3,3,4,5,5,Diragukan,7,14101202,2,Hukum,Negatif,Rendah,Kabur,Penagihan hukum,Baik,7207133,Mobil,208,2,264382,388,No Remedial
8365284947353555,"Ir. Betania Mansur, M.Pd",perempuan,"Maluku Utara, 06-05-1969",26,"Jalan Indragiri No. 60
Magelang, Sulawesi Utara 53541",53541,11,5,Menikah,3,SMP,Buruh,UD Usamah Hutagalung,+62 (0142) 900-7954,3074937,2152456,Pinjaman Pribadi,20,18542340,0,0,0,1,0,0,0,1,1,1,1,0,Lancar,12,0,1,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7960231,Mobil,222,2,317629,666,No Remedial
8511466978914341,Harimurti Najmudin,laki-laki,"Sulawesi Tengah, 09-10-1990",48,"Gg. Ciumbuleuit No. 92
Prabumulih, SN 21145",21145,15,15,Menikah,3,S2,Professional,Perum Nashiruddin Sihombing,+62 (082) 596-3448,7377018,5163913,Pinjaman Bisnis,17,37748619,0,0,0,0,0,0,0,0,0,1,2,1,DPK,11,13404464,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,8152179,Motor,211,2,294190,666,No Remedial
3393454752884057,Yono Nashiruddin,perempuan,"DKI Jakarta, 03-03-1986",27,"Jalan Abdul Muis No. 874
Purwokerto, KI 73479",73479,9,16,Menikah,3,SMA,Pegawai Swasta,PD Laksmiwati,+62 (0863) 601-9913,4154085,2907860,Pinjaman Pribadi,16,20039792,0,0,1,0,0,0,0,0,1,2,3,4,Kurang Lancar,8,10069992,3,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Cukup,7737218,Motor,203,2,243660,611,No Remedial
2090999145866394,"Rahmi Pradana, S.Psi",perempuan,"Kalimantan Timur, 27-06-1974",37,"Jalan Pasirkoja No. 3
Bandung, Lampung 65373",65373,12,13,Belum Menikah,0,D3,Pegawai Negeri,Perum Kuswandari Santoso,+62-0664-246-3422,4732805,1893122,Pinjaman Pribadi,20,57079060,0,0,0,0,1,1,1,1,1,2,1,1,DPK,11,25842547,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,6556302,Motor,236,2,292037,944,Remedial
7629411220057493,Ir. Nadia Pradana,laki-laki,"Kalimantan Tengah, 28-10-1973",41,"Jl. Soekarno Hatta No. 0
Kediri, BA 06423",6423,1,20,Cerai Mati,0,S1,Pegawai Swasta,CV Rajata (Persero) Tbk,+62-082-082-1409,5751309,2300524,Pinjaman Pribadi,21,72830646,1,1,1,1,1,2,1,2,3,4,5,4,Kurang Lancar,8,45224366,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Sangat Baik,7415747,Mobil,204,2,335320,833,Remedial
1073217879234205,Tgk. Bahuraksa Wacana,laki-laki,"Nusa Tenggara Barat, 30-03-1982",48,"Jl. R.E Martadinata No. 7
Cirebon, Kalimantan Barat 35085",35085,8,17,Menikah,3,S2,Professional,PD Pratiwi Pratama,+62-0815-704-6551,6775189,4742632,Pinjaman Bisnis,18,36708390,0,0,0,0,0,0,1,0,1,1,0,1,DPK,11,14350263,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,6915477,Mobil,203,2,266464,722,Remedial
3126549328720292,"Utama Saefullah, S.Psi",perempuan,"Sumatera Selatan, 18-10-1961",20,"Jalan Cikutra Barat No. 993
Bekasi, ST 27828",27828,15,4,Menikah,3,SMP,Buruh,Perum Rahayu Maulana,+62 (086) 606-4478,3504245,2452972,Kartu Kredit,16,17033280,0,0,0,0,0,0,0,0,0,1,1,2,DPK,10,6520550,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7067845,Motor,172,2,328911,555,No Remedial
5356204687929787,"Ir. Elma Utami, S.IP",laki-laki,"Sumatera Barat, 25-08-1987",31,"Gg. Kendalsari No. 090
Surakarta, DI Yogyakarta 49241",49241,13,17,Cerai Hidup,4,D3,Pegawai Negeri,UD Damanik,+62 (0295) 670 9728,4211857,3369486,Pinjaman Bisnis,19,16058572,1,2,3,2,1,2,2,2,3,3,4,4,Kurang Lancar,8,9319604,2,Wakil,Negatif,Rendah,Kabur,Penagihan utang,Baik,7604697,Mobil,212,2,315524,277,No Remedial
7482381992446919,Ir. Makuta Utama,laki-laki,"Jawa Barat, 17-06-1983",29,"Gang BKR No. 64
Medan, PA 18956",18956,10,20,Cerai Hidup,3,SMA,Buruh,UD Mandala,+62 (098) 834 0574,2961350,2072945,Pinjaman Pribadi,17,15178773,0,0,0,1,1,1,2,2,2,3,3,3,DPK,9,7183128,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7587609,Mobil,185,2,291735,722,Remedial
3973338241734722,Lanang Maryati,laki-laki,"Sulawesi Selatan, 18-10-1963",47,"Jl. Ronggowarsito No. 736
Surakarta, Sulawesi Barat 15900",15900,6,1,Menikah,3,S2,Professional,CV Manullang Tbk,+62 (0670) 763-2851,6738477,4716934,Kartu Kredit,22,45036904,1,0,0,0,0,0,0,0,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7195279,Mobil,186,2,328965,388,No Remedial
6887895731656454,Darmanto Dabukke,laki-laki,"Jawa Barat, 31-12-1980",40,"Jalan Rungkut Industri No. 0
Kota Administrasi Jakarta Barat, Kalimantan Tengah 60526",60526,12,9,Menikah,3,D3,Pegawai Swasta,Perum Anggraini Prasasta Tbk,+62-0986-346-3354,4481234,3136864,Pinjaman Pribadi,16,21618016,0,0,1,1,1,2,2,1,1,0,1,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,8240500,Mobil,196,2,287362,611,No Remedial
2851921195151064,"Tgk. Nasrullah Mayasari, S.I.Kom",laki-laki,"Jawa Barat, 11-04-1988",37,"Gang Lembong No. 622
Padangpanjang, JI 48573",48573,19,8,Belum Menikah,0,S1,Pegawai Negeri,PD Prastuti Maheswara,+62-09-345-7128,5570623,2228249,Pinjaman Pribadi,18,60465060,1,0,1,2,1,2,3,4,4,5,6,7,Macet,5,43753190,3,Paksa,Negatif,Rendah,Kabur,Penyitaan,Buruk,7659771,Motor,157,2,267878,388,No Remedial
8951699318468343,Azalea Pratiwi,perempuan,"Aceh, 08-09-1974",31,"Jalan Cikutra Timur No. 7
Samarinda, RI 12514",12514,7,9,Belum Menikah,0,S1,Pegawai Negeri,CV Purnawati Hassanah,+62 (34) 473 3660,5432273,2172909,Pinjaman Bisnis,18,58864770,1,1,2,2,3,2,3,4,3,3,2,1,DPK,11,23011766,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7588957,Mobil,206,2,281191,888,Remedial
1533326228603147,"dr. Kemba Prasetya, S.I.Kom",laki-laki,"Sulawesi Barat, 24-02-1974",26,"Gang Otto Iskandardinata No. 907
Binjai, JK 99102",99102,13,1,Belum Menikah,0,SMA,Pegawai Swasta,CV Uyainah Budiyanto,+62-039-839-6118,3874195,1549678,Pinjaman Pribadi,21,49060158,1,2,3,3,4,4,3,3,2,1,2,1,DPK,11,23490471,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7339046,Mobil,145,2,310357,944,Remedial
6981654490216612,"R. Prasetya Safitri, M.Farm",laki-laki,"Sulawesi Tengah, 13-05-1987",40,"Jalan Pasir Koja No. 2
Sungai Penuh, KI 17272",17272,10,16,Menikah,3,D3,Pegawai Swasta,UD Mandala,+62 (0188) 955 9336,4339512,3037658,Pinjaman Pribadi,17,22242732,0,0,0,0,1,0,0,0,1,1,1,2,DPK,10,9224192,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,8016270,Mobil,160,2,311500,722,Remedial
2613677023647751,Teguh Rahayu,laki-laki,"Kalimantan Selatan, 29-04-1981",47,"Jl. Siliwangi No. 628
Kota Administrasi Jakarta Timur, ST 27502",27502,5,17,Menikah,3,S2,Pegawai Negeri,Perum Rahmawati Latupono (Persero) Tbk,+62 (206) 439 0732,6570018,4599013,Pinjaman Pribadi,17,33675470,0,0,0,0,0,0,0,0,0,0,0,1,DPK,11,11994415,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7751009,Mobil,200,2,295871,777,Remedial
7225964100302311,Enteng Wijayanti,laki-laki,"Papua Barat, 05-04-1990",52,"Jl. Cihampelas No. 62
Manado, Kalimantan Utara 25847",25847,4,18,Menikah,3,S2,Pegawai Negeri,UD Rajata Usada Tbk,+62 (0115) 623-6600,6153265,4307286,Pinjaman Pribadi,18,33394590,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Buruk,8306609,Mobil,204,2,329783,611,No Remedial
1276080129682160,Rini Suryono,laki-laki,"Sulawesi Barat, 30-06-1983",26,"Gg. Dr. Djunjunan No. 29
Kota Administrasi Jakarta Timur, Sumatera Barat 98223",98223,4,19,Menikah,3,SMP,Buruh,CV Uwais,+62-0872-949-1865,2711542,1898079,Pinjaman Bisnis,21,17139864,1,2,2,3,3,2,3,2,1,2,3,2,DPK,10,9005234,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Buruk,7656602,Motor,156,2,282806,666,No Remedial
8475872954673532,"drg. Bala Siregar, S.IP",laki-laki,"Jambi, 12-02-1987",45,"Gg. Rumah Sakit No. 346
Tebingtinggi, Kalimantan Timur 17308",17308,11,19,Cerai Hidup,3,S2,Professional,PT Kusmawati,+62 (083) 210 9131,5700091,3990064,Pinjaman Bisnis,17,29167682,0,0,0,0,0,1,1,2,3,4,5,6,Diragukan,6,18907520,1,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Cukup,7488352,Mobil,174,2,311903,500,No Remedial
6232162422038372,"Drs. Kani Pradipta, S.Sos",perempuan,"Nusa Tenggara Timur, 09-02-1960",31,"Gang Kebonjati No. 1
Banjarmasin, NB 26947",26947,3,9,Cerai Mati,0,D3,Pegawai Swasta,PD Hidayat Permata,+62 (049) 116-5584,3957538,1583015,Pinjaman Bisnis,18,42884370,1,0,1,2,1,1,0,1,1,0,0,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Baik,8540126,Mobil,190,2,277917,555,No Remedial
7143408709117414,"Nilam Maheswara, M.Farm",laki-laki,"Kalimantan Timur, 21-08-1985",38,"Gang Yos Sudarso No. 68
Bandar Lampung, KU 28669",28669,14,10,Belum Menikah,0,S1,Pegawai Negeri,CV Hartati Tbk,+62 (0591) 729-2514,5745011,2298004,Pinjaman Bisnis,18,62253630,0,0,0,0,1,0,0,0,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Sangat Baik,7436124,Mobil,182,2,323304,555,No Remedial
1217035512457556,Yani Hutapea,perempuan,"Papua, 06-08-1967",39,"Jl. Moch. Ramdan No. 080
Mataram, Nusa Tenggara Barat 43002",43002,14,11,Menikah,3,S1,Pegawai Swasta,PD Oktaviani Hassanah Tbk,+62 (0026) 019-4804,5470736,3829515,Pinjaman Bisnis,15,24700650,0,0,1,0,0,1,2,2,3,3,2,2,DPK,10,8288440,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Buruk,8110590,Mobil,212,2,326550,666,No Remedial
7075324670879884,H. Mustofa Uwais,laki-laki,"Nusa Tenggara Barat, 07-09-1980",31,"Jl. Kendalsari No. 759
Sorong, Maluku 52605",52605,11,1,Cerai Hidup,3,S1,Pegawai Negeri,Perum Farida,+62 (0037) 917-0312,5333152,3733206,Pinjaman Pribadi,21,33767706,1,0,0,0,1,2,2,3,4,3,2,3,DPK,9,19368192,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7634639,Mobil,207,2,279584,722,Remedial
8370674934820679,Paramita Tarihoran,perempuan,"Sulawesi Tenggara, 08-07-1963",41,"Gg. Rajiman No. 4
Purwokerto, BE 32023",32023,4,2,Cerai Hidup,3,D3,Pegawai Swasta,PD Maulana Nashiruddin,+62 (064) 931 7941,3988130,2791691,Pinjaman Bisnis,20,24008800,0,0,0,0,1,0,1,2,1,0,1,2,DPK,10,12044410,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7443048,Mobil,197,2,279734,611,No Remedial
2690142258482998,Wage Suartini,perempuan,"Sulawesi Selatan, 03-06-1973",41,"Jl. Monginsidi No. 4
Palembang, JK 13987",13987,10,11,Belum Menikah,0,S1,Pegawai Negeri,Perum Yuliarti (Persero) Tbk,+62-0979-787-8929,5723562,2289425,Pinjaman Bisnis,18,62021196,0,1,2,3,2,1,2,3,3,4,4,4,Kurang Lancar,8,34548100,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Baik,7203825,Motor,227,2,311058,722,Remedial
2346098065865615,Galang Hassanah,perempuan,"Nusa Tenggara Barat, 10-02-1961",47,"Jalan Sukabumi No. 0
Palopo, DI Yogyakarta 18071",18071,10,8,Cerai Hidup,3,S2,Professional,PD Yolanda Puspita,+62 (085) 139 7154,6927368,4849158,Pinjaman Bisnis,18,37532898,1,2,3,2,1,2,2,3,2,2,3,2,DPK,10,16750798,1,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,8183041,Mobil,228,2,290212,722,Remedial
3922750241855691,Karma Simbolon,laki-laki,"Kalimantan Tengah, 03-12-1969",45,"Gg. Kutisari Selatan No. 45
Lhokseumawe, NT 15720",15720,14,15,Belum Menikah,0,S2,Professional,PT Padmasari Padmasari (Persero) Tbk,+62 (0454) 816-8913,6876438,2750575,Pinjaman Bisnis,21,86932902,1,1,0,1,2,1,1,0,1,1,1,2,DPK,10,45674272,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7263909,Mobil,202,2,322600,833,Remedial
5474002767770234,"Hani Haryanto, S.T.",perempuan,"Jawa Tengah, 29-12-1987",27,"Jl. Rajawali Barat No. 5
Gorontalo, Sulawesi Barat 09015",9015,19,3,Menikah,3,SD,Buruh,UD Susanti Maryati Tbk,+62-240-637-6866,2498612,1749028,Pinjaman Bisnis,19,14289729,1,0,0,1,0,1,1,0,1,1,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Buruk,6409208,Mobil,224,2,324298,500,No Remedial
3710350535917003,Carla Zulkarnain,perempuan,"Bengkulu, 19-02-1981",42,"Gang Peta No. 7
Yogyakarta, Sulawesi Tengah 02435",2435,5,9,Menikah,3,D3,Pegawai Negeri,PD Mandasari Kusmawati,+62 (008) 866-4026,4946144,3462301,Kartu Kredit,21,31555146,0,1,0,0,0,0,1,1,1,2,3,3,DPK,9,18200559,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7983019,Mobil,225,2,307853,444,No Remedial
8175465457361479,Sakura Dabukke,laki-laki,"Sulawesi Tengah, 08-09-1963",39,"Jalan Gegerkalong Hilir No. 16
Metro, Sulawesi Selatan 08740",8740,12,1,Menikah,3,S1,Pegawai Swasta,CV Sinaga Januar Tbk,+62-008-228-3504,4880579,3416405,Pinjaman Bisnis,13,19097923,1,1,2,2,2,2,2,1,0,1,2,2,DPK,10,4456183,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7318879,Mobil,206,2,289055,500,No Remedial
7229172929013373,Wulan Padmasari,laki-laki,"Jawa Barat, 02-07-1968",40,"Gang Yos Sudarso No. 95
Palembang, Gorontalo 81935",81935,17,15,Cerai Hidup,3,S1,Pegawai Swasta,CV Aryani,+62 (016) 133-5982,4650153,3255107,Pinjaman Pribadi,19,26639064,0,0,0,0,0,0,0,1,1,0,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7017251,Mobil,204,2,329139,611,No Remedial
6511623294477616,"Tri Fujiati, S.Farm",laki-laki,"Sulawesi Tengah, 14-09-2000",41,"Jalan Rajawali Barat No. 60
Tual, Kalimantan Tengah 16259",16259,2,16,Cerai Hidup,3,S1,Pegawai Negeri,PT Ardianto Tbk,+62 (02) 806 3581,5232847,3662993,Pinjaman Pribadi,16,25243888,0,0,0,0,0,1,1,0,0,0,0,1,DPK,11,7975494,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7437678,Mobil,241,2,354164,777,Remedial
3312902326923099,Kemba Saragih,perempuan,"Sulawesi Tengah, 24-03-1979",36,"Gang Erlangga No. 210
Bengkulu, Sumatera Barat 60231",60231,7,7,Menikah,3,D3,Pegawai Negeri,PT Pratiwi Gunarto,+62 (18) 564 8276,4806512,3364558,Pinjaman Bisnis,17,24595209,1,0,0,1,0,0,0,0,1,2,1,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7435610,Motor,198,2,288638,500,No Remedial
6281835973194783,Yance Siregar,laki-laki,"Nusa Tenggara Timur, 18-08-1966",30,"Gg. W.R. Supratman No. 78
Padangpanjang, Lampung 12258",12258,17,7,Cerai Hidup,3,S1,Pegawai Negeri,UD Thamrin (Persero) Tbk,+62 (335) 653 2943,5472403,3830682,Kartu Kredit,17,28262534,1,2,3,3,2,3,4,4,3,3,2,1,DPK,11,10203603,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7219470,Mobil,190,2,375817,500,No Remedial
6586040654813404,Prayitna Nababan,laki-laki,"Sulawesi Tengah, 17-04-1984",40,"Jl. Siliwangi No. 7
Padang Sidempuan, ST 03486",3486,2,16,Cerai Hidup,3,D3,Pegawai Negeri,Perum Adriansyah Hastuti,+62 (0701) 561-8836,5224322,3657025,Kartu Kredit,17,26981312,0,0,1,2,3,2,3,4,4,3,4,5,Diragukan,7,16010233,2,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Baik,7088811,Mobil,177,2,298837,388,No Remedial
6099558539554495,Paiman Salahudin,laki-laki,"Sumatera Utara, 17-02-1977",29,"Gang Dipatiukur No. 89
Palangkaraya, Kalimantan Barat 78439",78439,18,12,Menikah,3,SMA,Pegawai Swasta,PT Hastuti Narpati Tbk,+62 (84) 051 2868,4504959,3153471,Kartu Kredit,18,24634710,1,1,0,0,0,1,0,1,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7915697,Mobil,195,2,308028,388,No Remedial
6658476408550809,Padmi Damanik,perempuan,"Sulawesi Selatan, 01-08-1961",51,"Gang Kutisari Selatan No. 599
Depok, SU 33490",33490,12,11,Menikah,3,S2,Professional,Perum Mangunsong Tbk,+62-808-824-3714,6915094,4840566,Pinjaman Pribadi,19,39614107,1,2,1,1,2,2,2,1,0,0,1,2,DPK,10,18868827,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7548620,Motor,162,2,305758,777,Remedial
9315124157551886,"Murti Anggriawan, M.TI.",perempuan,"Jawa Barat, 28-05-1978",43,"Jalan Cihampelas No. 20
Padang Sidempuan, Aceh 72862",72862,6,16,Menikah,3,D3,Pegawai Swasta,Perum Kuswoyo Jailani (Persero) Tbk,+62 (726) 050 5380,4788193,3351735,Pinjaman Bisnis,19,27383978,0,0,0,0,0,1,2,1,2,1,2,1,DPK,11,11582940,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7760532,Mobil,201,3,313788,666,No Remedial
9630353461688776,Harsaya Wacana,perempuan,"Gorontalo, 22-02-1981",30,"Gg. Pasteur No. 16
Pasuruan, BE 09197",9197,15,20,Belum Menikah,0,S1,Pegawai Negeri,Perum Pertiwi Tbk,+62-026-763-5489,6053571,2421428,Pinjaman Pribadi,20,73007900,0,1,2,2,3,4,4,3,4,5,4,4,Kurang Lancar,8,43950756,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Sangat Buruk,8012092,Mobil,229,2,288924,833,Remedial
6650543597706393,Jarwadi Prayoga,perempuan,"Maluku Utara, 12-11-1960",49,"Jl. Kiaracondong No. 635
Tasikmalaya, Papua 11756",11756,11,1,Menikah,3,S2,Professional,PT Hakim Tbk,+62-088-124-1595,6424114,4496880,Pinjaman Pribadi,18,34864542,0,1,0,0,0,0,1,2,3,3,4,5,Diragukan,7,21373904,3,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Sangat Baik,7265758,Motor,203,2,271465,555,No Remedial
8690325411912709,Puti Diana Mandasari,perempuan,"Gorontalo, 05-07-1993",42,"Jalan Medokan Ayu No. 15
Bogor, SU 68318",68318,6,7,Menikah,3,D3,Pegawai Negeri,PD Saefullah,+62 (0355) 555 7857,5149842,3604889,Pinjaman Pribadi,16,24843472,0,1,2,2,3,3,3,3,4,3,4,5,Diragukan,7,14028801,3,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Sangat Baik,7722246,Mobil,207,2,329583,555,No Remedial
2171588068496841,"Victoria Situmorang, S.I.Kom",laki-laki,"Kepulauan Bangka Belitung, 14-08-1967",36,"Gang Tubagus Ismail No. 756
Bau-Bau, Kalimantan Selatan 61029",61029,9,4,Menikah,3,D3,Pegawai Swasta,PD Maryadi (Persero) Tbk,+62 (048) 899-7475,4891972,3424380,Pinjaman Pribadi,21,30974307,0,1,2,1,1,0,0,0,1,2,1,2,DPK,10,16298387,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,8034605,Motor,207,2,295189,777,Remedial
6628981900010822,Salwa Susanti,perempuan,"Sulawesi Utara, 27-10-1966",41,"Gg. Erlangga No. 29
Langsa, KS 55812",55812,8,11,Menikah,3,S1,Pegawai Swasta,UD Padmasari,+62 (0799) 002-2281,4716707,3301695,Kartu Kredit,16,22926784,0,1,0,0,0,0,1,0,0,1,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7920271,Mobil,194,2,280955,388,No Remedial
4974429157667578,Drs. Candrakanta Thamrin,laki-laki,"Papua, 02-10-1978",36,"Jl. Abdul Muis No. 336
Palopo, Lampung 11753",11753,16,7,Cerai Hidup,3,D3,Pegawai Swasta,PT Puspasari Pranowo (Persero) Tbk,+62 (019) 253-5758,4915643,3440950,Kartu Kredit,17,25387120,0,0,0,0,0,0,0,0,1,2,1,0,Lancar,12,0,1,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Buruk,7843803,Motor,166,2,320978,444,No Remedial
6069152040146644,"Dr. Olivia Prastuti, M.Farm",laki-laki,"Jawa Tengah, 15-07-1974",50,"Jl. Kutai No. 2
Tarakan, Aceh 03982",3982,8,19,Menikah,3,S2,Professional,Perum Pradana Tbk,+62 (736) 063 2670,5588398,3911879,Pinjaman Bisnis,18,30278268,1,1,2,1,0,0,0,0,0,0,0,1,DPK,11,11836559,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7659327,Motor,199,2,247516,666,No Remedial
4226350718944000,"Okto Mangunsong, M.Farm",laki-laki,"Maluku Utara, 07-08-1960",53,"Gg. Ahmad Dahlan No. 2
Palopo, JA 38877",38877,11,8,Cerai Hidup,3,S2,Professional,CV Gunarto Ramadan (Persero) Tbk,+62 (969) 065 8131,6296051,4407236,Pinjaman Pribadi,17,32271219,1,1,2,2,2,2,2,3,4,3,2,3,DPK,9,15271884,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7183120,Mobil,235,2,341147,722,Remedial
2079014273897447,"R.A. Zahra Napitupulu, S.Sos",perempuan,"Kalimantan Utara, 08-09-1977",35,"Jl. Kapten Muslihat No. 485
Langsa, Kalimantan Barat 01468",1468,20,6,Menikah,3,S1,Pegawai Negeri,UD Winarsih (Persero) Tbk,+62 (088) 600-5292,5339499,3737649,Pinjaman Pribadi,17,27368283,0,0,0,1,2,1,0,0,0,0,1,1,DPK,11,9747933,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7231905,Mobil,208,2,304155,722,Remedial
9002563163749494,Mutia Kuswoyo,laki-laki,"Sumatera Selatan, 02-10-1990",15,"Gg. R.E Martadinata No. 28
Dumai, BE 51463",51463,12,9,Menikah,3,SMP,Buruh,UD Astuti Tbk,+62 (978) 459 6450,2692737,1884916,Kartu Kredit,16,13088752,0,0,0,0,1,0,1,0,1,2,3,4,Kurang Lancar,8,6626184,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Cukup,7724205,Motor,195,2,304713,444,No Remedial
8859245360814438,"dr. Calista Hariyah, M.TI.",laki-laki,"DKI Jakarta, 18-11-1990",45,"Jalan Laswi No. 2
Tegal, Bengkulu 46556",46556,9,12,Menikah,3,S2,Professional,PT Nugroho,+62 (0087) 017-2848,7418966,5193276,Pinjaman Pribadi,13,29079362,0,0,1,1,2,3,3,3,2,2,1,0,Lancar,12,0,1,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Cukup,8238398,Mobil,178,2,331795,666,No Remedial
5145922815090098,Ir. Gasti Jailani,laki-laki,"Kalimantan Tengah, 19-09-1988",42,"Jl. Soekarno Hatta No. 37
Pangkalpinang, JA 68186",68186,14,1,Menikah,3,S1,Pegawai Swasta,PT Pangestu,+62 (038) 268-4516,4313068,3019148,Pinjaman Pribadi,17,22107174,0,1,0,0,1,1,2,1,1,1,2,3,DPK,9,10461894,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7230507,Mobil,171,2,352805,722,Remedial
1273636716445960,Gilda Wulandari,perempuan,"Gorontalo, 22-06-1970",52,"Jalan S. Parman No. 236
Cirebon, DI Yogyakarta 84870",84870,12,8,Menikah,3,S2,Professional,UD Nasyidah (Persero) Tbk,+62-040-286-6342,6477000,4533900,Pinjaman Pribadi,16,31245824,0,0,0,0,0,0,0,0,1,1,2,3,DPK,9,13757924,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7006056,Mobil,179,2,255853,666,No Remedial
