collector_name,collector_number,collector_address,collector_nik,collector_gender,collector_education_level,collector_location,action_code_history,collector_personality,collector_martial_status
Edward Lane,(0991) 791-0466,"Gg. Kutisari Selatan No. 24
Sukabumi, JK 24051",6995438404149694,laki-laki,S1,Padang,MUPD,sedang,Menikah
Lauren Lewis,+62 (84) 279 7130,"Gang Pasirkoja No. 87
Tual, NT 98560",7246118272755646,laki-laki,SMA,Depok,PTPR,sedang,Menikah
Alexis Anderson,(046) 709 5821,"Jalan S. Parman No. 094
Tual, JK 10585",5015444513409590,laki-laki,SMA,Malang,INCO,sedang,Belum menikah
Jessica Smith,+62-076-785-9477,"Jl. Dipenogoro No. 8
Kota Administrasi Jakarta Timur, Sumatera Barat 45088",5800967002298387,laki-laki,SMA,Depok,DISP,kalem,Belum menikah
Theresa Clark,+62 (43) 905-1935,"Jalan W.R. Supratman No. 68
Kupang, JT 78488",6168268708372846,laki-laki,D3,Yogyakarta,DISP,sedang,Belum menikah
Frances Davidson,+62 (60) 322 9252,"Gang KH Amin Jasuta No. 390
Surakarta, Sulawesi Barat 80605",8605624482442557,laki-laki,D3,Bogor,PTPR,sedang,Menikah
Shannon Little,+62-885-003-4749,"Gang Jayawijaya No. 602
Kota Administrasi Jakarta Pusat, Sulawesi Barat 66520",9571016594800067,laki-laki,D3,Depok,DISP,kalem,Belum menikah
Joe Mack,+62 (0409) 617-8329,"Gang Setiabudhi No. 9
Denpasar, Kepulauan Bangka Belitung 33974",6617165756442891,laki-laki,D3,Yogyakarta,INCO,sedang,Menikah
Martin Welch,(0931) 925 4305,"Gang Ahmad Dahlan No. 58
Cirebon, SU 25395",6801217118798792,laki-laki,D3,Bogor,WRPH,sedang,Belum menikah
Michael Baker,+62-043-580-6136,"Jalan Abdul Muis No. 07
Banjarbaru, Sulawesi Tenggara 57696",8785018470391277,laki-laki,D3,Depok,OTHR,kalem,Belum menikah
Sandy Stevens,(099) 947 2007,"Gg. KH Amin Jasuta No. 39
Tarakan, Kalimantan Tengah 29069",9209396554493314,laki-laki,SMP,Semarang,NOCO,kalem,Belum menikah
Kimberly Delgado,(0281) 781-6277,"Gang Ciwastra No. 3
Bandung, Bali 77107",6450912906868545,laki-laki,D3,Bekasi,WRPH,sedang,Menikah
Melanie Dillon,+62 (075) 086-3531,"Jl. Yos Sudarso No. 046
Bau-Bau, Maluku Utara 84781",7127421646332791,laki-laki,D3,Malang,WRPH,sedang,Menikah
Yolanda Shaw,+62 (0489) 257-3795,"Jalan Pasteur No. 38
Salatiga, SB 95810",4779918861453203,laki-laki,SMA,Bekasi,INCO,sedang,Menikah
Jacob Williams,+62 (92) 156 6066,"Jalan Merdeka No. 6
Singkawang, SR 02383",7953321470431386,laki-laki,SMA,Yogyakarta,DISP,sedang,Menikah
Jordan Smith,(0454) 887-1781,"Gg. W.R. Supratman No. 32
Sungai Penuh, Kalimantan Selatan 28578",6335778441526024,laki-laki,D3,Tangerang,MUPD,sedang,Menikah
Peter Watson,+62 (32) 642-8875,"Jalan Pacuan Kuda No. 743
Palembang, MU 41495",9560868850860285,laki-laki,S1,Bogor,HUPD,sedang,Menikah
Todd Edwards,+62 (0143) 187-6653,"Gang W.R. Supratman No. 83
Langsa, BE 71765",4877228928737990,laki-laki,SMA,Depok,OTHR,kalem,Belum menikah
Anthony Davis,(0162) 556 4097,"Jl. M.H Thamrin No. 26
Palu, Sulawesi Tengah 82583",7833175993028876,laki-laki,D3,Bekasi,WRPH,sedang,Menikah
Donald Rollins,+62 (69) 476 2274,"Gang Tebet Barat Dalam No. 6
Palu, Kalimantan Tengah 32831",1361716008513740,laki-laki,SMA,Bekasi,ATPU,kalem,Belum menikah
Drew Smith,+62 (092) 477-5600,"Gg. Laswi No. 3
Parepare, YO 14249",4599104817578074,laki-laki,S1,Malang,DISC,sedang,Menikah
Sarah Anderson,+62-177-373-0700,"Jl. Joyoboyo No. 70
Yogyakarta, Nusa Tenggara Timur 04031",4657211540290505,laki-laki,SMA,Palembang,DISP,kalem,Belum menikah
Katherine Christian,+62 (096) 587-8550,"Gang Setiabudhi No. 49
Tasikmalaya, Gorontalo 65989",4664773231811210,laki-laki,SMP,Palembang,CBLT,kalem,Belum menikah
Theresa Ford,+62-080-006-4337,"Gang Wonoayu No. 1
Bukittinggi, Bali 62851",6381564788516483,laki-laki,D3,Bogor,HUPD,sedang,Menikah
Kenneth Lucas,+62-0242-501-1093,"Gg. Waringin No. 3
Tanjungpinang, SU 83039",6883651188537692,laki-laki,SMP,Yogyakarta,INCO,kalem,Menikah
Gabriel Day,(037) 144-4307,"Jl. Jayawijaya No. 74
Tangerang, YO 02162",8810737681303481,laki-laki,D3,Bogor,PTPR,sedang,Menikah
Michael Wells,(017) 971 4877,"Jalan Gegerkalong Hilir No. 577
Metro, Kalimantan Utara 74649",4352193607289130,laki-laki,D3,Yogyakarta,DISC,sedang,Menikah
Donna Ross,+62-0298-984-1364,"Jalan Pelajar Pejuang No. 400
Tebingtinggi, Sulawesi Selatan 73979",3320374954545347,laki-laki,S1,Batam,INCO,sedang,Menikah
Keith Hickman,+62 (016) 809-8194,"Gang Jend. A. Yani No. 996
Bandung, Sumatera Barat 37457",5660211394912295,laki-laki,D3,Depok,DISC,sedang,Menikah
Kevin Jenkins,+62-0968-034-0586,"Gg. Siliwangi No. 8
Metro, Papua Barat 53738",7783510000505512,laki-laki,D3,Malang,WUPD,sedang,Menikah
Michelle Butler,(0154) 886-8923,"Gang Erlangga No. 1
Cilegon, PA 58725",1130592026173430,laki-laki,D3,Bekasi,DISC,sedang,Menikah
Denise Peterson,+62-043-093-8079,"Gang Rawamangun No. 4
Meulaboh, Banten 18391",2442184305533863,laki-laki,SMP,Depok,CBLT,kalem,Belum menikah
Cynthia Rogers,085 984 5944,"Gg. Laswi No. 572
Padang Sidempuan, Sulawesi Tengah 62052",4804200153080968,laki-laki,D3,Malang,INCO,sedang,Menikah
Dale Duncan,+62 (0691) 263 8347,"Jl. K.H. Wahid Hasyim No. 291
Palangkaraya, Jawa Timur 91049",1321687041034114,laki-laki,SMA,Makassar,OTHR,kalem,Belum menikah
Timothy Dalton,+62 (765) 290 5241,"Gg. Cempaka No. 41
Serang, MU 24158",5754842717809435,laki-laki,SMP,Depok,PTPR,kalem,Menikah
Laura Velasquez,+62 (0284) 711-5936,"Jalan Rungkut Industri No. 0
Probolinggo, MA 02063",9935487745965502,laki-laki,D3,Bekasi,DISC,sedang,Menikah
Tracy Wright,+62 (023) 868 5120,"Jl. Gegerkalong Hilir No. 7
Parepare, Kepulauan Bangka Belitung 43073",9421905239983492,laki-laki,D3,Malang,INCO,sedang,Menikah
Thomas Stewart,+62 (0102) 421-8650,"Jalan Sadang Serang No. 737
Pekalongan, LA 78304",4154092064705362,laki-laki,S1,Denpasar,DISC,sedang,Menikah
Stacy Villarreal,(044) 043 1957,"Jl. Tubagus Ismail No. 4
Sukabumi, JI 41445",5721380166875294,laki-laki,SMP,Bekasi,ATPU,kalem,Belum menikah
Laura Garcia,(054) 386 7647,"Jl. Sukajadi No. 8
Bandar Lampung, Nusa Tenggara Barat 64973",8939775335725899,laki-laki,SMA,Palembang,INCO,sedang,Belum menikah
Ebony Moyer,+62 (0176) 812-0877,"Gang Ciwastra No. 3
Tomohon, Sulawesi Tengah 26865",9722614291622493,laki-laki,S1,Batam,WRPH,sedang,Menikah
Chris Pratt,(090) 317 7185,"Gg. HOS. Cokroaminoto No. 97
Palu, Sulawesi Utara 22775",3012720835345308,laki-laki,D3,Bekasi,WRPH,kalem,Belum menikah
Cameron Barker,+62 (399) 847-6250,"Gg. Kiaracondong No. 60
Payakumbuh, MA 22828",1415377808010143,laki-laki,SMA,Bekasi,MUPD,kalem,Menikah
Evan Brooks,+62 (12) 330 6537,"Gg. Pacuan Kuda No. 1
Pekalongan, Sulawesi Tenggara 04515",5294167267295408,laki-laki,D3,Bekasi,WRPH,sedang,Menikah
Todd Williams,(072) 721-8407,"Gang BKR No. 838
Singkawang, YO 81682",7110976832664032,laki-laki,D3,Bekasi,ATPU,sedang,Belum menikah
Tonya Meyer,+62 (075) 254 8129,"Jl. Gedebage Selatan No. 366
Bitung, KI 21340",3566301595670701,laki-laki,SMA,Bekasi,INCO,kalem,Belum menikah
Stacey Garcia,+62 (849) 424 9226,"Gg. Kebonjati No. 8
Pematangsiantar, Jawa Timur 72115",4523881677827832,laki-laki,D3,Malang,INCO,sedang,Menikah
Brittany Mills,+62-0672-198-9353,"Gang Setiabudhi No. 050
Denpasar, Sulawesi Tengah 15463",2111773607358078,laki-laki,S1,Balikpapan,MUPD,sedang,Menikah
Carla Griffin,+62 (008) 289 5386,"Gang Cihampelas No. 7
Batam, SU 77261",5433101522315291,laki-laki,SMP,Makassar,DISP,kalem,Menikah
Elizabeth Smith,080 248 0599,"Gang Kutisari Selatan No. 9
Tanjungbalai, GO 06133",9267970330136455,laki-laki,D3,Padang,WRPH,sedang,Menikah
Holly Proctor MD,0823237798,"Gg. Yos Sudarso No. 1
Binjai, NT 72416",7605389357659697,laki-laki,D3,Malang,DISP,sedang,Menikah
Traci Grant,+62 (078) 279 5893,"Jl. W.R. Supratman No. 01
Sukabumi, Kepulauan Riau 59929",9012391543041844,laki-laki,SMP,Depok,ATPU,kalem,Menikah
Anthony Wallace,(078) 134 1948,"Gang Rajawali Barat No. 78
Kotamobagu, Jambi 64703",2687203136721642,laki-laki,SMA,Yogyakarta,PTPR,sedang,Belum menikah
William Harris,084 815 7938,"Jalan Medokan Ayu No. 983
Yogyakarta, Bengkulu 09606",1852077873118518,laki-laki,SMA,Palembang,ATPU,kalem,Belum menikah
Jason Miller,+62 (214) 023-5073,"Jalan Pacuan Kuda No. 840
Sukabumi, Sumatera Selatan 89890",9852350776529251,laki-laki,SMA,Tangerang,PTPR,sedang,Menikah
Nichole Bauer,+62 (0833) 778 6517,"Jalan Kapten Muslihat No. 1
Mataram, NB 15093",1972485055084140,laki-laki,D3,Malang,PTPR,sedang,Menikah
Emily Hoffman,+62-467-425-9478,"Jalan Laswi No. 199
Kediri, LA 41396",4055533892446710,laki-laki,D3,Malang,WRPH,sedang,Menikah
Ms. Kimberly Perry,0870879131,"Gang Rajawali Timur No. 094
Batam, JB 34573",7501813769890613,laki-laki,D3,Bekasi,WRPH,sedang,Menikah
Brandy Richardson,+62-304-636-9010,"Jalan Sadang Serang No. 422
Blitar, Lampung 10510",6519997751715673,laki-laki,SMA,Bekasi,WRPH,kalem,Menikah
Christopher Kelley,(083) 769 9021,"Gang Ciumbuleuit No. 46
Salatiga, Papua Barat 70509",6283061038964338,laki-laki,SMA,Makassar,DISP,kalem,Belum menikah
Michael Prince,+62-014-674-7600,"Jalan Cihampelas No. 931
Padang Sidempuan, PB 27749",3830819973304657,laki-laki,D3,Tangerang,DISC,sedang,Menikah
Victoria Garcia,+62 (786) 190-6463,"Jalan Pelajar Pejuang No. 79
Banjar, JI 30052",7537821490551740,laki-laki,D3,Malang,DISP,sedang,Belum menikah
Julie Rowe,+62 (048) 946 0306,"Jalan Laswi No. 030
Pariaman, Aceh 71821",3556471150590549,laki-laki,SMA,Bekasi,DISP,sedang,Menikah
Jordan Parker,089 316 8599,"Gg. Peta No. 075
Manado, Riau 42578",8153758849267496,laki-laki,SMA,Tangerang,PTPR,kalem,Menikah
Rebecca Perkins,+62 (0984) 500-6381,"Gg. Sukajadi No. 069
Tanjungbalai, Gorontalo 39098",9034772026431375,laki-laki,SMA,Depok,OTHR,kalem,Menikah
Sara Stewart,+62-093-443-8062,"Jalan Cempaka No. 635
Cimahi, SR 45679",1764868660651189,laki-laki,SMA,Palembang,ATPU,kalem,Belum menikah
Angela Walters,(0515) 640-8813,"Gang Monginsidi No. 80
Kupang, Gorontalo 17441",3618583542333666,laki-laki,SMA,Tangerang,PTPR,sedang,Menikah
Jessica Campbell,+62 (713) 801-3239,"Gang Cikutra Timur No. 17
Tangerang, MU 15040",2437845348297181,laki-laki,D3,Tangerang,DISP,kalem,Menikah
Debbie Pitts,(031) 466 8416,"Jalan Rajiman No. 166
Bekasi, SU 20878",7434241605365031,laki-laki,SMA,Tangerang,DISP,sedang,Menikah
Nicole Rivas,(0177) 287-3051,"Gg. BKR No. 05
Gorontalo, Bali 35022",2461794862868104,laki-laki,D3,Depok,DISC,kalem,Menikah
Joseph Kerr,+62-64-496-9278,"Gg. Raya Setiabudhi No. 89
Langsa, KU 13181",7062836895057875,laki-laki,SMA,Tangerang,INCO,kalem,Menikah
Erin Roberts,(0987) 093 9849,"Jl. Stasiun Wonokromo No. 6
Ambon, Sumatera Barat 85497",4902532329228213,laki-laki,SMA,Yogyakarta,WRPH,sedang,Menikah
Briana Osborne,+62 (95) 793 4747,"Jl. S. Parman No. 833
Bontang, PA 87378",2852538714060491,laki-laki,D3,Tangerang,OTHR,sedang,Belum menikah
Michael Brown,(0143) 853-3100,"Jalan Laswi No. 58
Sukabumi, Nusa Tenggara Barat 60629",3136219624555400,laki-laki,D3,Malang,MUPD,sedang,Menikah
Janet Huber,+62 (06) 283-1343,"Gang Ronggowarsito No. 109
Ternate, KI 57669",4811007596045867,laki-laki,SD,Makassar,NOCO,kalem,Belum menikah
Wendy Harvey,(093) 041-6240,"Jalan Medokan Ayu No. 0
Depok, Sumatera Barat 10482",4895314319095369,laki-laki,S1,Bogor,HUPD,sedang,Menikah
Paula Stewart,+62-95-166-5538,"Jl. Rungkut Industri No. 2
Padangpanjang, Bali 66341",2928321001119588,laki-laki,D3,Malang,DISP,sedang,Belum menikah
David Hunter,(0910) 395 3180,"Jalan Wonoayu No. 97
Lhokseumawe, DKI Jakarta 94939",1209660378684631,laki-laki,S1,Pekanbaru,WUPD,sedang,Menikah
Gregory Stout,(0211) 333 0452,"Gg. Joyoboyo No. 548
Denpasar, PA 63684",6470924026482429,laki-laki,SMA,Palembang,ATPU,kalem,Belum menikah
Tanya Kirk,+62 (0550) 445 2102,"Gg. Gardujati No. 20
Purwokerto, BB 50428",4220199381670300,laki-laki,SMA,Depok,ATPU,sedang,Belum menikah
Kimberly Cruz,+62-73-672-1421,"Jl. Otto Iskandardinata No. 08
Langsa, KU 97428",2710975652628792,laki-laki,SMA,Semarang,CBLT,kalem,Belum menikah
Craig Frazier,+62 (24) 578-9581,"Jl. KH Amin Jasuta No. 48
Palangkaraya, SU 08160",9016138090065681,laki-laki,SMP,Depok,ATPU,kalem,Menikah
Sarah Rush,(0513) 130 4960,"Jalan Ahmad Yani No. 50
Sungai Penuh, AC 32232",9860562835032644,laki-laki,D3,Bekasi,PTPR,sedang,Menikah
Melissa Williams,+62 (64) 985 8941,"Gg. Surapati No. 8
Padang Sidempuan, RI 55251",3078481763355742,laki-laki,D3,Bekasi,PTPR,kalem,Belum menikah
Michael Webb,(0536) 706 3753,"Gg. Indragiri No. 306
Parepare, SR 16623",5517331065803051,laki-laki,SMP,Palembang,ATPU,kalem,Belum menikah
Brandon Thomas,083 836 7104,"Gang HOS. Cokroaminoto No. 18
Samarinda, YO 77206",5200959503770250,laki-laki,D3,Batam,WRPH,sedang,Menikah
Jacqueline Manning,+62 (007) 515 0778,"Jalan Pacuan Kuda No. 8
Balikpapan, KB 96939",8048244947058161,laki-laki,D3,Malang,MUPD,sedang,Menikah
Miranda Faulkner,+62 (0986) 085 2231,"Gg. Asia Afrika No. 56
Kediri, Bengkulu 85512",6711656813852172,laki-laki,D3,Malang,INCO,sedang,Menikah
Travis Garcia,+62 (0771) 063-8588,"Gang Setiabudhi No. 0
Ternate, BB 75187",3583210093816848,laki-laki,SMA,Bekasi,ATPU,kalem,Menikah
Melissa Parker,+62 (72) 975-3879,"Gang Sadang Serang No. 6
Sawahlunto, Banten 54137",1721508046325577,laki-laki,D3,Bekasi,INCO,sedang,Belum menikah
Lori Garza,+62-841-382-8762,"Jalan HOS. Cokroaminoto No. 26
Pematangsiantar, Jawa Timur 25811",9897405898439107,laki-laki,SMP,Bandung,DISP,kalem,Belum menikah
Maria Williams,+62 (0874) 511 7228,"Gg. Suryakencana No. 2
Malang, Jambi 86872",1787483482843135,laki-laki,SMA,Depok,CBLT,kalem,Menikah
Christopher Robinson,(091) 953 9151,"Gang Abdul Muis No. 1
Banjarmasin, JA 16614",8452970217662329,laki-laki,D3,Yogyakarta,DISP,kalem,Belum menikah
Justin Chan,+62 (0291) 917-8228,"Gg. Raya Ujungberung No. 24
Batam, Kalimantan Selatan 99838",3487884957431485,laki-laki,D3,Malang,DISP,sedang,Menikah
Joshua Hendricks,(0095) 647-6525,"Jalan Ahmad Yani No. 0
Banjarmasin, DKI Jakarta 78234",1778868854001120,laki-laki,S1,Batam,MUPD,sedang,Menikah
Melissa Weiss,+62 (049) 516-8773,"Jl. Ahmad Yani No. 93
Denpasar, MA 22774",1968654913904285,laki-laki,D3,Batam,WRPH,sedang,Menikah
Joseph Beasley,+62-564-193-2318,"Jalan Surapati No. 30
Payakumbuh, DKI Jakarta 09949",3952981702997047,laki-laki,D3,Bogor,WRPH,sedang,Menikah
Holly Mclaughlin,+62-035-036-6951,"Jl. Pasir Koja No. 302
Tidore Kepulauan, SN 81153",9822332211399831,laki-laki,S1,Batam,MUPD,sedang,Menikah
Allison Green,+62 (700) 492-1751,"Gg. Siliwangi No. 8
Blitar, Sulawesi Barat 73862",8689975148829141,laki-laki,SMP,Tangerang,PTPR,kalem,Belum menikah
Amber Riley,+62-081-725-9863,"Gang Surapati No. 82
Jayapura, NT 23167",4784528227857079,laki-laki,SMP,Depok,DISP,kalem,Belum menikah
Paula Arnold,+62 (059) 757-1731,"Jalan Rajawali Timur No. 639
Lhokseumawe, RI 24597",7332317169084386,laki-laki,SMA,Depok,PTPR,kalem,Belum menikah
Kaitlyn Smith,087 362 5901,"Jalan Jamika No. 341
Cilegon, SN 45156",9237488087144155,laki-laki,SMA,Tangerang,DISP,sedang,Menikah
Ashley Blake,+62 (356) 856 2015,"Jl. Suryakencana No. 6
Metro, PB 79864",2354415316708153,laki-laki,SMA,Tangerang,DISP,kalem,Belum menikah
Shelby Lam,+62 (0766) 751 8597,"Gg. Wonoayu No. 87
Kota Administrasi Jakarta Utara, DI Yogyakarta 93828",4525557022001518,laki-laki,SMA,Depok,INCO,kalem,Belum menikah
Mark Reid,+62-0508-127-6355,"Gg. Ronggowarsito No. 10
Salatiga, SU 25571",4631755401760190,laki-laki,SMA,Depok,ATPU,kalem,Belum menikah
Alisha Johnson,+62-0103-910-5528,"Jalan Raya Setiabudhi No. 7
Bandar Lampung, Kalimantan Barat 07769",2043950594061943,laki-laki,SMP,Tangerang,INCO,kalem,Menikah
Eric Meyer,(013) 343-1440,"Gang Pasteur No. 3
Palu, Sulawesi Utara 14644",7347982398977923,laki-laki,SMA,Yogyakarta,DISP,kalem,Menikah
Christian Krause,+62-170-788-9734,"Gang Kendalsari No. 991
Kota Administrasi Jakarta Pusat, Kepulauan Riau 86518",9431242857042977,laki-laki,SMA,Palembang,INCO,kalem,Belum menikah
James Patterson,+62-0097-509-3160,"Gang Astana Anyar No. 64
Solok, Jawa Tengah 13781",8029611096238954,laki-laki,S1,Denpasar,HUPD,sedang,Menikah
Jason Spencer,+62 (586) 449 3098,"Jalan Pacuan Kuda No. 63
Serang, Maluku Utara 80689",4511418237295453,laki-laki,SMA,Tangerang,WRPH,sedang,Menikah
Shelby Anderson,(0082) 448 6140,"Gg. Peta No. 842
Banjarmasin, Kepulauan Bangka Belitung 14093",7449835644383594,laki-laki,D3,Malang,DISC,sedang,Menikah
David Little,+62 (24) 211-2075,"Jalan Kebonjati No. 7
Palu, LA 34595",5438485545995865,laki-laki,D3,Bogor,PTPR,sedang,Menikah
Olivia Williams,+62-094-617-8833,"Jl. Sukabumi No. 1
Tidore Kepulauan, KR 53471",7983362930517991,laki-laki,D3,Bogor,INCO,sedang,Menikah
Rachel Foster,+62 (083) 920-1864,"Jalan Pasirkoja No. 7
Madiun, JA 79684",6448244724285362,laki-laki,D3,Bogor,INCO,sedang,Menikah
William Adams,+62 (03) 183-8313,"Jl. Tebet Barat Dalam No. 83
Manado, MA 49960",6503800259649736,laki-laki,SMA,Depok,OTHR,sedang,Menikah
David Schultz,0852720151,"Gang Merdeka No. 69
Pasuruan, DKI Jakarta 69596",3174329663619568,laki-laki,SMP,Semarang,NOAN,kalem,Belum menikah
Joseph Whitaker,+62 (099) 738-2023,"Gg. Moch. Ramdan No. 1
Manado, RI 64147",5651648101013973,laki-laki,D3,Malang,WRPH,sedang,Belum menikah
Maxwell Griffin,+62 (453) 894 0803,"Gang Bangka Raya No. 3
Ambon, Sumatera Selatan 64970",5623527183976962,laki-laki,SMA,Tangerang,DISP,sedang,Menikah
Paula Harrell,+62 (585) 656-2679,"Gang Dipatiukur No. 19
Pematangsiantar, NT 49400",5201437879596257,laki-laki,SMA,Depok,PTPR,kalem,Belum menikah
Linda Jackson,(0815) 615 1279,"Jl. Setiabudhi No. 7
Pematangsiantar, Sulawesi Barat 19885",9778264875508354,laki-laki,SMA,Malang,OTHR,sedang,Menikah
James Munoz,(070) 184-4244,"Jl. R.E Martadinata No. 68
Dumai, Sulawesi Barat 80071",3566125623648157,laki-laki,SMA,Makassar,OTHR,kalem,Belum menikah
Thomas Baxter,+62 (015) 987-3693,"Jl. Dipatiukur No. 18
Probolinggo, Bali 26122",2408964550171895,laki-laki,D3,Bogor,WRPH,sedang,Menikah
Lisa Mcclure,+62 (0525) 904-3120,"Gg. PHH. Mustofa No. 46
Banda Aceh, Papua Barat 54439",8747653240930081,laki-laki,S1,Bogor,MUPD,sedang,Menikah
Jennifer Gonzalez,+62 (06) 828 8396,"Jalan Kiaracondong No. 6
Tasikmalaya, Riau 88042",8049857256113905,laki-laki,SMA,Makassar,DISP,kalem,Belum menikah
Amanda Hull,+62 (0896) 599-4002,"Jl. Kutisari Selatan No. 482
Depok, Banten 51602",2306223110352159,laki-laki,SMP,Medan,CBLT,kalem,Belum menikah
Leslie Simpson,+62-027-181-5758,"Jalan Kapten Muslihat No. 97
Banjar, JT 50180",7431819345118815,laki-laki,D3,Yogyakarta,DISC,sedang,Menikah
Jamie Allen,(044) 083-1168,"Jalan Kebonjati No. 6
Banjarbaru, Nusa Tenggara Timur 08434",2325211961239744,laki-laki,SD,Bandung,NOAN,kalem,Belum menikah
David Ramos,+62 (0623) 617 5367,"Gg. Pelajar Pejuang No. 779
Magelang, NT 10716",1932680572776016,laki-laki,SMA,Yogyakarta,INCO,sedang,Menikah
Ann Patterson,+62 (0719) 714-7994,"Jalan Sentot Alibasa No. 242
Bontang, JI 57663",3028190942008084,laki-laki,D3,Malang,WRPH,sedang,Menikah
Eric Castro,082 167 1340,"Gang Ahmad Yani No. 210
Palopo, Riau 87047",3114510206893979,laki-laki,SMA,Depok,PTPR,kalem,Belum menikah
Paul Pace,(061) 213-5076,"Jalan Setiabudhi No. 787
Tebingtinggi, KT 08053",4398087299796211,laki-laki,SMA,Tangerang,INCO,kalem,Belum menikah
Jennifer Ward,+62-050-468-4073,"Gg. Ciumbuleuit No. 822
Sorong, SU 29774",5968238123463873,laki-laki,D3,Batam,HUPD,sedang,Menikah
Jennifer Long,+62 (10) 902-5094,"Gg. Asia Afrika No. 681
Jayapura, BE 48979",5089229433200218,laki-laki,SMP,Semarang,ATPU,kalem,Belum menikah
Matthew Jackson,+62 (012) 844-4936,"Gg. Jakarta No. 72
Parepare, AC 22758",2655313484333768,laki-laki,SMA,Tangerang,PTPR,sedang,Belum menikah
Peggy Adams,+62-0247-140-0466,"Jalan Rajawali Barat No. 843
Pariaman, DI Yogyakarta 90350",1047161083205000,laki-laki,D3,Yogyakarta,INCO,kalem,Menikah
Benjamin Davis,+62 (13) 023-5547,"Gang KH Amin Jasuta No. 068
Tual, NB 48498",7965626836957469,laki-laki,D3,Bogor,INCO,sedang,Menikah
Meghan Johnson,080 672 1739,"Jalan Sukabumi No. 2
Sungai Penuh, SR 91503",9680736696928705,laki-laki,SMA,Bekasi,DISP,kalem,Belum menikah
Jessica Smith,+62 (038) 616 4896,"Gg. Cihampelas No. 273
Tegal, Aceh 09400",4947025936455067,laki-laki,D3,Bogor,WRPH,sedang,Menikah
Amber Hodge,(003) 728 0924,"Gang Ciwastra No. 0
Denpasar, Sulawesi Tengah 03459",4691334417604597,laki-laki,SD,Semarang,BUSY,kalem,Belum menikah
Thomas Solis,0840047056,"Jalan Kiaracondong No. 08
Pekanbaru, SB 85704",2755999597760876,laki-laki,D3,Bekasi,PTPR,sedang,Belum menikah
Victoria Shannon,+62-674-135-5448,"Gang M.T Haryono No. 3
Pariaman, Jawa Barat 96694",2477618635414101,laki-laki,D3,Yogyakarta,DISP,sedang,Belum menikah
Amber Lambert,081 640 5442,"Jalan Moch. Ramdan No. 44
Kota Administrasi Jakarta Pusat, Jawa Tengah 71399",1238550061513306,laki-laki,SMA,Yogyakarta,WRPH,sedang,Menikah
Brian Turner,+62-0026-111-4917,"Gang Medokan Ayu No. 549
Padang, Sumatera Barat 77780",1631628324426430,laki-laki,D3,Malang,INCO,sedang,Menikah
Sandra Bennett,+62-24-225-2122,"Gg. M.T Haryono No. 964
Jambi, SB 40512",6475555468935962,laki-laki,D3,Yogyakarta,PTPR,sedang,Menikah
Sydney Parks,+62-46-178-3469,"Jl. Astana Anyar No. 14
Sungai Penuh, Banten 91590",7913677974260520,laki-laki,SMA,Malang,INCO,kalem,Menikah
Desiree Rodgers,+62 (094) 950-8585,"Gg. Ir. H. Djuanda No. 92
Jayapura, SB 31549",1629016738280952,laki-laki,SMA,Depok,DISP,kalem,Belum menikah
James Kim,(0540) 814-5264,"Gang Waringin No. 35
Banjarbaru, Jawa Timur 23128",7426406036431085,laki-laki,SMA,Tangerang,MUPD,kalem,Menikah
Adam Pham,+62-041-885-4194,"Jl. Stasiun Wonokromo No. 81
Gorontalo, Aceh 22082",4515926876364255,laki-laki,SMA,Bekasi,ATPU,sedang,Belum menikah
Andrew Moore,(0630) 255-8173,"Gg. M.H Thamrin No. 455
Tanjungbalai, Maluku 31041",9557010425444412,laki-laki,S1,Bekasi,PTPR,sedang,Belum menikah
Caroline Shaffer,0886886651,"Gang H.J Maemunah No. 0
Pekalongan, AC 73096",8659449917975097,laki-laki,SMP,Semarang,ATPU,kalem,Menikah
Emily Davis,+62-0413-702-8143,"Jalan Abdul Muis No. 2
Tanjungbalai, JI 74826",9240816352568909,laki-laki,S1,Malang,MUPD,sedang,Menikah
Rachel Knight,+62-034-698-3422,"Jl. Ahmad Dahlan No. 32
Pagaralam, Papua Barat 22985",6585490143970433,laki-laki,D3,Bekasi,MUPD,sedang,Menikah
Nancy Hayes,+62 (023) 421-3905,"Jl. K.H. Wahid Hasyim No. 1
Tomohon, PB 98658",8959597581823475,laki-laki,D3,Malang,DISC,sedang,Menikah
Gregory Webb,+62-0158-430-9004,"Gang Lembong No. 85
Tebingtinggi, KR 51074",7687431466305802,laki-laki,D3,Depok,OTHR,sedang,Belum menikah
Christopher Wu,+62 (675) 808 2932,"Jalan Dr. Djunjunan No. 1
Denpasar, Nusa Tenggara Barat 32925",5767179203906732,laki-laki,SMA,Palembang,DISC,kalem,Menikah
Raymond Brock,(082) 514-3882,"Jalan Rumah Sakit No. 7
Bontang, JK 43352",9327334942602496,laki-laki,D3,Bekasi,PTPR,sedang,Menikah
Sierra White,+62 (422) 255 0646,"Jl. Tebet Barat Dalam No. 640
Kediri, Aceh 59567",5917712842359356,laki-laki,D3,Depok,WRPH,sedang,Menikah
James Eaton,+62-598-309-8517,"Gg. Rawamangun No. 80
Padangpanjang, Sulawesi Tenggara 15582",7603783917534541,laki-laki,D3,Bekasi,WRPH,sedang,Menikah
John Duncan,+62 (0078) 359 7937,"Gg. Kutai No. 0
Manado, Banten 88178",5516527429657304,laki-laki,S2,Banjarmasin,HUPD,sedang,Menikah
